id,passenger_id,flight_id,fare_class,purchase_channel,seat_zone,ticket_price,ancillaries_spend
675,844,434,1,1,1,1573.52,16.45
676,432,596,0,3,0,459.85,63.08
677,1571,644,2,0,0,695.24,68.66
678,785,178,2,0,0,1028.95,40.49
679,713,625,0,3,1,525.83,7.77
680,1373,352,0,2,0,72.18,48.7
681,486,222,0,1,2,1137.6,10.61
682,697,343,0,4,0,1141.4,58.3
683,816,523,0,1,1,117.94,29.51
684,1345,190,0,4,1,366.36,47.67
685,316,145,0,3,2,375.46,24.14
686,36,682,2,3,0,560.42,81.86
687,1687,382,0,0,1,476.51,62.18
688,942,153,2,2,1,1240.0,25.28
689,1420,38,1,1,0,192.42,46.55
690,1649,342,0,3,0,152.28,11.84
691,317,93,0,3,1,545.44,68.96
692,1031,282,0,4,0,494.03,64.68
693,1318,514,3,1,1,847.79,63.67
694,1770,28,1,3,1,1346.07,10.61
695,205,319,2,0,1,2211.03,20.93
696,77,107,1,0,0,144.61,32.14
697,31,684,0,1,0,151.75,17.29
698,818,308,2,4,0,537.85,28.04
699,1440,524,1,0,0,779.22,4.8
700,874,333,3,0,1,407.76,11.86
701,1341,147,1,0,1,137.72,75.59
702,116,416,0,4,0,89.02,36.53
703,1013,571,1,0,0,1074.25,39.51
704,899,661,0,3,2,723.41,18.83
705,1110,503,3,0,0,394.78,18.18
706,1365,520,2,4,0,2277.39,28.09
707,489,247,0,3,0,88.99,124.32
708,1529,324,0,2,0,108.58,9.04
709,644,632,0,1,0,55.3,37.66
710,959,152,3,0,0,173.17,14.35
711,954,468,1,0,1,830.9,15.16
712,163,138,1,0,1,1468.91,10.08
713,13,165,3,0,0,286.02,28.13
714,1438,159,3,3,1,1717.8,42.02
715,1006,115,0,2,0,547.92,52.06
716,860,115,0,1,2,566.86,28.31
717,227,349,0,0,0,120.77,108.95
718,1677,493,3,0,0,592.52,71.92
719,1780,66,2,3,0,1168.36,71.28
720,123,103,2,1,1,532.58,54.04
721,283,554,2,0,1,614.48,53.29
722,1355,570,0,3,0,784.21,9.15
723,631,209,2,2,0,197.7,15.56
724,367,646,2,3,0,651.45,39.23
725,817,358,1,2,0,1296.32,144.02
726,1503,554,3,1,2,993.89,16.87
727,1016,181,0,2,0,108.54,106.55
728,1794,484,0,4,0,120.5,24.45
729,965,612,0,1,2,368.91,43.54
730,674,639,2,0,0,1843.21,41.54
731,1037,126,0,1,0,69.91,7.8
732,1533,223,0,3,1,144.49,65.1
733,310,280,3,0,0,1377.61,1.63
734,758,456,0,2,2,362.89,15.55
735,462,610,0,1,1,170.19,41.26
736,715,626,0,3,0,614.05,81.82
737,1054,518,2,4,2,328.39,19.95
738,391,142,2,0,1,2070.76,80.13
739,119,183,0,1,1,272.97,37.52
740,502,293,0,0,1,111.81,24.35
741,1390,50,0,4,1,157.66,27.73
742,1698,278,0,2,0,556.19,19.23
743,216,100,0,3,0,147.74,8.12
744,1101,267,2,1,2,265.58,24.46
745,139,669,1,1,0,663.22,52.4
746,1765,262,2,0,2,1458.61,68.26
747,1632,354,0,4,2,328.5,24.25
748,1723,614,2,2,0,1126.1,56.72
749,1192,359,1,3,0,467.71,16.48
750,1205,609,0,1,0,277.1,101.83
751,1262,111,1,3,1,944.26,38.47
752,442,433,0,0,0,918.52,50.98
753,1504,12,1,4,1,235.22,76.23
754,1294,132,3,2,0,840.93,95.93
755,1795,471,3,0,0,778.94,49.73
756,112,3,3,1,1,1828.25,19.3
757,712,402,0,0,0,98.48,24.08
758,235,180,0,1,1,96.8,28.96
759,580,266,0,0,0,89.56,79.41
760,459,618,1,0,0,783.89,32.02
761,294,549,2,2,0,211.05,34.96
762,667,467,0,0,2,1187.25,22.59
763,1344,464,1,1,0,301.78,66.83
764,32,522,0,1,0,315.41,32.61
765,1485,262,3,1,0,1441.47,21.43
766,838,562,0,0,0,83.73,26.22
767,1398,447,1,0,1,116.84,0.0
768,1744,174,3,0,2,342.45,128.31
769,1386,160,0,3,0,824.58,105.57
770,1333,220,2,4,0,980.81,49.6
771,1163,47,1,0,0,207.91,24.31
772,445,61,0,3,1,195.33,29.82
773,1578,253,0,1,2,453.6,56.54
774,568,213,2,0,0,1004.79,33.95
775,877,200,1,2,0,904.44,13.64
776,732,387,2,0,0,720.83,109.69
777,1741,187,2,0,2,234.02,55.11
778,1713,713,1,1,1,519.09,84.33
779,542,15,1,2,0,1154.52,61.53
780,253,99,0,0,2,134.61,31.99
781,1397,614,0,2,1,573.22,64.99
782,1572,78,0,0,0,972.34,52.42
783,1650,357,1,1,1,813.9,20.02
784,433,306,2,4,0,731.02,94.64
785,1032,372,1,0,0,114.35,70.01
786,1774,272,0,3,0,102.25,21.19
787,211,16,1,0,0,333.71,25.26
788,421,568,1,0,1,430.79,25.27
789,27,657,0,0,0,800.95,95.38
790,482,291,0,0,0,644.85,35.41
791,542,15,1,4,1,1452.27,66.16
792,570,327,0,1,1,350.19,36.02
793,81,230,0,1,2,110.69,7.91
794,417,192,0,4,0,184.12,30.23
795,1465,122,1,4,0,251.34,15.91
796,1590,510,2,0,1,288.76,19.57
797,343,666,1,0,2,987.93,44.06
798,212,7,1,0,1,1295.34,88.27
799,110,528,0,2,0,177.96,44.14
800,1254,338,0,2,1,208.04,52.01
801,1026,663,1,0,0,398.76,11.59
802,498,505,0,3,0,387.53,40.02
803,1277,475,0,0,0,275.84,52.48
804,478,647,0,0,1,580.01,54.81
805,1047,597,1,0,0,883.19,30.24
806,1051,539,0,0,0,250.06,35.4
807,1266,669,3,1,0,1326.63,83.42
808,1507,31,2,2,0,181.9,48.39
809,810,698,2,0,1,2290.63,13.37
810,1346,343,0,2,1,1117.08,19.51
811,106,179,0,1,1,1059.95,48.85
812,808,443,0,1,1,249.9,58.39
813,702,238,1,1,2,201.69,28.92
814,1001,382,2,1,0,863.3,150.3
815,555,594,1,0,0,155.87,16.04
816,828,274,1,0,2,505.55,38.64
817,139,669,0,0,1,461.3,22.63
818,993,101,0,0,0,117.87,65.25
819,1651,61,3,0,2,391.0,48.98
820,680,360,0,0,0,290.95,42.08
821,907,95,2,0,1,254.27,43.06
822,1063,186,1,0,0,146.36,69.31
823,911,151,0,1,2,140.23,2.94
824,1208,660,0,2,0,317.14,38.29
825,1679,681,1,0,2,262.68,11.41
826,1795,471,1,0,1,432.35,70.58
827,1681,517,1,2,1,966.4,8.84
828,398,107,1,2,1,140.26,54.55
829,367,646,3,3,1,1038.27,84.05
830,1575,156,2,0,0,229.32,39.97
831,766,396,2,2,1,251.24,90.9
832,97,698,1,2,1,1366.65,46.0
833,596,675,1,3,0,179.02,45.17
834,663,106,1,0,1,462.16,17.57
835,598,465,0,0,0,131.87,24.67
836,424,197,1,0,0,96.9,30.03
837,1389,131,0,2,0,828.48,77.58
838,1570,508,0,0,1,157.06,27.55
839,341,278,1,2,1,910.56,46.68
840,917,517,3,3,1,2180.23,48.01
841,409,213,0,3,0,515.66,81.47
842,440,617,1,2,1,815.53,91.33
843,1152,345,0,0,1,310.77,31.53
844,905,291,0,1,0,503.32,0.58
845,364,247,3,1,1,316.62,27.9
846,1655,54,0,0,0,406.52,91.26
847,821,91,1,3,2,1815.24,11.53
848,908,450,2,3,2,1617.71,58.52
849,1547,20,0,2,1,1106.14,10.78
850,21,146,0,3,0,892.8,55.9
851,727,204,1,4,0,558.29,22.63
852,1323,54,0,0,2,411.01,40.92
853,971,65,0,0,1,636.93,57.06
854,1565,460,2,0,1,196.24,20.58
855,560,638,0,4,0,1124.23,38.56
856,425,227,2,3,1,215.01,48.76
857,1354,150,0,3,0,154.05,41.75
858,1305,303,1,0,0,287.47,18.4
859,189,272,0,0,1,58.55,73.09
860,724,322,0,2,2,340.9,50.17
861,618,536,1,3,0,383.51,54.7
862,387,583,0,0,0,500.35,14.08
863,917,517,0,3,2,781.71,39.79
864,42,697,1,0,0,194.31,28.07
865,1106,50,2,0,0,209.09,53.63
866,925,411,0,0,1,127.74,38.54
867,1433,282,0,3,0,507.31,43.34
868,1630,143,2,2,0,1113.67,82.38
869,610,488,0,3,0,254.13,53.91
870,450,459,0,0,1,135.77,15.99
871,1404,558,0,1,0,150.53,0.0
872,447,381,0,1,1,96.55,15.38
873,745,177,1,4,1,496.37,35.33
874,1701,322,0,0,0,268.59,9.29
875,506,120,1,0,0,625.81,86.88
876,239,165,1,1,1,165.67,58.03
877,171,192,3,1,0,356.84,69.18
878,685,97,2,1,0,217.38,31.79
879,405,62,0,2,0,448.05,49.61
880,440,617,0,1,0,512.85,41.61
881,855,213,3,1,2,1766.58,73.21
882,1790,198,1,1,2,442.94,71.33
883,432,596,1,3,0,624.83,10.73
884,1754,563,0,0,2,169.62,68.28
885,552,260,2,2,1,1921.48,19.07
886,1050,429,2,0,0,934.8,13.25
887,990,544,0,1,1,312.15,23.82
888,1582,344,2,2,2,2596.64,18.66
889,976,218,0,1,2,687.23,49.26
890,692,580,3,1,0,2395.97,10.57
891,883,489,0,1,0,139.31,10.0
892,1605,505,1,3,0,506.97,33.07
893,1169,42,2,1,0,658.58,69.51
894,670,675,2,4,0,214.0,67.18
895,1157,242,1,3,0,240.3,13.89
896,678,599,2,3,1,2425.8,51.61
897,378,25,0,0,2,1226.18,24.63
898,1087,394,3,3,1,343.67,58.54
899,584,612,3,0,0,975.73,63.88
900,747,637,0,3,2,173.98,99.5
901,1310,110,2,1,0,598.23,29.15
902,1448,77,0,4,2,358.51,14.58
903,1367,613,2,0,0,480.19,31.8
904,1247,514,2,3,0,540.62,26.08
905,1466,588,0,1,2,627.7,21.26
906,873,199,1,0,2,1054.12,23.89
907,943,500,2,2,0,231.45,57.79
908,617,386,0,0,0,270.86,48.57
909,270,698,0,0,0,916.76,26.45
910,392,482,0,0,0,87.05,0.0
911,1090,501,0,0,0,255.62,18.12
912,441,354,1,1,0,292.02,8.63
913,1115,12,2,1,2,315.2,58.75
914,639,642,0,1,1,544.45,6.46
915,968,707,2,2,0,223.63,66.5
916,946,296,0,0,0,191.67,25.35
917,473,66,1,2,0,851.77,51.58
918,1641,56,2,4,0,1041.5,66.77
919,914,89,0,0,2,1126.17,73.87
920,38,95,1,2,0,196.66,45.76
921,1716,484,1,0,2,188.21,55.53
922,1086,54,0,0,1,384.48,11.41
923,159,98,3,3,0,1579.32,45.38
924,460,387,0,0,0,322.86,66.48
925,1220,131,0,1,0,869.97,2.99
926,714,275,1,2,0,138.75,66.93
927,1445,183,0,2,1,288.32,83.62
928,1504,12,0,1,1,111.39,44.2
929,1326,645,0,4,0,128.12,35.49
930,82,129,0,2,1,101.44,20.91
931,50,338,2,0,0,254.05,23.48
932,1407,156,3,1,0,366.68,66.66
933,377,525,0,0,0,222.31,39.95
934,894,422,0,0,0,334.45,0.0
935,1020,131,1,1,0,1293.17,71.19
936,1571,644,0,3,0,328.92,73.06
937,456,167,1,2,0,1192.01,25.7
938,758,456,0,2,0,248.06,0.61
939,583,402,2,2,0,231.2,22.2
940,1677,493,0,2,0,228.0,18.32
941,1412,217,0,3,0,121.15,50.02
942,1148,507,0,0,0,132.72,67.71
943,430,5,0,0,1,503.45,31.21
944,1645,698,3,4,0,2828.72,46.24
945,1362,251,0,2,0,864.59,80.31
946,736,121,1,0,1,1396.95,25.22
947,823,499,2,4,0,1054.21,29.3
948,1595,21,0,3,0,1002.81,5.56
949,430,5,1,2,0,757.88,43.44
950,269,550,1,3,1,237.19,11.01
951,1622,352,0,1,1,87.85,29.41
952,520,713,1,0,0,481.36,54.61
953,111,302,0,1,0,164.67,52.03
954,1618,719,0,0,0,539.82,42.58
955,632,444,2,2,2,330.38,71.59
956,1057,617,1,3,0,802.67,16.63
957,180,270,0,0,2,129.4,28.16
958,1750,537,0,2,0,93.53,134.39
959,430,5,1,1,0,679.51,51.24
960,1413,284,1,0,2,205.39,8.0
961,1014,353,3,0,2,2770.2,22.82
962,920,667,0,0,0,108.48,35.65
963,1049,243,0,3,1,117.83,27.9
964,646,7,0,0,2,1055.54,41.73
965,1131,699,0,1,1,774.33,47.47
966,1633,248,0,3,1,140.67,66.85
967,1562,550,0,0,2,156.25,23.98
968,1518,410,0,1,1,102.1,77.88
969,510,655,0,4,0,1101.9,102.91
970,338,538,1,0,0,181.68,73.62
971,11,25,0,1,0,960.78,62.74
972,33,229,1,0,0,411.88,21.35
973,818,308,1,2,0,302.27,4.71
974,817,358,0,0,0,924.45,19.36
975,888,3,1,4,2,1082.12,26.27
976,1243,503,0,3,1,180.89,24.29
977,846,554,3,3,1,981.45,66.43
978,1486,485,2,1,0,1651.35,57.3
979,1421,114,1,0,1,874.05,25.8
980,231,393,0,1,0,64.97,47.1
981,1579,292,1,0,0,1316.66,61.53
982,198,489,0,3,0,163.77,59.41
983,1408,419,3,1,0,843.02,11.59
984,543,480,0,4,0,51.84,7.94
985,1313,364,2,2,2,617.86,42.92
986,493,504,1,0,0,1191.38,16.47
987,177,522,0,2,0,319.56,30.69
988,1241,368,0,0,1,158.19,81.48
989,547,350,1,1,0,447.66,16.76
990,693,552,1,0,2,175.22,48.45
991,995,589,3,0,0,357.67,33.95
992,957,648,2,1,0,1230.85,48.51
993,111,302,0,0,0,213.65,72.22
994,306,210,0,2,1,343.96,8.93
995,579,473,0,2,2,127.03,52.86
996,720,128,1,4,1,841.73,68.75
997,662,466,2,2,1,501.99,18.62
998,1392,462,3,0,0,294.64,60.5
999,798,269,0,3,1,640.05,15.89
1000,419,621,0,3,2,303.2,23.25
1001,684,404,1,3,1,921.58,8.82
1002,1506,655,1,2,0,1263.62,57.95
1003,1160,355,1,4,0,211.24,66.76
1004,408,498,0,0,0,108.16,15.33
1005,1056,244,0,0,0,108.91,70.52
1006,600,236,0,3,0,107.48,76.29
1007,1410,644,1,0,0,464.92,83.13
1008,287,384,0,2,0,125.07,1.42
1009,1624,335,1,3,1,878.9,54.03
1010,1592,331,1,0,0,106.37,24.58
1011,606,267,3,2,0,339.23,61.32
1012,809,616,3,0,1,390.81,60.36
1013,1283,88,3,0,1,289.23,81.48
1014,1310,110,1,0,0,403.44,20.71
1015,1048,469,0,0,1,330.87,36.22
1016,1532,75,1,1,2,500.7,38.55
1017,1140,534,0,1,0,276.75,30.14
1018,1771,103,1,0,0,362.23,38.13
1019,596,675,1,0,1,153.38,0.0
1020,1797,524,0,0,0,461.25,43.74
1021,902,630,0,0,0,565.48,45.27
1022,826,171,2,3,2,1352.57,17.73
1023,48,232,2,1,0,259.2,85.77
1024,1071,340,2,0,0,530.8,34.12
1025,547,350,0,0,1,388.35,11.03
1026,227,349,0,2,0,55.92,33.06
1027,1595,21,0,2,0,930.83,10.7
1028,1594,268,0,0,0,104.82,24.12
1029,1484,279,2,1,1,717.65,30.08
1030,1646,472,1,2,2,192.35,13.53
1031,865,450,1,1,1,858.48,50.03
1032,315,574,0,2,2,273.13,5.87
1033,558,662,1,3,0,441.49,20.64
1034,1284,552,0,2,2,131.73,26.78
1035,701,112,0,3,0,839.45,18.37
1036,660,550,2,0,0,278.08,43.34
1037,152,682,1,1,0,354.34,0.0
1038,795,672,1,2,2,397.88,66.02
1039,1107,607,1,0,0,897.65,26.59
1040,833,215,1,1,1,474.94,34.48
1041,1304,675,0,4,2,89.1,15.73
1042,1770,28,0,2,1,901.45,15.67
1043,183,257,0,0,0,59.55,15.67
1044,1031,282,1,2,0,658.18,71.15
1045,1425,179,0,2,1,970.49,32.43
1046,395,348,2,0,1,312.75,97.85
1047,468,125,0,3,0,246.23,53.06
1048,61,541,0,1,0,257.98,33.56
1049,662,466,2,3,0,531.93,30.96
1050,1634,299,1,2,1,412.66,17.97
1051,245,22,2,0,0,1845.11,26.57
1052,972,517,1,0,1,949.48,120.96
1053,1799,206,3,0,0,802.27,31.19
1054,1756,278,3,2,0,1705.91,14.34
1055,1405,277,3,2,0,734.63,17.59
1056,438,696,1,3,0,185.35,26.96
1057,1456,175,2,0,0,1888.56,66.55
1058,454,310,0,4,0,254.09,21.15
1059,1569,482,3,0,2,380.15,33.96
1060,208,118,2,0,2,728.87,91.19
1061,1084,9,2,2,0,169.15,40.08
1062,665,590,0,0,1,91.38,58.19
1063,533,704,1,1,2,963.52,25.24
1064,7,618,1,1,0,829.6,18.06
1065,1770,28,2,3,0,1813.8,22.39
1066,234,629,0,1,0,106.01,16.75
1067,5,331,0,2,0,130.75,40.28
1068,517,90,2,0,0,278.81,36.29
1069,661,394,2,4,0,233.62,34.71
1070,130,42,2,1,1,706.74,22.89
1071,1238,683,0,2,2,69.12,34.93
1072,915,627,0,3,0,248.94,78.15
1073,459,618,0,0,0,540.36,7.15
1074,378,25,0,1,0,974.53,133.63
1075,1212,343,2,1,0,2003.21,48.46
1076,1409,47,2,0,0,250.38,96.08
1077,289,565,0,0,0,602.05,24.26
1078,445,61,2,3,2,224.89,68.16
1079,1183,250,1,3,0,865.48,13.78
1080,739,521,1,3,0,428.88,10.45
1081,1540,275,0,2,0,124.16,86.96
1082,1517,567,3,3,0,796.59,52.54
1083,1508,353,0,4,0,805.93,54.68
1084,557,670,0,1,0,101.13,6.27
1085,561,46,1,4,1,980.84,56.88
1086,1664,506,0,1,1,126.81,48.98
1087,487,280,2,0,1,1179.31,21.6
1088,339,528,0,1,0,112.24,12.78
1089,1415,671,2,2,0,240.17,64.41
1090,1628,716,2,2,0,1228.63,94.2
1091,1038,167,1,2,0,1112.04,40.46
1092,1037,126,1,1,2,159.39,58.29
1093,1189,455,0,1,2,355.47,19.59
1094,1044,67,0,3,1,146.23,12.18
1095,869,668,0,1,0,510.45,0.0
1096,534,411,0,1,0,61.07,76.62
1097,1768,346,0,0,1,176.33,65.7
1098,134,292,0,0,0,783.66,33.71
1099,1500,25,0,4,2,1225.05,40.01
1100,1053,268,1,3,0,148.52,14.64
1101,1616,301,2,0,0,561.55,25.55
1102,750,93,0,1,0,464.31,26.25
1103,1350,149,1,2,1,331.87,17.0
1104,196,706,1,0,0,173.98,5.02
1105,1005,18,2,3,0,253.96,45.03
1106,1068,487,3,1,2,378.66,21.37
1107,1168,651,0,1,0,99.37,16.32
1108,754,167,3,0,0,2436.12,36.93
1109,1626,488,0,1,1,206.17,21.28
1110,66,647,0,0,0,510.25,79.59
1111,72,441,1,0,1,178.24,64.44
1112,473,66,0,3,1,667.12,17.56
1113,1101,267,0,3,2,141.56,16.03
1114,633,713,0,1,1,338.73,53.49
1115,756,397,0,3,0,167.4,88.94
1116,1799,206,2,3,1,643.41,83.64
1117,546,296,0,0,1,121.63,9.95
1118,909,588,0,0,0,560.11,58.15
1119,842,339,0,1,0,120.01,74.08
1120,406,639,0,0,0,898.65,76.78
1121,63,482,2,4,1,217.38,53.6
1122,611,601,1,3,0,236.14,52.46
1123,350,296,3,4,0,428.79,73.74
1124,201,698,1,1,0,1258.48,48.12
1125,1534,521,1,3,0,407.17,26.42
1126,570,327,0,1,0,309.87,59.32
1127,1480,428,1,2,0,412.17,76.71
1128,1272,238,0,3,1,137.38,13.51
1129,1681,517,2,0,2,1510.26,41.93
1130,843,234,1,0,2,1636.82,57.32
1131,932,493,1,0,1,339.96,11.55
1132,61,541,0,2,0,233.92,59.94
1133,258,366,0,2,1,1001.93,39.31
1134,1506,655,3,3,0,2762.86,170.16
1135,1782,682,1,0,0,316.53,0.0
1136,1680,680,1,4,1,212.73,56.76
1137,503,525,3,1,0,903.06,38.34
1138,377,525,2,2,0,554.31,140.03
1139,1777,129,0,3,1,133.12,26.64
1140,1032,372,0,2,1,111.24,37.74
1141,1716,484,1,2,0,175.44,33.41
1142,1095,48,1,0,0,157.38,20.68
1143,1764,501,2,2,0,475.17,14.37
1144,508,695,2,0,0,258.0,38.78
1145,752,571,1,1,1,1310.7,19.24
1146,1535,578,1,0,0,1383.93,0.0
1147,965,612,0,2,0,328.62,92.2
1148,251,705,1,3,1,510.54,112.13
1149,691,467,0,1,2,1088.85,35.46
1150,1480,428,0,4,0,296.39,51.07
1151,831,3,1,1,0,779.19,43.24
1152,475,173,0,2,0,143.32,21.37
1153,308,424,0,1,2,399.56,5.25
1154,1597,570,1,0,0,1197.86,61.94
1155,1440,524,0,4,0,593.01,28.02
1156,908,450,0,3,2,772.23,13.83
1157,1741,187,0,0,1,67.78,54.08
1158,231,393,3,0,1,240.72,13.16
1159,1492,120,1,2,1,743.04,53.29
1160,524,593,0,4,1,76.78,15.25
1161,1096,193,3,0,2,371.87,58.51
1162,972,517,2,0,0,1265.46,37.16
1163,332,12,0,0,0,45.67,31.56
1164,1659,139,1,0,0,186.56,26.45
1165,190,250,0,3,2,684.49,94.87
1166,792,482,1,3,1,181.53,22.21
1167,1312,702,0,0,2,994.92,62.9
1168,934,442,1,0,0,649.84,54.22
1169,870,385,2,0,1,629.79,51.57
1170,666,221,0,4,2,1384.3,8.69
1171,1433,282,0,4,1,687.06,55.54
1172,842,339,2,3,0,227.79,45.88
1173,1360,317,1,1,1,795.14,7.54
1174,10,379,0,0,1,301.62,8.1
1175,1596,257,0,2,2,169.79,68.91
1176,1630,143,2,2,0,1120.42,77.75
1177,950,45,2,0,0,264.11,16.72
1178,1731,468,0,0,1,528.4,49.96
1179,1285,566,0,1,0,129.26,133.66
1180,1649,342,1,1,1,180.15,22.0
1181,1384,321,3,1,0,2761.02,110.67
1182,318,77,3,4,1,965.22,43.2
1183,1698,278,2,0,2,1418.67,29.94
1184,1219,450,0,0,1,705.53,38.21
1185,1789,663,0,1,1,299.73,46.27
1186,627,532,2,2,1,621.24,23.11
1187,1567,286,0,1,1,571.48,0.0
1188,1441,92,2,3,0,1135.49,50.39
1189,1130,196,0,4,0,166.4,49.42
1190,1217,205,0,0,1,843.59,17.96
1191,119,183,0,0,1,302.08,20.51
1192,503,525,0,0,2,402.96,47.7
1193,658,420,2,0,0,989.68,59.41
1194,1287,541,1,1,1,435.3,18.55
1195,844,434,0,1,2,1265.43,21.5
1196,491,28,2,2,0,1704.64,61.54
1197,1462,102,3,2,2,392.0,69.28
1198,1635,181,0,0,2,204.32,3.04
1199,1716,484,0,2,0,150.15,1.97
1200,1149,283,0,3,1,368.4,4.41
1201,1680,680,1,1,1,153.54,50.94
1202,944,572,0,1,0,98.77,83.09
1203,296,456,0,2,0,257.33,60.28
1204,130,42,0,0,0,297.43,22.51
1205,741,39,1,1,1,124.9,44.18
1206,540,368,1,3,1,183.68,43.13
1207,522,530,0,2,0,104.89,1.57
1208,487,280,0,0,0,485.92,35.07
1209,1053,268,1,1,0,97.97,49.83
1210,78,573,1,3,0,483.41,28.57
1211,229,48,0,2,0,60.21,37.85
1212,525,472,0,1,0,58.34,5.31
1213,1017,118,1,2,0,366.26,67.11
1214,85,115,0,1,0,521.86,51.16
1215,1169,42,1,0,2,506.2,44.96
1216,308,424,0,0,1,339.36,42.96
1217,189,272,1,0,1,173.75,22.47
1218,995,589,2,0,1,189.95,68.16
1219,522,530,0,1,1,154.13,4.22
1220,1033,634,0,1,1,921.12,36.55
1221,837,35,0,0,0,96.42,0.0
1222,1639,651,2,2,1,228.31,49.14
1223,1315,46,2,3,2,1602.04,33.67
1224,1630,143,2,1,0,1164.2,17.55
1225,1744,174,0,2,0,93.81,1.63
1226,273,487,0,0,1,165.68,26.59
1227,1405,277,0,3,1,283.69,15.05
1228,1240,22,2,2,1,2160.57,39.15
1229,36,682,0,4,0,301.29,23.06
1230,304,233,0,3,0,117.56,18.69
1231,1040,418,0,1,0,819.46,31.39
1232,1123,713,3,1,0,929.11,95.05
1233,78,573,0,3,0,285.06,69.51
1234,1023,199,0,1,0,566.77,16.26
1235,1281,310,0,3,0,188.8,48.97
1236,707,622,2,2,1,260.69,21.44
1237,1601,440,0,0,0,411.04,119.84
1238,800,217,2,0,2,321.91,55.14
1239,121,168,0,4,2,1070.24,45.62
1240,227,349,0,0,0,120.81,27.7
1241,855,213,1,3,1,785.31,63.96
1242,92,169,1,2,0,100.87,29.49
1243,960,284,0,0,2,129.92,45.69
1244,91,305,2,1,2,305.0,22.92
1245,1375,365,0,1,0,385.63,53.75
1246,21,146,1,0,0,1194.88,80.14
1247,1514,720,0,1,0,120.93,24.98
1248,539,154,1,0,1,112.18,8.67
1249,1480,428,0,1,2,343.93,35.57
1250,1500,25,3,4,1,3263.43,18.75
1251,353,705,2,0,0,663.09,16.44
1252,352,687,1,0,1,409.77,30.57
1253,809,616,2,4,0,259.93,9.92
1254,1565,460,2,0,0,214.37,38.56
1255,513,317,0,0,0,440.93,54.9
1256,223,446,0,3,0,336.13,32.56
1257,805,605,2,2,0,1573.29,72.4
1258,1654,32,0,0,1,131.55,22.22
1259,92,169,0,3,1,95.64,5.26
1260,1083,555,1,3,0,443.64,44.89
1261,1643,330,2,0,0,1149.88,107.99
1262,1253,699,0,0,0,795.09,48.44
1263,1252,572,1,4,0,135.38,44.32
1264,1650,357,1,2,0,771.26,71.0
1265,444,162,0,1,0,902.01,46.5
1266,1110,503,1,2,1,233.61,43.64
1267,1377,87,0,0,1,137.66,113.15
1268,1416,384,3,1,1,466.92,13.14
1269,402,265,1,3,2,1436.35,24.42
1270,786,98,0,0,2,608.97,16.77
1271,356,442,2,0,2,1266.63,15.83
1272,28,247,1,3,0,172.01,59.38
1273,1263,33,2,1,0,255.44,52.46
1274,188,417,1,1,1,379.93,70.9
1275,1795,471,0,3,0,302.08,7.31
1276,1765,262,0,3,0,557.65,12.25
1277,847,232,0,3,1,153.71,58.41
1278,1636,173,0,0,0,207.51,29.78
1279,444,162,1,1,1,1357.16,65.03
1280,152,682,2,1,0,531.61,15.95
1281,1717,553,0,2,1,927.68,45.84
1282,66,647,1,3,1,837.57,54.81
1283,1716,484,0,1,0,55.94,11.62
1284,522,530,0,0,0,115.95,31.57
1285,394,271,2,3,0,292.91,42.58
1286,1733,387,0,2,1,323.44,7.96
1287,553,686,0,2,2,182.55,42.31
1288,1248,179,0,3,0,974.43,41.61
1289,267,332,0,0,0,131.93,76.62
1290,1423,103,0,0,0,271.8,49.45
1291,623,344,0,1,0,958.14,10.98
1292,628,208,2,0,0,1196.44,123.84
1293,115,401,1,0,1,127.72,55.98
1294,1327,701,0,0,0,790.97,17.45
1295,1467,429,1,1,0,700.8,60.97
1296,799,82,1,3,1,124.01,12.16
1297,1077,57,1,3,1,473.2,38.15
1298,617,386,1,0,0,455.95,49.58
1299,1759,573,3,1,2,1139.18,8.13
1300,550,665,0,3,1,361.6,39.65
1301,353,705,0,2,1,302.86,34.65
1302,1421,114,0,3,1,666.2,76.73
1303,1386,160,1,3,0,1270.07,12.58
1304,14,711,0,4,0,230.22,71.12
1305,299,322,0,1,0,270.49,63.32
1306,759,232,1,0,0,119.07,32.49
1307,1692,439,1,1,0,137.18,17.34
1308,1690,379,1,0,2,416.79,11.6
1309,28,247,3,1,2,344.9,25.22
1310,223,446,0,0,0,270.86,22.11
1311,635,161,1,3,0,150.81,34.69
1312,1621,234,0,1,1,990.6,48.97
1313,205,319,0,0,1,992.6,32.65
1314,616,634,1,0,0,1253.55,42.35
1315,659,228,1,0,1,141.46,32.18
1316,886,124,1,0,0,392.95,51.89
1317,1092,452,1,0,0,324.39,0.0
1318,1384,321,1,1,0,1333.85,36.31
1319,531,300,1,0,0,153.72,28.63
1320,1347,715,2,4,0,281.39,87.33
1321,566,604,0,1,0,302.0,72.83
1322,1291,629,0,3,1,126.64,20.54
1323,483,21,0,1,0,876.57,33.25
1324,993,101,2,1,1,226.38,23.96
1325,292,336,2,0,0,546.37,0.0
1326,358,259,0,1,2,276.76,49.17
1327,689,678,2,3,0,623.72,39.69
1328,1481,156,2,0,0,238.8,32.41
1329,553,686,0,2,1,159.83,18.68
1330,1348,451,0,0,0,493.26,7.39
1331,262,448,0,2,0,105.81,17.43
1332,135,84,0,3,0,143.77,48.9
1333,853,316,1,0,0,86.96,84.71
1334,645,661,2,2,1,1138.11,22.68
1335,1121,208,1,0,0,836.94,23.69
