id,flight_id,age,annual_income,family_size,booking_lead_days,loyalty_tier,travel_risk,frequent_flyer
605,218,31,48662.0,1,9,3,0.142,0
606,267,58,68892.0,3,10,1,0.097,0
607,167,18,25750.0,5,13,1,0.325,0
608,448,49,215089.0,3,22,3,0.056,1
609,368,31,186417.0,1,21,0,0.109,0
610,488,39,31632.0,1,8,2,0.258,0
611,601,45,22986.0,2,28,0,0.27,1
612,135,29,26536.0,4,24,1,0.136,0
613,126,27,54552.0,4,12,2,0.137,1
614,644,35,12000.0,1,5,2,0.088,0
615,569,45,43747.0,6,10,0,0.287,1
616,634,55,26474.0,1,48,0,0.194,0
617,386,37,12000.0,1,6,0,0.144,0
618,536,41,53653.0,4,20,3,0.103,1
619,11,53,63539.0,1,7,1,0.187,0
620,501,31,25847.0,1,19,1,0.201,0
621,458,18,12000.0,1,10,0,0.096,1
622,593,18,95236.0,3,9,2,0.135,1
623,344,42,38345.0,1,13,3,0.302,0
624,57,39,101600.0,5,23,1,0.156,1
625,264,28,18891.0,3,15,1,0.162,0
626,544,18,15105.0,3,11,0,0.374,1
627,532,33,19055.0,1,7,2,0.326,0
628,208,57,57253.0,2,16,1,0.134,0
629,292,44,131154.0,3,11,3,0.138,1
630,558,18,32521.0,5,15,0,0.064,0
631,209,24,32204.0,3,5,1,0.292,1
632,444,38,12834.0,2,10,0,0.14,0
633,713,39,66869.0,1,22,0,0.293,0
634,414,18,220953.0,1,22,3,0.371,1
635,161,18,70317.0,3,5,0,0.275,0
636,124,36,99178.0,2,11,4,0.174,0
637,56,18,126355.0,2,14,2,0.114,0
638,384,45,50432.0,1,28,1,0.108,1
639,642,29,30755.0,1,10,0,0.221,0
640,47,25,64860.0,1,30,2,0.129,1
641,242,33,32280.0,4,5,0,0.107,1
642,379,21,12000.0,3,25,2,0.085,1
643,227,53,59846.0,5,20,0,0.211,0
644,632,41,78943.0,3,17,2,0.131,0
645,661,28,57837.0,2,20,2,0.102,1
646,7,32,53863.0,2,3,2,0.06,0
647,302,53,26653.0,3,29,1,0.311,0
648,360,64,54482.0,2,11,2,0.144,1
649,336,18,14471.0,1,11,4,0.164,1
650,402,21,172439.0,1,46,3,0.133,1
651,474,44,118636.0,2,32,1,0.153,1
652,358,31,156375.0,2,8,0,0.411,1
653,426,59,49774.0,1,7,2,0.174,0
654,412,29,12000.0,2,8,0,0.265,0
655,326,32,17046.0,1,19,1,0.18,0
656,482,40,43671.0,2,17,0,0.437,0
657,662,37,30189.0,1,11,3,0.302,0
658,420,48,141331.0,1,8,1,0.133,0
659,228,44,44625.0,2,40,1,0.158,1
660,550,32,36119.0,1,7,1,0.068,1
661,394,41,29897.0,1,9,1,0.166,1
662,466,30,65632.0,1,22,2,0.135,0
663,106,26,73509.0,2,9,1,0.179,1
664,557,32,45325.0,2,31,1,0.168,1
665,590,69,28876.0,1,4,0,0.353,1
666,221,50,39091.0,1,22,0,0.153,1
667,467,58,23382.0,1,4,0,0.131,0
668,21,31,39838.0,1,6,1,0.109,1
669,138,64,32574.0,2,9,0,0.168,0
670,675,46,23042.0,2,9,2,0.178,1
671,552,60,98935.0,5,54,0,0.357,1
672,174,48,36672.0,1,17,3,0.172,1
673,269,39,30350.0,1,14,0,0.109,1
674,639,43,65633.0,1,10,0,0.232,1
675,99,23,48356.0,2,10,1,0.102,0
676,326,50,85055.0,1,9,0,0.281,0
677,672,65,16569.0,6,7,0,0.23,1
678,599,61,48545.0,2,18,0,0.197,1
679,224,63,38973.0,1,15,4,0.144,0
680,360,49,55041.0,6,6,0,0.162,1
681,432,44,239343.0,5,27,2,0.181,1
682,518,18,54536.0,1,20,3,0.19,1
683,581,43,31389.0,4,7,0,0.122,0
684,404,23,35178.0,3,5,0,0.222,0
685,97,39,24480.0,3,18,3,0.138,1
686,652,49,103167.0,1,8,1,0.316,0
687,129,23,58102.0,2,6,3,0.265,1
688,395,39,21364.0,1,16,1,0.318,0
689,678,39,98177.0,2,44,0,0.235,1
690,663,28,47573.0,2,41,2,0.245,0
691,467,18,12029.0,2,8,2,0.22,1
692,580,51,31956.0,1,18,0,0.115,0
693,552,65,102545.0,1,5,2,0.112,1
694,494,45,17720.0,4,9,0,0.111,0
695,438,37,91005.0,2,32,1,0.142,0
696,127,18,120918.0,5,9,1,0.174,0
697,343,49,224079.0,1,6,2,0.186,0
698,30,45,77075.0,1,14,0,0.15,0
699,114,40,174947.0,1,27,0,0.112,0
700,248,33,47701.0,1,3,0,0.096,0
701,112,51,86345.0,1,8,2,0.364,0
702,238,58,28875.0,2,24,0,0.18,1
703,353,18,55204.0,4,12,0,0.248,0
704,654,26,15490.0,3,37,1,0.122,1
705,221,18,92467.0,1,15,1,0.129,1
706,180,49,12000.0,1,3,2,0.1,0
707,622,64,23054.0,1,30,2,0.052,1
708,14,34,58589.0,1,5,1,0.13,0
709,612,25,90862.0,1,2,2,0.155,1
710,716,60,110354.0,3,14,1,0.151,1
711,251,32,61840.0,3,13,1,0.187,0
712,402,60,102484.0,1,28,0,0.128,1
713,625,18,47703.0,2,24,1,0.106,0
714,275,27,77086.0,2,8,2,0.081,1
715,626,18,49919.0,1,11,0,0.193,0
716,181,32,24659.0,1,18,0,0.2,0
717,297,58,36577.0,2,7,3,0.073,1
718,110,63,22217.0,2,28,3,0.085,1
719,217,32,84885.0,1,13,3,0.267,1
720,128,43,12000.0,1,27,3,0.235,0
721,446,36,25759.0,5,25,2,0.107,0
722,601,67,57531.0,2,27,1,0.188,0
723,584,20,30287.0,2,11,1,0.137,0
724,322,50,20996.0,3,6,1,0.084,0
725,189,53,14633.0,1,14,1,0.135,1
726,589,59,84366.0,1,12,1,0.118,1
727,204,18,20864.0,1,13,1,0.092,1
728,543,33,48315.0,5,16,1,0.204,1
729,356,35,99647.0,1,6,1,0.133,0
730,7,18,108255.0,3,27,2,0.123,1
731,431,25,24652.0,4,18,1,0.288,0
732,387,18,17819.0,1,2,1,0.144,0
733,186,41,55530.0,2,5,3,0.071,0
734,4,18,12000.0,1,4,2,0.089,0
735,448,23,56810.0,1,13,3,0.126,1
736,121,18,169597.0,6,16,3,0.249,1
737,231,30,76124.0,1,9,0,0.134,1
738,357,26,98461.0,1,13,1,0.239,0
739,521,18,145879.0,1,32,1,0.29,0
740,5,35,41224.0,6,16,2,0.375,1
741,39,27,12000.0,2,54,0,0.191,0
742,148,25,85444.0,5,3,2,0.133,0
743,211,18,79917.0,1,24,2,0.24,1
744,656,46,80089.0,1,5,2,0.121,1
745,177,43,74355.0,2,7,1,0.114,1
746,45,43,14952.0,1,9,0,0.263,0
747,637,18,73187.0,1,18,1,0.136,1
748,554,28,50487.0,1,36,4,0.095,1
749,559,47,146294.0,2,9,0,0.157,1
750,93,55,61236.0,1,49,0,0.119,1
751,231,22,56184.0,3,15,0,0.262,1
752,571,18,20824.0,1,10,0,0.115,0
753,604,33,35989.0,4,14,0,0.093,0
754,167,50,68307.0,1,27,1,0.106,1
755,613,23,62057.0,1,52,1,0.401,0
756,397,18,468901.0,4,9,4,0.207,1
757,404,56,82986.0,1,23,0,0.149,0
758,456,36,46801.0,1,12,1,0.219,0
759,232,38,42216.0,2,18,1,0.212,0
760,396,49,50386.0,1,3,3,0.061,1
761,21,43,37510.0,1,10,2,0.144,0
762,242,40,56656.0,4,14,1,0.187,0
763,709,67,43217.0,2,1,0,0.146,1
764,70,32,31391.0,1,36,0,0.146,0
765,249,64,56115.0,2,9,0,0.191,0
766,396,38,30195.0,1,44,1,0.139,1
767,183,35,15024.0,1,16,0,0.19,0
768,369,46,78247.0,3,17,0,0.173,1
769,508,28,50843.0,3,12,1,0.172,0
770,182,22,28290.0,3,40,2,0.116,0
771,239,52,88950.0,4,23,0,0.199,1
772,445,54,94299.0,5,14,1,0.153,1
773,214,39,41934.0,1,33,3,0.393,0
774,110,47,23230.0,3,35,1,0.071,0
775,96,35,26296.0,1,12,1,0.171,0
776,23,30,200640.0,3,8,3,0.192,1
777,435,61,331531.0,1,29,2,0.183,1
778,384,19,45130.0,4,21,4,0.159,1
779,377,33,84536.0,5,10,4,0.09,1
780,475,25,70482.0,2,18,0,0.085,0
781,49,83,54525.0,1,21,0,0.126,0
782,652,53,138050.0,2,24,0,0.148,0
783,448,57,47247.0,5,10,0,0.144,0
784,593,62,124822.0,4,12,1,0.223,0
785,178,18,44905.0,1,38,2,0.114,1
786,98,25,30364.0,3,20,1,0.192,1
787,141,38,22613.0,1,40,0,0.193,0
788,195,30,17799.0,1,14,1,0.207,1
789,58,30,34963.0,2,19,3,0.103,1
790,98,44,79201.0,4,9,4,0.168,1
791,555,46,219390.0,1,9,1,0.189,1
792,482,28,109075.0,1,11,4,0.216,1
793,147,25,18288.0,2,22,1,0.107,1
794,665,55,23113.0,1,4,0,0.085,0
795,672,36,98475.0,1,36,0,0.088,0
796,370,29,51797.0,1,20,0,0.19,0
797,607,34,60048.0,1,18,1,0.261,0
798,269,38,60233.0,1,20,1,0.241,1
799,82,44,21972.0,1,33,2,0.186,1
800,217,29,100735.0,3,18,4,0.084,1
801,587,29,23957.0,1,8,3,0.16,1
802,631,23,12979.0,3,19,0,0.342,0
803,91,49,173571.0,1,19,2,0.189,0
804,578,18,155575.0,3,10,3,0.099,1
805,605,29,18955.0,1,11,2,0.177,1
806,105,51,112976.0,1,8,4,0.172,1
807,648,42,81379.0,1,47,3,0.199,1
808,443,57,70117.0,1,37,2,0.049,1
809,616,55,18757.0,1,20,0,0.109,0
810,698,53,16493.0,6,1,0,0.229,1
811,84,42,121780.0,1,9,1,0.213,1
812,714,70,74111.0,1,26,3,0.087,0
813,646,18,70176.0,4,8,1,0.168,0
814,73,18,97184.0,2,13,2,0.118,0
815,255,18,103202.0,2,8,1,0.154,1
816,523,43,47178.0,5,19,2,0.161,0
817,358,24,59569.0,1,5,0,0.299,1
818,308,28,47498.0,3,11,4,0.135,1
819,604,36,73706.0,1,8,0,0.137,1
820,697,18,40410.0,1,15,1,0.081,0
821,91,26,40714.0,1,17,0,0.208,0
822,106,35,340362.0,1,16,0,0.245,0
823,499,38,92321.0,2,4,2,0.163,0
824,374,51,48698.0,1,5,1,0.241,1
825,628,62,18197.0,1,33,0,0.156,0
826,171,18,32456.0,4,33,1,0.162,0
827,183,30,41421.0,2,18,1,0.135,1
828,274,18,51954.0,6,22,0,0.225,0
829,474,20,46161.0,2,9,1,0.321,0
830,27,41,28560.0,1,11,1,0.158,1
831,3,71,120182.0,1,36,2,0.074,1
832,156,37,34796.0,1,7,3,0.133,1
833,215,18,126365.0,2,9,4,0.165,1
834,197,22,178068.0,2,34,3,0.119,1
835,640,47,109477.0,6,20,0,0.192,0
836,482,45,39624.0,1,25,1,0.115,0
837,35,41,42404.0,2,5,0,0.144,0
838,562,39,23365.0,1,14,1,0.145,0
839,267,53,253210.0,1,11,0,0.124,0
840,44,67,38079.0,1,16,1,0.099,1
841,686,23,42740.0,2,27,0,0.198,0
842,339,25,20794.0,1,34,0,0.373,1
843,234,47,225286.0,2,13,1,0.221,1
844,434,22,106749.0,6,11,1,0.189,0
845,655,68,12000.0,3,6,0,0.264,0
846,554,30,12000.0,1,18,0,0.19,0
847,232,31,12000.0,1,10,1,0.143,0
848,668,69,137439.0,3,20,1,0.098,0
849,345,26,107654.0,2,18,4,0.154,1
850,515,40,20187.0,1,7,0,0.098,1
851,575,54,40129.0,1,12,1,0.175,1
852,367,38,94680.0,3,13,3,0.082,1
853,316,42,40149.0,2,18,0,0.389,0
854,351,38,158607.0,1,15,4,0.149,0
855,213,18,76898.0,4,17,2,0.137,1
856,431,32,53389.0,1,21,0,0.098,0
857,275,42,36943.0,2,7,0,0.09,0
858,554,32,89494.0,2,6,0,0.327,0
859,50,49,64040.0,2,12,0,0.191,1
860,115,36,79017.0,1,61,2,0.151,1
861,38,57,115049.0,2,15,3,0.111,1
862,568,56,127960.0,6,16,3,0.158,1
863,285,22,37947.0,1,4,1,0.14,0
864,599,36,66116.0,5,9,4,0.139,1
865,450,23,77904.0,4,7,4,0.102,1
866,115,36,103580.0,2,9,2,0.119,0
867,304,36,53259.0,1,16,0,0.132,0
868,37,18,69769.0,2,21,0,0.198,0
869,668,30,59168.0,1,8,0,0.195,0
870,385,33,174040.0,1,19,1,0.17,0
871,455,45,77504.0,3,9,3,0.211,1
872,307,34,71984.0,1,9,1,0.103,1
873,199,49,174034.0,3,9,3,0.11,1
874,333,27,54936.0,3,15,3,0.21,0
875,153,18,61055.0,1,16,3,0.093,1
876,634,45,28383.0,3,5,1,0.12,0
877,200,55,15872.0,1,10,0,0.199,0
878,512,44,140760.0,4,12,4,0.211,1
879,65,26,52440.0,2,18,0,0.338,0
880,462,18,85908.0,1,17,4,0.165,1
881,469,29,108511.0,2,15,1,0.112,1
882,482,43,34466.0,6,19,3,0.081,1
883,489,43,26145.0,1,14,2,0.057,1
884,210,40,40988.0,6,27,2,0.152,1
885,176,30,91483.0,1,6,2,0.424,0
886,124,18,37378.0,1,7,1,0.101,0
887,450,22,14445.0,5,6,1,0.195,0
888,3,31,96739.0,4,44,0,0.109,1
889,564,45,32175.0,2,30,0,0.065,0
890,584,54,58763.0,1,6,0,0.128,0
891,101,27,25481.0,2,9,0,0.064,0
892,134,43,46286.0,1,14,0,0.077,0
893,448,41,40569.0,1,15,1,0.29,1
894,422,33,24215.0,1,15,0,0.377,0
895,446,18,86446.0,3,9,4,0.116,1
896,466,28,79810.0,2,10,1,0.122,0
897,180,38,25998.0,2,6,2,0.106,1
898,13,35,30193.0,3,28,3,0.095,1
899,661,58,12000.0,1,10,0,0.128,1
900,191,37,22765.0,1,15,0,0.088,1
901,230,32,52151.0,4,14,1,0.202,0
902,630,27,18281.0,5,3,0,0.154,0
903,66,45,22325.0,1,16,1,0.328,1
904,693,32,55070.0,1,10,1,0.12,0
905,291,19,32662.0,5,22,4,0.208,1
906,335,27,32375.0,1,29,0,0.252,1
907,95,41,12000.0,3,3,0,0.065,0
908,450,58,15343.0,2,8,2,0.071,1
909,588,62,92821.0,3,5,1,0.21,0
910,89,38,47995.0,1,11,0,0.229,0
911,151,18,45113.0,1,21,1,0.139,0
912,380,35,22260.0,1,11,1,0.087,0
913,613,36,56270.0,1,12,1,0.223,0
914,89,28,168844.0,2,2,3,0.113,0
915,627,29,12366.0,1,2,1,0.328,0
916,522,44,24747.0,3,16,4,0.085,0
917,517,69,18190.0,3,12,0,0.233,1
918,663,40,29346.0,6,24,1,0.139,1
919,377,24,44000.0,2,12,0,0.303,0
920,667,46,22875.0,5,17,0,0.141,0
921,410,54,23644.0,1,10,1,0.178,0
922,421,22,182508.0,1,4,0,0.213,1
923,180,21,12000.0,3,11,0,0.104,0
924,312,47,40757.0,1,23,2,0.121,1
925,411,18,31147.0,1,13,0,0.148,1
926,599,54,24589.0,2,15,2,0.163,1
927,245,38,53326.0,1,42,0,0.127,1
928,332,30,152459.0,1,17,3,0.121,0
929,419,49,20883.0,1,1,1,0.245,0
930,700,26,42853.0,2,33,0,0.256,0
931,401,18,23637.0,3,2,3,0.12,0
932,493,24,44545.0,2,59,1,0.089,1
933,301,18,16370.0,1,11,1,0.122,1
934,442,18,43201.0,1,22,2,0.132,0
935,15,36,31075.0,3,3,1,0.216,1
936,693,53,27078.0,2,11,1,0.186,0
937,449,18,19360.0,4,18,0,0.206,1
938,72,53,36254.0,2,40,4,0.164,1
939,509,34,60645.0,5,9,4,0.133,1
940,534,46,35597.0,4,6,1,0.119,0
941,515,40,165386.0,1,9,0,0.075,1
942,153,35,91177.0,5,10,2,0.14,0
943,500,56,98713.0,1,22,1,0.112,1
944,572,18,40424.0,1,18,0,0.116,0
945,629,44,58728.0,1,16,0,0.051,0
946,296,32,26310.0,1,30,0,0.103,1
947,283,39,97120.0,1,1,2,0.153,0
948,168,35,84001.0,1,15,2,0.229,1
949,344,41,35310.0,1,3,1,0.263,1
950,45,18,27737.0,1,11,0,0.177,1
951,584,61,16780.0,2,10,1,0.118,1
952,497,40,22985.0,1,4,1,0.136,1
953,409,26,35369.0,3,12,1,0.094,1
954,468,54,18754.0,1,9,0,0.153,1
955,231,43,18977.0,2,1,0,0.329,0
956,567,64,193315.0,1,17,4,0.147,1
957,648,26,15495.0,2,18,1,0.217,1
958,297,45,22177.0,1,7,3,0.103,0
959,152,46,32539.0,4,25,3,0.128,0
960,284,30,174737.0,2,12,3,0.128,1
961,381,53,26019.0,1,8,0,0.081,0
962,109,30,25150.0,3,41,0,0.081,0
963,559,53,35355.0,1,19,1,0.14,0
964,248,47,31255.0,3,12,4,0.103,1
965,612,41,16378.0,1,2,0,0.28,0
966,208,37,48745.0,3,48,2,0.256,0
967,181,22,40732.0,1,29,1,0.077,1
968,707,18,65523.0,3,32,1,0.141,1
969,585,47,21572.0,5,33,2,0.155,0
970,234,25,130200.0,1,5,3,0.188,0
971,65,53,44321.0,2,5,1,0.036,0
972,517,33,73213.0,1,14,1,0.199,1
973,594,37,110485.0,2,22,0,0.343,0
974,457,18,40408.0,2,8,0,0.121,1
975,83,79,160209.0,1,20,1,0.304,1
976,218,43,120734.0,1,42,0,0.301,0
977,259,27,157472.0,1,7,4,0.099,1
978,555,18,45990.0,2,11,2,0.349,1
979,210,18,38071.0,1,3,1,0.244,1
980,457,26,12234.0,3,13,2,0.201,0
981,266,56,212869.0,1,17,2,0.295,1
982,645,23,24642.0,1,9,1,0.127,0
983,97,48,45624.0,2,9,4,0.109,1
984,60,30,76658.0,2,6,1,0.147,1
985,283,18,14257.0,5,16,0,0.272,0
986,139,34,12000.0,4,15,1,0.087,1
987,188,49,324589.0,1,11,3,0.168,1
988,663,41,17673.0,2,15,0,0.211,0
989,282,18,15525.0,1,5,3,0.102,0
990,544,39,28735.0,3,16,0,0.182,1
991,54,45,110695.0,4,5,3,0.104,0
992,528,65,49745.0,1,6,0,0.425,0
993,101,18,35291.0,3,11,1,0.181,0
994,407,32,56782.0,1,16,0,0.128,1
995,589,27,36581.0,5,10,1,0.207,0
996,97,30,25681.0,4,5,4,0.136,1
997,545,44,12000.0,2,17,1,0.28,0
998,570,48,24624.0,1,2,3,0.105,1
999,292,29,243653.0,5,8,3,0.204,0
1000,174,47,36473.0,3,16,0,0.221,1
1001,382,20,134859.0,2,14,1,0.219,1
1002,708,36,35448.0,2,9,2,0.144,1
1003,184,34,22525.0,1,7,0,0.282,1
1004,660,24,70809.0,3,7,2,0.145,0
1005,18,75,38080.0,3,9,0,0.102,1
1006,115,18,101747.0,1,5,2,0.255,1
1007,214,18,12469.0,2,16,0,0.25,0
1008,208,18,170712.0,4,34,0,0.341,0
1009,553,30,34341.0,2,7,0,0.067,1
1010,99,18,53867.0,2,13,3,0.121,1
1011,464,37,50567.0,3,5,1,0.167,1
1012,411,47,70874.0,4,14,0,0.179,1
1013,571,41,80178.0,6,20,3,0.244,1
1014,353,32,57491.0,2,17,0,0.089,1
1015,526,32,19678.0,1,13,0,0.172,1
1016,181,27,60517.0,5,5,1,0.104,0
1017,118,50,65361.0,1,3,2,0.048,1
1018,460,34,121514.0,5,14,1,0.061,1
1019,671,18,25749.0,2,14,2,0.14,1
1020,131,18,116569.0,1,9,0,0.143,1
1021,628,36,30691.0,1,11,1,0.139,1
1022,189,32,81514.0,6,2,4,0.086,1
1023,199,18,60305.0,5,12,1,0.106,0
1024,601,29,150782.0,2,22,2,0.327,0
1025,685,38,41123.0,1,20,0,0.176,1
1026,663,50,164562.0,5,24,0,0.214,1
1027,485,36,31327.0,1,21,3,0.232,1
1028,663,59,23357.0,5,12,1,0.146,0
1029,324,29,22862.0,1,14,2,0.158,0
1030,14,39,57572.0,1,14,3,0.068,1
1031,282,34,84212.0,3,6,4,0.095,1
1032,372,21,52709.0,1,24,1,0.177,0
1033,634,34,56573.0,4,21,2,0.148,1
1034,344,31,12000.0,3,11,1,0.124,1
1035,385,66,38185.0,2,23,2,0.105,0
1036,532,25,22670.0,1,15,0,0.151,0
1037,126,60,124724.0,3,7,1,0.309,1
1038,167,40,29217.0,1,4,4,0.151,1
1039,359,22,15816.0,4,6,1,0.15,0
1040,418,41,42779.0,1,12,1,0.2,0
1041,341,50,23513.0,1,7,0,0.189,0
1042,143,53,20957.0,4,16,0,0.174,0
1043,312,39,431867.0,5,9,0,0.159,0
1044,67,18,110138.0,1,5,2,0.254,0
1045,463,18,33516.0,1,19,3,0.104,1
1046,296,23,42286.0,5,26,0,0.145,0
1047,597,18,14175.0,1,10,0,0.081,0
1048,469,18,73658.0,1,0,3,0.209,1
1049,243,35,187305.0,5,19,4,0.189,1
1050,429,34,23979.0,4,16,1,0.108,0
1051,539,18,72221.0,1,30,2,0.072,1
1052,704,18,21419.0,1,2,2,0.115,1
1053,268,21,38910.0,2,6,1,0.164,0
1054,518,55,111351.0,2,11,2,0.138,1
1055,129,18,44010.0,1,7,0,0.082,0
1056,244,18,107474.0,4,9,2,0.201,1
1057,617,31,30636.0,2,28,1,0.168,1
1058,322,34,48417.0,1,2,0,0.115,0
1059,643,43,60814.0,1,27,3,0.06,1
1060,671,41,54575.0,1,20,1,0.1,0
1061,527,18,127632.0,5,5,4,0.112,1
1062,641,64,67881.0,1,1,0,0.24,1
1063,186,20,222971.0,2,25,1,0.16,1
1064,51,18,44785.0,1,6,0,0.133,0
1065,166,46,26025.0,1,7,3,0.127,1
1066,200,41,38709.0,3,4,3,0.049,0
1067,472,45,46011.0,1,18,3,0.135,1
1068,487,43,103802.0,2,5,4,0.155,1
1069,225,27,14005.0,1,25,0,0.123,0
1070,432,32,21513.0,1,11,0,0.151,1
1071,340,31,95129.0,1,17,0,0.135,0
1072,175,33,41682.0,2,13,0,0.307,0
1073,80,27,114057.0,4,7,2,0.157,1
1074,482,32,123697.0,4,2,2,0.135,0
1075,57,22,59859.0,1,4,0,0.132,1
1076,494,32,29158.0,1,22,3,0.052,1
1077,57,27,29505.0,2,2,0,0.067,1
1078,73,65,14401.0,1,36,4,0.272,1
1079,61,63,68147.0,1,6,2,0.075,0
1080,123,40,58202.0,5,9,4,0.129,1
1081,527,39,67974.0,3,2,1,0.106,0
1082,696,36,40529.0,1,19,1,0.075,1
1083,555,51,61429.0,1,40,1,0.157,1
1084,9,61,22891.0,1,16,2,0.243,1
1085,148,26,24664.0,1,19,0,0.253,1
1086,54,29,76630.0,5,6,1,0.214,1
1087,394,52,56679.0,1,22,0,0.292,0
1088,528,23,48500.0,1,10,0,0.169,1
1089,361,35,162056.0,1,24,1,0.159,1
1090,501,18,13050.0,1,17,0,0.223,1
1091,213,18,46018.0,1,10,1,0.105,0
1092,452,30,68554.0,5,3,1,0.17,0
1093,84,41,25912.0,3,12,0,0.113,0
1094,477,51,13262.0,1,16,3,0.238,1
1095,48,41,60494.0,1,19,1,0.104,0
1096,193,22,209436.0,1,16,2,0.19,1
1097,539,18,28316.0,6,16,1,0.056,0
1098,658,43,119944.0,1,12,1,0.119,0
1099,592,47,89947.0,1,38,4,0.137,1
1100,107,43,145839.0,2,18,3,0.148,1
1101,267,33,63209.0,1,8,4,0.224,1
1102,490,41,58667.0,5,17,1,0.161,0
1103,5,32,163833.0,5,7,4,0.152,1
1104,206,25,12000.0,1,3,0,0.113,0
1105,340,24,42301.0,1,9,0,0.106,0
1106,50,23,13070.0,2,37,0,0.424,0
1107,607,32,33982.0,2,21,1,0.153,1
1108,73,32,28863.0,3,2,0,0.13,0
1109,652,42,14416.0,1,7,2,0.046,0
1110,503,18,297184.0,4,18,1,0.247,0
1111,255,27,74609.0,1,5,3,0.138,1
1112,408,38,26217.0,1,3,1,0.187,1
1113,22,41,171229.0,2,35,0,0.162,0
1114,475,18,90430.0,5,1,1,0.136,1
1115,12,46,32447.0,1,13,1,0.082,1
1116,22,36,87926.0,5,8,3,0.082,0
1117,323,61,55240.0,1,6,1,0.122,0
1118,239,43,153951.0,2,10,1,0.099,1
1119,445,70,38083.0,3,3,2,0.238,0
1120,501,18,50740.0,6,7,3,0.14,0
1121,208,21,24911.0,3,6,0,0.182,0
1122,337,52,58866.0,1,18,3,0.071,1
1123,713,34,40807.0,1,7,2,0.08,1
1124,552,43,43996.0,1,17,0,0.201,0
1125,596,41,45552.0,2,2,0,0.221,1
1126,361,18,22074.0,5,27,1,0.21,1
1127,685,18,17511.0,1,4,0,0.145,1
1128,586,51,85742.0,1,7,4,0.077,0
1129,61,59,23517.0,2,12,0,0.159,0
1130,196,31,41376.0,1,6,0,0.066,0
1131,699,18,68722.0,1,12,2,0.258,1
1132,580,24,27476.0,2,15,0,0.184,0
1133,421,47,44396.0,1,17,0,0.142,0
1134,702,65,64784.0,1,12,4,0.11,1
1135,566,23,47508.0,1,7,1,0.078,0
1136,73,54,75801.0,1,4,1,0.27,0
1137,318,51,17955.0,2,2,0,0.075,0
1138,141,40,15886.0,5,6,3,0.059,0
1139,194,50,19762.0,1,7,0,0.12,0
1140,534,69,38554.0,3,6,0,0.223,1
1141,619,72,38496.0,2,15,3,0.097,0
1142,583,55,120533.0,3,46,1,0.203,0
1143,595,44,219505.0,3,10,0,0.216,1
1144,282,34,33825.0,2,18,1,0.072,1
1145,568,29,38303.0,1,7,1,0.142,0
1146,124,27,60581.0,2,19,2,0.133,0
1147,483,54,20384.0,1,17,1,0.243,0
1148,507,31,28386.0,1,20,1,0.104,0
1149,283,31,139318.0,1,10,0,0.175,0
1150,183,18,40606.0,1,8,1,0.103,1
1151,160,18,25708.0,6,31,1,0.134,1
1152,345,24,56091.0,2,9,2,0.16,1
1153,265,26,66746.0,2,25,0,0.093,0
1154,58,38,81961.0,5,4,2,0.255,0
1155,126,32,28659.0,3,9,1,0.267,0
1156,134,36,31300.0,1,4,2,0.151,1
1157,242,29,62738.0,3,5,2,0.23,1
1158,398,33,17588.0,2,6,1,0.077,0
1159,586,25,46029.0,1,6,2,0.073,0
1160,355,48,41279.0,2,13,3,0.044,1
1161,416,64,96078.0,1,8,1,0.116,0
1162,372,18,47364.0,2,7,2,0.077,0
1163,47,18,47248.0,3,49,0,0.11,0
1164,684,27,80198.0,1,21,0,0.165,1
1165,122,59,238807.0,3,14,3,0.168,1
1166,281,20,50406.0,4,32,0,0.142,1
1167,295,52,74932.0,4,11,0,0.345,0
1168,651,30,23705.0,2,27,2,0.272,0
1169,42,18,68527.0,5,13,1,0.222,1
1170,504,71,29492.0,1,29,0,0.042,1
1171,220,49,18614.0,2,9,1,0.108,0
1172,456,32,70029.0,1,6,3,0.188,1
1173,115,26,24209.0,1,11,0,0.189,1
1174,238,46,119102.0,1,25,1,0.342,0
1175,531,35,56293.0,3,18,0,0.183,1
1176,91,44,17925.0,4,8,1,0.322,0
1177,510,28,46619.0,1,2,0,0.074,1
1178,470,63,23550.0,1,29,1,0.168,0
1179,316,18,39376.0,2,34,0,0.126,0
1180,570,31,51668.0,2,6,2,0.058,1
1181,8,28,253834.0,5,15,3,0.147,1
1182,134,47,86604.0,1,2,4,0.036,0
1183,250,18,34924.0,3,8,0,0.293,0
1184,629,51,19325.0,3,32,0,0.22,0
1185,563,38,36633.0,1,18,0,0.205,1
1186,621,25,47872.0,1,2,3,0.181,0
1187,511,31,45694.0,5,22,2,0.181,1
1188,678,18,18451.0,1,25,1,0.144,1
1189,455,51,14273.0,1,15,0,0.248,0
1190,68,18,23902.0,2,9,3,0.174,1
1191,415,18,123398.0,2,30,0,0.358,0
1192,359,25,79099.0,2,3,0,0.044,0
1193,697,37,67600.0,2,15,1,0.081,1
1194,420,50,63063.0,3,23,3,0.146,1
1195,147,58,90066.0,1,5,1,0.222,0
1196,12,18,87714.0,4,5,1,0.102,0
1197,516,34,41917.0,6,7,1,0.104,0
1198,694,44,133150.0,5,26,2,0.151,0
1199,473,36,49680.0,4,14,4,0.123,1
1200,29,21,12000.0,2,23,0,0.276,0
1201,249,22,26429.0,1,9,0,0.246,0
