id,ticket_id,passenger_id,bag_count,bag_weight,is_priority,oversize_flag,fragile_flag
727,977,846,4,29.12,0,1,0
728,210,110,1,16.24,1,0,0
729,1371,1700,3,13.29,0,0,0
730,1727,59,3,17.66,0,0,0
731,1247,1514,1,13.41,0,0,0
732,577,1205,5,21.78,0,0,0
733,259,378,3,21.76,0,0,0
734,336,1608,4,26.28,0,0,0
735,5,1629,1,12.75,0,0,0
736,2265,1641,3,18.72,0,0,0
737,2241,691,1,11.44,1,0,1
738,1872,448,1,14.61,0,0,0
739,1410,821,1,19.41,0,0,0
740,1125,1534,3,15.94,0,0,1
741,2149,860,1,15.76,0,0,1
742,2746,825,1,14.34,0,0,0
743,1756,474,1,22.79,0,0,0
744,1677,136,1,17.07,1,0,0
745,2932,207,4,29.14,0,1,0
746,107,412,2,21.31,0,0,1
747,1681,1781,3,17.52,1,0,0
748,2258,1683,1,17.17,0,0,0
749,1901,1361,1,18.25,1,0,0
750,1150,1480,2,13.38,1,0,1
751,747,1632,1,18.63,0,0,0
752,1365,84,2,17.72,0,0,0
753,383,1696,3,14.46,0,0,0
754,177,18,1,13.21,1,0,1
755,1270,786,1,12.88,0,0,0
756,788,421,4,18.14,0,0,0
757,1733,277,1,18.57,0,0,0
758,1178,1731,2,13.78,0,0,0
759,1931,852,2,28.52,0,1,0
760,789,27,2,17.24,0,0,0
761,2682,1722,5,26.98,0,0,0
762,781,1397,2,13.77,0,0,0
763,1101,1616,2,17.49,0,0,0
764,1683,852,2,20.94,0,0,0
765,1111,72,2,22.66,0,0,0
766,2106,788,1,12.02,0,0,0
767,2593,519,2,26.12,1,0,1
768,2812,95,3,21.8,0,0,1
769,233,1478,1,16.58,0,0,0
770,2928,1261,3,20.3,1,0,1
771,1558,1388,1,13.91,0,0,0
772,1607,1274,1,27.32,0,0,1
773,1747,1038,1,22.48,0,0,0
774,1845,717,4,21.89,1,0,0
775,196,693,4,18.17,0,0,0
776,1733,277,1,17.64,0,0,0
777,2011,450,5,22.05,0,0,0
778,996,720,1,13.85,1,0,0
779,2445,1136,3,19.8,0,0,0
780,1368,1476,3,18.8,0,0,0
781,883,432,4,22.28,0,0,1
782,1960,1602,4,23.31,0,0,0
783,229,1439,2,13.35,0,0,0
784,849,1547,2,25.58,0,0,0
785,400,1672,2,17.34,1,0,0
786,2616,1208,3,22.5,0,0,1
787,2526,1347,4,25.95,0,0,0
788,2826,1668,4,23.55,1,0,0
789,2136,667,3,24.17,1,0,0
790,2844,954,3,17.86,0,0,0
791,1447,327,3,24.91,0,0,0
792,1563,1361,1,19.01,0,0,1
793,602,1362,1,21.12,0,0,0
794,1667,1153,3,22.56,1,0,0
795,1644,1628,3,16.53,0,0,0
796,994,306,2,15.75,0,0,0
797,2178,1549,4,20.48,0,0,0
798,1761,1499,2,17.47,0,0,0
799,1425,1569,2,19.49,0,0,1
800,772,445,2,15.37,0,0,1
801,503,900,2,19.18,0,0,0
802,313,1491,4,20.48,0,0,0
803,892,1605,1,13.87,0,0,1
804,2421,604,4,27.83,0,0,1
805,351,1290,3,14.95,0,0,0
806,1257,805,2,19.9,0,0,0
807,582,689,2,17.79,1,0,0
808,133,1473,2,19.97,0,0,0
809,1926,497,1,9.61,0,0,0
810,2025,947,2,15.59,0,0,0
811,2228,363,1,13.93,0,0,1
812,97,591,1,15.51,0,0,0
813,1947,214,5,26.39,0,0,0
814,2176,1082,3,19.83,0,0,0
815,1469,742,2,20.83,0,0,0
816,1867,337,2,14.18,0,0,0
817,2342,945,2,20.38,0,0,0
818,493,1453,3,19.72,1,0,1
819,764,32,4,19.29,0,0,0
820,2085,988,5,24.99,1,0,1
821,2932,207,1,17.47,0,0,0
822,2349,1779,1,19.44,0,0,1
823,1218,995,3,22.9,1,0,0
824,2669,1565,2,12.27,0,0,0
825,1695,750,3,12.84,0,0,0
826,2362,161,1,16.05,0,0,0
827,1757,681,2,17.21,0,0,1
828,2826,1668,2,12.77,0,0,0
829,1495,623,3,19.56,0,0,0
830,875,506,1,16.96,0,0,0
831,2786,893,3,21.72,1,0,0
832,277,1262,2,19.46,1,0,0
833,1853,1707,3,21.28,0,0,0
834,2026,1212,1,14.45,0,0,0
835,2094,674,2,24.02,0,0,0
836,679,713,2,21.72,0,0,0
837,2901,1553,2,18.37,0,0,0
838,784,433,2,17.5,0,0,0
839,1867,337,1,15.81,0,0,0
840,1113,1101,3,20.03,0,0,0
841,2375,1190,2,10.62,0,0,0
842,2143,1787,4,28.16,1,1,0
843,1925,481,4,21.91,1,0,0
844,1643,1215,1,14.06,0,0,0
845,2395,778,2,12.99,0,0,0
846,2276,857,1,11.63,0,0,0
847,1947,214,3,18.34,0,0,0
848,2720,410,2,20.87,0,0,0
849,578,793,3,24.87,0,0,0
850,2989,1348,3,16.36,0,0,0
851,1935,380,1,22.6,1,0,1
852,2952,488,1,14.08,1,0,0
853,1763,979,1,19.9,0,0,0
854,267,455,2,13.91,0,0,0
855,786,1774,2,15.38,1,0,0
856,368,232,2,13.73,0,0,0
857,2661,547,4,25.78,0,0,0
858,542,230,2,20.92,0,0,0
859,854,1565,4,22.57,1,0,0
860,2881,290,3,28.5,1,1,0
861,2586,1588,1,13.32,1,0,0
862,2026,1212,2,19.25,0,0,0
863,2278,1590,2,18.52,0,0,0
864,1727,59,2,17.05,1,0,0
865,233,1478,1,12.5,0,0,0
866,2723,252,4,17.95,0,0,1
867,557,1639,2,16.57,1,0,0
868,988,1241,1,18.49,0,0,0
869,798,212,1,17.09,0,0,0
870,2627,1719,4,29.06,0,1,0
871,439,1628,2,12.19,0,0,0
872,652,58,3,21.41,0,0,0
873,1448,1035,1,11.97,0,0,0
874,2891,84,2,20.02,0,0,0
875,708,1529,2,22.53,0,0,0
876,2165,1205,4,27.38,1,0,1
877,1614,286,3,16.7,0,0,0
878,664,1611,2,15.57,0,0,1
879,1776,18,1,9.82,0,0,0
880,13,653,3,24.94,1,0,0
881,1914,1414,1,16.8,0,0,0
882,2735,712,3,15.73,0,0,0
883,852,1323,2,16.79,0,0,0
884,910,392,1,22.22,0,0,0
885,2772,1078,1,12.97,0,0,0
886,868,1630,5,23.68,0,0,0
887,1660,1396,1,17.4,1,0,0
888,2197,1131,2,13.99,0,0,0
889,810,1346,1,20.5,0,0,0
890,732,1533,4,22.07,1,0,0
891,187,1201,4,22.71,0,0,0
892,2648,347,2,13.13,0,0,0
893,355,1090,3,16.73,0,0,0
894,2229,1655,1,14.76,1,0,0
895,1511,808,1,20.6,0,0,0
896,1765,543,4,23.38,0,0,1
897,2572,1462,2,16.74,0,0,1
898,672,667,3,19.13,0,0,0
899,2925,20,1,13.76,0,0,0
900,2,1693,3,16.07,0,0,1
901,700,874,4,26.27,0,0,1
902,1532,1479,4,15.62,0,0,0
903,2635,1738,1,13.49,0,0,0
904,1263,1252,4,23.0,0,0,1
905,142,64,1,14.0,0,0,1
906,89,333,2,21.23,0,0,0
907,730,674,4,18.73,0,0,0
908,2741,855,2,24.49,0,0,0
909,1931,852,2,18.82,0,0,1
910,296,1115,1,13.04,0,0,1
911,1157,1741,1,9.58,0,0,0
912,682,697,2,19.77,0,0,0
913,1023,48,3,19.65,0,0,0
914,2418,943,1,20.12,0,0,0
915,1119,842,1,20.27,0,0,0
916,2088,17,1,15.29,0,0,0
917,1181,1384,4,17.72,0,0,0
918,1676,1068,2,16.06,0,0,1
919,2153,458,1,18.79,0,0,1
920,2531,622,5,24.79,0,0,1
921,441,1409,3,16.26,0,0,1
922,263,1716,1,11.87,0,0,0
923,2868,804,1,15.71,0,0,0
924,2103,1122,1,17.54,0,0,1
925,1552,295,2,17.74,0,0,0
926,2884,791,3,14.08,0,0,0
927,2061,463,2,14.64,0,0,0
928,502,153,3,23.83,0,0,1
929,793,81,1,13.45,0,0,1
930,2819,463,1,9.59,0,0,0
931,2532,1775,2,15.95,1,0,1
932,236,779,2,12.91,0,0,0
933,190,1668,2,14.63,0,0,0
934,1332,135,4,20.19,0,0,0
935,1298,617,3,23.24,1,0,0
936,2004,1208,5,19.52,0,0,0
937,1713,1020,4,19.21,0,0,0
938,2003,1402,3,22.47,0,0,0
939,132,140,1,18.81,0,0,0
940,1777,439,1,13.38,0,0,0
941,2109,192,2,13.45,0,0,0
942,2906,217,1,10.27,0,0,0
943,182,1065,3,26.36,0,0,0
944,1971,538,2,20.24,0,0,0
945,1773,1744,3,20.91,0,0,0
946,2651,867,1,14.22,0,0,0
947,1010,1592,3,19.6,0,0,0
948,341,129,2,14.91,0,0,0
949,1896,1705,1,25.48,0,0,0
950,410,1434,4,23.79,0,0,1
951,2634,852,1,15.21,0,0,1
952,893,1169,3,14.88,1,0,1
953,2080,1095,2,16.87,0,0,1
954,1458,35,2,17.52,0,0,0
955,2944,1046,2,18.62,0,0,0
956,290,1111,3,20.61,0,0,0
957,2915,1564,1,16.02,0,0,0
958,757,712,1,13.69,0,0,0
959,1806,954,2,17.85,0,0,1
960,75,1226,2,16.3,0,0,0
961,2636,362,2,17.0,0,0,0
962,1317,1092,3,16.23,0,0,1
963,2955,973,2,19.07,0,0,0
964,2190,778,2,13.01,0,0,0
965,2488,1491,5,30.43,0,1,0
966,29,1750,2,17.84,0,0,0
967,2376,1444,1,10.77,0,0,0
968,2701,1238,3,15.8,0,0,1
969,2721,1064,4,22.93,0,0,0
970,837,1389,1,15.65,0,0,1
971,1513,300,2,16.83,1,0,0
972,1258,1654,3,18.89,0,0,0
973,161,1328,4,13.8,0,0,0
974,1137,503,4,29.02,0,1,0
975,2388,738,1,18.99,0,0,0
976,882,1790,3,19.47,0,0,0
977,355,1090,1,13.79,0,0,0
978,2332,897,5,23.82,0,0,0
979,2395,778,5,22.21,0,0,0
980,1233,78,1,11.24,0,0,1
981,2827,749,3,26.58,1,0,0
982,1782,1335,1,15.6,0,0,0
983,2015,1274,1,15.42,0,0,0
984,1010,1592,3,23.2,0,0,0
985,976,1243,1,15.91,0,0,1
986,2032,461,3,14.68,0,0,1
987,2549,1717,3,22.39,0,0,0
988,683,816,3,21.45,0,0,0
989,1349,1048,2,14.6,0,0,0
990,873,745,1,8.92,0,0,1
991,2764,459,4,20.35,1,0,0
992,2519,1608,1,11.09,0,0,0
993,1557,403,1,10.3,0,0,0
994,2672,1488,3,18.21,0,0,0
995,98,1421,3,19.53,0,0,0
996,1954,229,3,16.27,1,0,0
997,1921,1545,4,21.56,0,0,0
998,415,1381,1,4.86,0,0,0
999,775,877,1,11.32,0,0,0
1000,477,1205,4,25.5,0,0,0
1001,2441,1708,1,7.7,0,0,0
1002,1777,439,1,8.0,0,0,0
1003,1805,337,2,20.26,0,0,0
1004,1126,570,2,14.92,0,0,0
1005,2899,591,3,19.71,1,0,1
1006,2189,409,2,22.23,0,0,0
1007,2260,968,2,19.26,1,0,0
1008,9,1424,4,23.83,0,0,0
1009,1646,1559,2,16.98,0,0,0
1010,2850,539,2,15.82,0,0,1
1011,2832,1475,2,15.62,1,0,1
1012,2334,672,3,18.07,0,0,0
1013,1203,296,1,12.84,0,0,0
1014,2591,774,1,15.37,0,0,1
1015,2727,1179,1,12.3,0,0,0
1016,1732,1673,2,12.89,0,0,0
1017,359,402,2,16.02,0,0,0
1018,2353,57,1,15.81,0,0,0
1019,1864,1362,1,14.81,0,0,0
1020,995,579,1,16.12,0,0,0
1021,221,484,3,23.38,0,0,1
1022,765,1485,2,12.16,0,0,1
1023,1080,739,1,13.44,0,0,1
1024,456,580,1,23.15,0,0,0
1025,2932,207,1,15.67,0,0,0
1026,436,233,2,25.4,0,0,1
1027,2331,250,1,20.62,0,0,0
1028,1630,123,2,15.11,0,0,0
1029,2927,378,1,20.4,0,0,0
1030,394,192,2,10.92,0,0,0
1031,2411,659,2,15.7,0,0,0
1032,1444,637,1,15.26,0,0,0
1033,2550,1574,2,13.6,1,0,0
1034,2848,997,1,11.97,0,0,1
1035,1147,965,2,19.47,0,0,0
1036,1983,1084,2,19.43,1,0,0
1037,2391,1048,4,27.04,1,0,0
1038,1449,1509,2,17.26,0,0,0
1039,1827,189,1,11.81,0,0,0
1040,645,311,4,25.49,0,0,0
1041,128,415,2,16.1,0,0,1
1042,187,1201,2,12.6,1,0,1
1043,442,538,2,19.02,0,0,0
1044,2593,519,4,25.12,1,0,0
1045,1128,1272,4,19.22,0,0,0
1046,1249,1480,1,13.02,0,0,0
1047,2171,1068,3,17.87,0,0,0
1048,2334,672,2,20.16,0,0,0
1049,2259,959,3,20.21,0,0,0
1050,102,1070,2,20.0,0,0,1
1051,2672,1488,5,24.24,0,0,1
1052,1772,1149,4,18.55,0,0,0
1053,1625,528,2,22.2,0,0,0
1054,2121,1426,3,22.4,0,0,0
1055,2960,801,2,20.01,1,0,0
1056,1578,1707,1,11.05,1,0,0
1057,824,1208,3,25.73,0,0,0
1058,173,800,1,17.34,1,0,0
1059,285,624,3,19.88,0,0,1
1060,2961,1745,1,9.88,0,0,0
1061,2019,580,3,27.36,0,0,0
1062,1300,550,2,16.62,0,0,0
1063,1558,1388,2,14.64,0,0,0
1064,2591,774,2,14.52,0,0,0
1065,695,205,4,26.43,0,0,0
1066,2059,1629,1,17.3,0,0,1
1067,921,1716,1,18.89,0,0,1
1068,1905,26,1,13.08,0,0,0
1069,938,758,1,20.2,0,0,1
1070,500,511,2,20.5,0,0,0
1071,141,94,2,19.47,0,0,0
1072,756,112,2,18.54,1,0,1
1073,2172,1099,2,17.61,0,0,0
1074,613,164,4,19.61,0,0,1
1075,955,632,2,20.74,0,0,0
1076,2726,697,1,17.07,0,0,0
1077,384,951,3,29.67,0,1,1
1078,2278,1590,2,17.12,0,0,0
1079,163,163,3,24.12,0,0,0
1080,1658,65,2,15.45,0,0,0
1081,2251,229,2,17.56,0,0,0
1082,1133,258,2,22.82,1,0,0
1083,2995,558,3,24.5,0,0,0
1084,2695,459,3,20.12,0,0,0
1085,2933,924,4,24.85,0,0,0
1086,2066,850,2,14.61,0,0,0
1087,2496,759,2,14.87,0,0,1
1088,2678,1727,2,15.97,0,0,0
1089,2940,1562,1,17.52,0,0,0
1090,2471,1112,2,18.14,1,0,0
1091,2654,908,2,17.55,1,0,0
1092,59,1790,1,15.62,0,0,0
1093,51,1010,5,25.07,1,0,0
1094,1623,1200,2,15.68,0,0,0
1095,801,1026,2,13.64,0,0,1
1096,1964,8,1,15.92,1,0,0
1097,1904,1610,1,8.14,1,0,0
1098,1154,1597,1,21.28,0,0,1
1099,1409,1042,5,21.16,1,0,0
1100,2299,1486,3,22.51,1,0,0
1101,1198,1635,2,17.29,0,0,0
1102,2641,1634,2,19.55,0,0,0
1103,1822,1691,6,27.92,0,0,1
1104,1325,292,2,17.12,1,0,0
1105,71,242,3,14.16,1,0,1
1106,2390,1591,1,12.27,1,0,0
1107,2993,1723,2,14.42,0,0,1
1108,2541,302,2,17.29,0,0,0
1109,333,1097,3,18.6,0,0,0
1110,1801,1481,2,18.03,0,0,1
1111,1972,377,2,15.16,0,0,0
1112,1739,1197,3,22.4,0,0,0
1113,472,784,2,14.14,0,0,0
1114,2895,1742,2,12.29,1,0,0
1115,2641,1634,2,23.2,0,0,0
1116,1918,1019,3,20.82,0,0,0
1117,154,1360,4,23.98,0,0,0
1118,1553,1357,2,25.4,0,0,0
1119,1285,394,3,10.01,0,0,0
1120,1567,820,5,22.89,0,0,0
1121,2661,547,2,18.52,0,0,0
1122,1365,84,1,15.06,1,0,0
1123,1437,715,3,19.19,0,0,0
1124,911,1090,4,20.22,0,0,0
1125,2964,440,2,16.45,0,0,0
1126,1848,972,1,13.74,0,0,0
1127,2481,783,3,20.64,0,0,0
1128,2695,459,2,17.05,0,0,1
1129,2982,1202,3,21.57,0,0,0
1130,1383,459,3,19.51,0,0,0
1131,784,433,3,22.4,1,0,0
1132,2498,1623,3,24.05,0,0,0
1133,2482,723,1,15.89,0,0,0
1134,2745,603,2,16.53,0,0,0
1135,2300,1450,4,18.44,0,0,1
1136,2309,46,2,25.85,0,0,0
1137,2819,463,1,15.98,0,0,1
1138,585,784,2,14.48,0,0,0
1139,451,1792,2,11.93,0,0,0
1140,259,378,2,18.1,0,0,0
1141,676,432,2,21.93,0,0,0
1142,65,684,2,14.21,0,0,0
1143,1058,454,2,13.99,0,0,0
1144,629,1160,3,17.1,0,0,0
1145,304,712,3,21.23,1,0,0
1146,214,1232,1,17.81,1,0,0
1147,1635,1551,4,20.38,1,0,0
1148,379,1260,3,16.18,0,0,0
1149,841,409,2,19.67,0,0,1
1150,2381,1291,1,18.19,0,0,0
1151,680,1373,2,17.05,0,0,0
1152,1308,1690,1,14.92,0,0,0
1153,1617,1461,3,25.01,0,0,0
1154,2380,735,2,18.63,0,0,0
1155,2789,1464,1,27.16,0,0,1
1156,1891,1474,1,18.43,0,0,0
1157,841,409,2,14.18,0,0,0
1158,2303,992,4,16.49,0,0,1
1159,439,1628,2,23.13,0,0,1
1160,2546,54,3,23.6,0,0,0
1161,1812,1238,2,27.52,0,0,0
1162,1508,817,3,19.62,0,0,1
1163,2874,1009,3,21.16,0,0,0
1164,2312,515,1,12.5,0,0,0
1165,2427,1173,1,25.54,0,0,0
1166,1868,1701,3,12.75,0,0,0
1167,1261,1643,2,18.98,0,0,0
1168,974,817,2,19.27,1,0,0
1169,937,456,2,17.98,0,0,0
1170,2258,1683,2,13.66,1,0,0
1171,1603,1617,2,18.09,0,0,0
1172,2077,1676,3,28.18,1,1,0
1173,2207,1381,4,32.03,0,1,0
1174,2597,1623,2,12.59,1,0,1
1175,1990,1071,1,13.8,0,0,1
1176,590,712,4,26.9,1,0,1
1177,2546,54,3,23.52,1,0,0
1178,2612,1551,1,10.96,0,0,0
1179,2451,1039,2,18.2,0,0,1
1180,857,1354,2,21.75,0,0,0
1181,2570,874,3,20.47,0,0,0
1182,47,144,3,20.67,0,0,0
1183,1815,783,3,16.31,0,0,0
1184,371,471,4,35.16,0,1,1
1185,1653,132,1,15.19,0,0,1
1186,2813,1319,4,28.64,0,1,0
1187,381,688,4,27.03,0,0,0
1188,702,116,2,16.05,0,0,1
1189,1865,563,1,18.27,0,0,0
1190,992,957,3,24.04,0,0,0
1191,2021,700,1,12.42,0,0,1
1192,1327,689,4,27.2,1,0,0
1193,1461,236,3,22.71,0,0,0
1194,2088,17,1,17.07,0,0,0
1195,1722,953,4,18.75,0,0,0
1196,708,1529,3,20.3,0,0,0
1197,2280,550,2,22.55,1,0,0
1198,1564,673,3,17.21,0,0,0
1199,1493,279,1,19.2,0,0,0
1200,566,1277,2,19.91,0,0,0
1201,2640,1427,1,17.33,0,0,0
1202,195,1606,2,16.69,0,0,0
1203,1163,332,1,18.48,0,0,1
1204,2345,278,2,17.46,0,0,0
1205,603,1135,1,8.98,1,0,1
1206,128,415,1,14.25,0,0,0
1207,1307,1692,4,22.26,0,0,0
1208,1218,995,4,23.31,1,0,1
1209,2067,1280,2,19.13,0,0,0
1210,32,967,3,21.3,0,0,0
1211,401,1507,1,11.49,0,0,0
1212,1362,720,4,20.68,0,0,0
1213,260,1690,1,11.27,0,0,0
1214,787,211,1,15.76,0,0,0
1215,1566,21,2,26.22,0,0,1
1216,138,800,2,15.47,0,0,0
1217,2225,988,1,12.15,0,0,0
1218,1134,1506,3,18.07,0,0,0
1219,490,200,1,17.19,0,0,0
1220,556,793,4,21.66,0,0,0
1221,1130,843,1,16.21,0,0,0
1222,1357,1427,2,22.2,1,0,0
1223,1109,1626,2,15.8,0,0,1
1224,2927,378,2,20.8,1,0,0
1225,936,1571,1,13.44,1,0,0
1226,741,1390,1,10.45,0,0,0
1227,1062,665,2,24.3,0,0,1
1228,273,1229,2,23.45,0,0,1
1229,2337,311,2,19.06,1,0,0
1230,1698,337,2,18.99,0,0,1
1231,251,90,3,21.8,0,0,0
1232,2520,117,3,34.01,1,1,1
1233,2318,765,1,12.94,0,0,0
1234,1468,1074,4,23.39,1,0,1
1235,291,1530,2,16.69,0,0,1
1236,1017,1140,1,18.6,0,0,0
1237,2354,1139,2,19.66,1,0,0
1238,2098,1449,2,20.12,1,0,0
1239,2047,234,1,17.84,0,0,1
1240,345,1344,2,15.71,0,0,0
1241,2919,1046,2,16.1,0,0,0
1242,2331,250,1,13.71,0,0,0
1243,2698,923,1,16.29,0,0,0
1244,40,562,3,21.87,0,0,0
1245,1312,1621,1,19.11,0,0,0
1246,2087,1265,2,14.56,0,0,0
1247,975,888,2,19.74,0,0,0
1248,1624,873,2,17.3,0,0,0
1249,803,1277,3,20.64,0,0,0
1250,1200,1149,1,14.35,0,0,0
1251,252,39,2,22.1,1,0,0
1252,2286,273,4,24.92,0,0,0
1253,1106,1068,4,28.74,0,1,1
1254,852,1323,2,17.57,1,0,0
1255,507,1626,1,11.84,0,0,1
1256,358,794,1,11.31,0,0,0
1257,2150,327,5,23.74,0,0,0
1258,1489,1403,1,20.93,0,0,0
1259,1481,1734,4,23.99,0,0,0
1260,1784,1309,1,12.13,0,0,0
1261,2523,1688,2,12.86,0,0,0
1262,487,1560,1,19.28,1,0,1
1263,81,1274,3,21.6,0,0,0
1264,630,828,4,20.82,1,0,1
1265,308,35,1,12.46,0,0,0
1266,2811,716,2,17.64,1,0,0
1267,1584,692,1,13.7,1,0,0
1268,2164,824,1,20.96,0,0,0
1269,321,1541,2,16.11,0,0,0
1270,1903,1737,4,21.62,0,0,0
1271,784,433,2,18.2,0,0,1
1272,2484,996,2,21.3,1,0,0
1273,1252,352,5,31.78,0,1,0
1274,2737,1414,2,18.92,0,0,0
1275,751,1262,2,16.95,0,0,0
1276,2760,1395,1,14.93,1,0,0
1277,1842,1148,1,13.32,0,0,0
1278,2859,1084,1,15.66,0,0,0
1279,1363,417,4,32.4,0,1,0
1280,121,864,4,26.12,0,0,0
1281,1265,444,1,18.25,1,0,0
1282,2276,857,2,17.79,0,0,0
1283,1035,701,2,16.41,0,0,1
1284,1566,21,2,16.15,0,0,1
1285,239,875,2,20.92,0,0,0
1286,1702,1108,2,10.85,0,0,0
1287,772,445,2,18.32,0,0,0
1288,2682,1722,3,16.28,0,0,0
1289,2576,1511,4,22.18,0,0,1
1290,237,1783,2,21.05,0,0,0
1291,2064,1535,2,20.46,0,0,1
1292,2679,890,1,17.42,0,0,0
1293,652,58,3,21.93,1,0,1
1294,2110,306,2,23.68,0,0,0
1295,169,881,2,14.96,0,0,0
1296,698,818,5,27.24,0,0,1
1297,2950,1430,3,17.8,0,0,0
1298,961,1014,5,21.89,1,0,1
1299,572,1691,2,16.67,0,0,0
1300,2980,489,2,17.84,1,0,0
1301,1395,1673,2,19.76,0,0,0
1302,627,1372,2,23.4,0,0,0
1303,2756,895,2,16.33,0,0,1
1304,197,839,1,18.31,0,0,0
1305,781,1397,3,22.55,0,0,1
1306,990,693,4,26.36,0,0,0
1307,436,233,1,17.2,0,0,1
1308,2162,505,2,17.88,1,0,1
1309,1177,950,4,20.08,1,0,1
1310,432,386,2,18.05,0,0,1
1311,1435,15,1,13.12,0,0,0
1312,2442,43,5,27.96,0,0,1
1313,2026,1212,3,16.03,0,0,0
1314,98,1421,5,25.59,0,0,0
1315,933,377,1,16.25,0,0,0
1316,2621,1293,3,20.24,0,0,0
1317,598,417,5,24.08,1,0,0
1318,1100,1053,1,20.4,0,0,1
1319,1834,681,4,23.26,0,0,0
1320,2679,890,1,11.9,0,0,0
1321,2941,735,4,22.34,1,0,0
1322,2194,153,1,15.6,0,0,1
1323,2971,318,1,10.67,1,0,0
1324,513,621,2,17.47,0,0,1
1325,1994,44,2,16.74,0,0,1
1326,1624,873,2,19.96,0,0,0
1327,566,1277,2,33.25,0,1,0
1328,1144,508,3,23.97,0,0,0
1329,456,580,1,17.89,0,0,0
1330,1891,1474,1,10.62,0,0,0
1331,2436,1477,1,13.27,0,0,0
1332,2441,1708,2,17.27,0,0,0
1333,2859,1084,3,19.45,0,0,0
1334,1788,1164,2,14.93,0,0,1
1335,979,1421,1,17.76,1,0,0
1336,2679,890,1,16.37,0,0,0
1337,2244,45,2,20.2,0,0,1
1338,2422,1379,1,17.78,0,0,0
1339,262,1607,2,25.5,1,0,1
1340,1495,623,3,22.84,0,0,1
1341,2015,1274,1,17.42,0,0,0
1342,2950,1430,2,16.34,0,0,1
1343,984,543,3,19.45,0,0,0
1344,192,384,3,20.4,1,0,1
1345,1965,43,3,17.35,0,0,0
1346,1,718,1,12.64,1,0,1
1347,493,1453,1,14.33,1,0,1
1348,305,77,1,11.94,1,0,0
1349,2829,52,4,26.15,0,0,1
1350,568,996,3,19.31,0,0,0
1351,1362,720,4,27.96,0,0,0
1352,344,61,2,11.46,0,0,0
1353,1723,51,1,13.11,0,0,0
1354,550,1602,1,14.66,0,0,0
1355,2001,653,1,19.19,0,0,0
1356,1542,832,2,23.66,0,0,1
1357,1504,747,1,8.66,0,0,0
1358,1537,929,3,13.11,0,0,0
1359,253,192,3,20.21,0,0,1
1360,1958,1406,1,16.64,0,0,1
1361,936,1571,2,24.72,0,0,0
1362,2290,170,2,15.67,1,0,0
1363,1757,681,2,18.18,0,0,0
1364,2502,420,2,21.66,0,0,0
1365,511,280,3,27.86,1,0,0
1366,1576,1341,1,17.71,0,0,0
1367,1974,904,1,16.9,0,0,0
1368,1262,1253,1,15.56,1,0,0
1369,66,1139,5,23.19,0,0,0
1370,2955,973,2,17.27,0,0,1
1371,2555,791,3,28.2,0,1,0
1372,2190,778,4,26.27,0,0,0
1373,2171,1068,3,28.23,1,1,1
1374,1214,85,2,21.41,0,0,0
1375,332,709,2,16.19,0,0,0
1376,13,653,3,22.68,0,0,0
1377,2369,335,3,18.51,0,0,0
1378,2504,627,2,18.91,0,0,0
1379,2181,1595,1,16.89,1,0,0
1380,1608,1143,2,17.32,0,0,0
1381,1750,1632,2,17.36,0,0,0
1382,2185,1702,2,23.87,0,0,1
1383,2264,702,3,16.51,0,0,0
1384,1947,214,4,22.97,1,0,0
1385,2482,723,1,15.05,0,0,0
1386,2670,1700,2,17.93,0,0,0
1387,554,375,1,9.97,0,0,0
1388,1546,1103,2,16.74,1,0,0
1389,259,378,1,16.44,0,0,0
1390,2772,1078,3,18.04,0,0,1
1391,2556,445,2,14.61,0,0,0
1392,468,426,3,16.04,1,0,0
1393,2195,300,1,13.3,0,0,0
1394,1894,528,2,12.12,0,0,0
1395,2876,153,2,16.27,1,0,0
1396,1414,115,5,25.45,0,0,0
1397,2408,772,3,20.72,0,0,1
1398,889,976,3,23.21,1,0,0
1399,557,1639,1,15.34,0,0,0
1400,842,440,4,18.56,0,0,0
1401,1267,1377,3,11.9,0,0,1
1402,2626,438,1,13.92,0,0,0
1403,1784,1309,2,17.49,0,0,1
1404,891,883,1,23.76,0,0,0
1405,1976,90,2,14.3,0,0,0
1406,2030,1570,1,17.02,0,0,0
1407,2517,282,1,9.56,0,0,0
1408,967,1562,1,6.92,0,0,1
1409,2112,522,3,19.68,0,0,0
1410,1301,353,1,15.09,0,0,0
1411,2,1693,3,15.02,0,0,0
1412,1094,1044,2,11.7,0,0,0
1413,651,1265,1,14.23,0,0,0
1414,668,918,4,23.8,0,0,1
1415,563,1216,3,29.89,0,1,0
1416,2732,1783,1,13.78,0,0,1
1417,259,378,1,13.98,0,0,0
1418,556,793,3,27.02,0,0,1
1419,2258,1683,1,11.21,0,0,0
1420,1296,799,2,21.0,0,0,0
1421,1346,949,1,16.28,0,0,0
1422,1228,1240,4,32.46,0,1,1
1423,2658,963,2,14.66,0,0,0
1424,1069,661,3,15.47,1,0,0
1425,2501,923,1,12.84,0,0,0
1426,10,1314,2,16.11,0,0,0
1427,1149,691,3,23.56,0,0,0
1428,956,1057,2,16.45,1,0,0
1429,2286,273,2,17.16,1,0,0
1430,2171,1068,2,15.34,0,0,1
1431,902,1448,3,19.65,1,0,0
1432,123,874,1,20.08,0,0,0
1433,2402,1483,3,21.48,0,0,0
