id,origin_airport_id,destination_airport_id,distance,departure_hour,airline_code,congestion,weather_risk,is_delayed
567,3,1,1006.7,10,2,0.088,0.464,0
568,1,2,1260.7,10,2,0.255,0.35,0
569,3,8,928.5,10,3,0.272,0.056,0
570,1,7,3880.7,13,0,0.093,0.461,0
571,2,5,3743.3,7,1,0.277,0.285,0
572,2,1,278.8,14,7,0.333,0.21,0
573,4,1,1245.7,6,0,0.48,0.324,0
574,1,2,1040.1,18,0,0.299,0.204,0
575,8,11,1261.2,16,0,0.154,0.291,1
576,3,6,1029.7,14,0,0.201,0.543,0
577,6,2,1346.5,16,1,0.054,0.381,0
578,1,3,4499.8,9,0,0.165,0.272,0
579,5,7,437.9,17,1,0.488,0.289,0
580,2,5,3699.0,6,1,0.328,0.167,0
581,2,1,1211.5,5,3,0.268,0.03,0
582,3,4,386.0,14,1,0.115,0.185,0
583,1,6,2421.3,19,0,0.085,0.17,0
584,5,7,3925.3,9,3,0.136,0.581,0
585,3,1,268.3,9,1,0.227,0.035,0
586,3,6,1240.2,22,0,0.212,0.012,1
587,3,9,375.9,18,4,0.077,0.663,0
588,2,7,2468.4,8,0,0.605,0.124,0
589,9,4,327.0,8,3,0.159,0.498,0
590,2,7,344.5,9,5,0.233,0.419,0
591,6,7,2153.3,19,3,0.374,0.213,0
592,7,4,4638.1,11,1,0.287,0.319,0
593,5,8,236.0,15,5,0.114,0.09,0
594,7,9,311.3,5,0,0.124,0.238,0
595,3,2,2357.7,19,0,0.09,0.136,0
596,1,7,1993.9,16,0,0.495,0.295,0
597,4,2,2812.7,12,5,0.13,0.152,0
598,1,2,1159.7,14,2,0.345,0.073,0
599,1,5,4706.9,16,5,0.214,0.038,0
600,1,7,1263.5,19,1,0.09,0.373,0
601,1,6,381.7,10,3,0.074,0.024,0
602,2,3,959.1,23,0,0.305,0.598,1
603,2,3,1148.5,11,4,0.198,0.142,0
604,5,1,1243.7,7,1,0.278,0.39,0
605,5,6,3665.8,12,0,0.24,0.08,0
606,2,7,3284.4,17,1,0.281,0.351,0
607,1,8,2898.5,10,0,0.235,0.103,0
608,3,6,357.8,18,2,0.192,0.335,0
609,2,10,1140.3,9,3,0.421,0.001,0
610,2,3,828.8,7,2,0.127,0.219,0
611,5,7,518.6,14,4,0.479,0.392,0
612,6,1,1276.5,18,0,0.245,0.079,0
613,1,3,921.3,8,0,0.5,0.267,0
614,2,3,2189.3,19,5,0.58,0.35,1
615,10,9,3766.2,23,2,0.089,0.218,0
616,4,8,338.9,3,1,0.559,0.166,0
617,3,2,2465.8,12,1,0.193,0.128,0
618,5,1,2589.8,5,3,0.541,0.371,0
619,1,2,257.4,16,5,0.464,0.032,0
620,5,1,217.9,17,0,0.14,0.166,0
621,1,3,1027.8,20,2,0.289,0.17,0
622,6,10,384.3,9,0,0.318,0.035,0
623,8,3,194.4,7,6,0.084,0.085,1
624,7,4,2505.7,22,1,0.141,0.083,0
625,5,4,1851.6,11,2,0.496,0.04,0
626,4,3,2446.6,13,1,0.378,0.041,0
627,3,1,978.7,11,2,0.055,0.219,0
628,1,2,192.8,20,0,0.075,0.098,0
629,1,2,286.8,14,2,0.042,0.115,0
630,2,9,2394.6,7,0,0.394,0.029,0
631,4,2,954.2,20,0,0.297,0.115,0
632,7,2,267.3,18,0,0.079,0.058,0
633,4,2,1123.6,7,0,0.261,0.133,0
634,2,3,4049.2,12,4,0.169,0.239,0
635,1,2,2796.0,12,1,0.202,0.304,0
636,2,3,910.3,9,2,0.031,0.245,0
637,5,9,361.1,13,3,0.18,0.271,0
638,1,2,4618.6,10,4,0.055,0.298,0
639,3,4,4018.7,15,1,0.464,0.069,0
640,2,4,3755.8,17,3,0.504,0.432,0
641,3,8,233.0,13,0,0.14,0.152,0
642,1,2,2432.7,16,1,0.283,0.185,0
643,2,3,4398.2,21,1,0.31,0.211,0
644,5,3,1278.4,12,2,0.25,0.243,0
645,3,11,281.1,18,4,0.293,0.12,1
646,1,5,1220.6,18,0,0.219,0.093,0
647,5,7,2263.6,12,7,0.393,0.217,0
648,1,2,2712.3,7,1,0.418,0.024,0
649,3,2,4684.4,18,1,0.164,0.103,0
650,4,5,1228.0,20,4,0.19,0.223,0
651,1,2,309.8,11,0,0.584,0.145,0
652,1,2,1125.2,7,0,0.269,0.472,0
653,4,7,367.7,13,3,0.264,0.204,0
654,4,2,237.3,18,1,0.213,0.328,0
655,7,4,4196.9,12,0,0.249,0.253,0
656,9,2,1074.4,14,1,0.07,0.243,0
657,3,11,3859.3,8,4,0.126,0.519,0
658,2,1,962.1,20,1,0.127,0.226,0
659,6,7,1084.2,6,0,0.168,0.123,0
660,9,5,1079.8,17,6,0.341,0.292,0
661,1,2,2447.7,7,0,0.109,0.506,0
662,2,3,1150.6,15,0,0.534,0.159,0
663,4,5,1136.9,11,0,0.307,0.107,0
664,1,5,4192.4,12,0,0.203,0.029,0
665,7,8,1120.2,14,0,0.399,0.09,0
666,1,3,2675.8,8,3,0.456,0.201,0
667,1,2,320.5,14,0,0.198,0.254,0
668,2,3,2313.6,10,0,0.226,0.481,0
669,2,1,1964.3,16,2,0.12,0.269,0
670,3,1,351.5,21,4,0.242,0.309,0
671,6,3,333.1,1,1,0.453,0.188,1
672,9,7,903.6,11,3,0.217,0.231,0
673,4,5,2075.9,13,5,0.129,0.57,0
674,2,1,2636.6,7,1,0.348,0.132,0
675,4,10,275.0,4,1,0.091,0.143,0
676,1,2,1222.3,10,2,0.292,0.416,0
677,9,6,222.2,21,2,0.307,0.438,0
678,2,3,1204.1,18,1,0.095,0.002,0
679,3,2,1068.2,10,3,0.231,0.065,0
680,1,7,277.0,14,6,0.469,0.133,0
681,2,10,445.8,10,1,0.26,0.334,0
682,1,3,1037.4,16,0,0.273,0.024,0
683,4,3,229.9,11,0,0.434,0.061,0
684,4,5,298.4,8,2,0.229,0.277,0
685,2,3,306.3,7,0,0.337,0.124,1
686,3,5,418.2,14,0,0.155,0.321,0
687,2,3,1124.4,8,3,0.264,0.474,0
688,2,3,280.8,7,2,0.353,0.426,0
689,4,7,1139.4,14,1,0.172,0.22,0
690,5,6,227.7,19,0,0.212,0.37,0
691,1,3,669.4,19,2,0.55,0.296,1
692,1,9,2775.3,19,7,0.166,0.169,0
693,2,3,1032.1,14,4,0.361,0.052,0
694,1,6,279.3,15,0,0.23,0.266,0
695,1,3,302.4,6,0,0.311,0.2,0
696,4,5,289.5,6,2,0.277,0.315,0
697,4,1,237.8,6,7,0.438,0.091,0
698,1,7,4467.0,22,2,0.15,0.146,0
699,4,2,3487.9,7,1,0.117,0.17,0
700,8,6,378.6,10,3,0.042,0.037,0
701,2,4,3935.5,17,2,0.453,0.795,0
702,5,4,4100.5,11,2,0.337,0.136,0
703,2,1,1053.0,18,1,0.067,0.32,0
704,7,1,2460.7,22,3,0.253,0.39,0
705,4,1,1292.6,20,0,0.436,0.031,0
706,3,1,441.2,22,4,0.209,0.167,0
707,4,3,352.6,3,0,0.132,0.039,0
708,1,2,284.7,19,1,0.419,0.175,0
709,6,5,1187.8,16,2,0.411,0.18,0
710,1,2,2180.9,20,4,0.203,0.162,0
711,2,3,858.6,8,5,0.164,0.432,0
712,3,4,425.5,9,4,0.049,0.157,0
713,1,2,1309.2,19,7,0.197,0.097,1
714,6,7,3741.4,6,0,0.492,0.161,0
715,7,2,351.0,10,3,0.344,0.218,0
716,3,1,2488.2,9,2,0.29,0.146,0
717,4,5,1133.9,8,0,0.172,0.021,0
718,1,4,3298.2,11,3,0.32,0.059,0
719,1,5,2345.7,21,1,0.541,0.2,0
720,5,2,192.8,13,1,0.389,0.298,0
