id,flight_id,age,annual_income,group_size,loyalty_tier
920,27,35,25896.0,2,0
921,696,32,26170.0,1,0
922,1106,52,47853.0,1,0
923,312,56,29232.0,5,0
924,257,67,54261.0,1,1
925,1163,38,36274.0,3,0
926,440,63,46784.0,1,2
927,854,26,49168.0,4,3
928,663,18,48953.0,1,1
929,396,37,59618.0,3,2
930,306,43,45557.0,1,3
931,1017,18,59291.0,1,0
932,331,34,64091.0,2,0
933,678,39,31681.0,2,2
934,171,30,33741.0,2,1
935,261,35,69412.0,2,1
936,277,41,41939.0,2,0
937,997,55,48209.0,2,1
938,990,48,46821.0,1,3
939,559,45,59272.0,1,1
940,100,18,37782.0,1,0
941,1173,38,66275.0,2,3
942,53,55,67425.0,1,2
943,1057,41,22401.0,1,1
944,1150,47,86904.0,1,1
945,247,27,59031.0,3,2
946,264,24,58259.0,1,0
947,150,31,104031.0,3,3
948,654,59,65738.0,2,1
949,116,39,53457.0,3,0
950,861,61,47965.0,1,3
951,353,27,32595.0,5,0
952,924,18,40695.0,3,1
953,1150,36,40007.0,2,0
954,771,31,39686.0,3,1
955,646,53,44028.0,4,0
956,1005,60,43602.0,3,0
957,1000,59,64387.0,1,1
958,1170,45,51600.0,2,0
959,858,49,18000.0,3,2
960,281,48,37722.0,1,0
961,189,30,55986.0,3,2
962,977,41,26724.0,4,0
963,1014,39,46459.0,1,0
964,762,30,42633.0,1,2
965,1170,35,33637.0,1,0
966,1040,31,43575.0,3,0
967,113,48,90079.0,3,3
968,159,50,53099.0,2,1
969,577,49,57472.0,1,0
970,453,36,29428.0,4,1
971,1026,50,39303.0,1,0
972,903,34,71083.0,1,0
973,791,35,37049.0,1,0
974,148,37,99909.0,1,0
975,857,55,113407.0,1,0
976,1183,37,35151.0,1,0
977,1121,31,49046.0,2,3
978,241,27,53065.0,1,1
979,518,36,44415.0,1,2
980,298,18,102308.0,2,3
981,914,46,60565.0,1,2
982,153,31,53342.0,1,1
983,123,18,52097.0,1,0
984,1023,20,18000.0,4,0
985,620,27,58031.0,1,1
986,1030,32,31006.0,2,0
987,336,34,47700.0,2,1
988,278,47,42884.0,2,2
989,1159,37,31153.0,2,0
990,385,38,34172.0,2,0
991,375,44,40888.0,1,0
992,568,27,25583.0,1,0
993,1160,37,37226.0,2,0
994,85,35,39127.0,4,1
995,706,56,72280.0,1,0
996,742,41,47176.0,1,0
997,919,45,42735.0,1,0
998,1002,42,25458.0,3,0
999,657,50,70529.0,1,2
1000,913,55,32150.0,3,0
1001,851,40,61654.0,1,0
1002,239,27,81114.0,2,1
1003,1176,36,42521.0,2,0
1004,1120,20,56254.0,1,1
1005,758,18,52082.0,1,0
1006,541,37,33592.0,5,0
1007,1188,44,39539.0,3,1
1008,265,33,38707.0,1,0
1009,557,46,30445.0,2,0
1010,832,65,49860.0,4,0
1011,460,53,53514.0,1,1
1012,135,28,54139.0,3,1
1013,480,30,29631.0,1,0
1014,399,38,62133.0,1,2
1015,941,18,48900.0,1,0
1016,973,37,21000.0,1,0
1017,1115,36,89096.0,3,2
1018,389,57,54327.0,1,1
1019,209,34,45344.0,2,0
1020,746,35,37514.0,2,2
1021,424,43,38825.0,1,0
1022,793,44,66993.0,2,0
1023,505,44,50085.0,2,0
1024,468,24,53002.0,1,1
1025,801,30,36823.0,3,0
1026,989,46,34658.0,1,0
1027,475,39,55006.0,1,2
1028,768,36,48526.0,1,1
1029,535,23,88069.0,4,2
1030,53,32,56479.0,1,2
1031,961,50,49095.0,2,1
1032,856,65,56853.0,1,0
1033,286,60,50307.0,1,1
1034,326,24,28436.0,2,1
1035,767,50,79470.0,3,2
1036,1000,36,48929.0,4,0
1037,251,18,69069.0,3,3
1038,1097,45,66395.0,1,0
1039,768,41,35164.0,3,0
1040,808,44,45987.0,4,0
1041,509,23,36368.0,2,2
1042,999,18,71801.0,1,1
1043,471,34,52143.0,3,2
1044,1119,42,108327.0,1,0
1045,53,47,24941.0,2,0
1046,390,32,37289.0,2,1
1047,324,29,42807.0,1,1
1048,99,34,57027.0,1,2
1049,699,21,49740.0,2,3
1050,197,38,32521.0,1,0
1051,1169,41,75713.0,1,0
1052,742,33,28026.0,4,0
1053,48,44,69562.0,3,0
1054,626,46,27004.0,1,0
1055,326,43,70086.0,1,2
1056,939,48,56261.0,1,0
1057,856,48,82752.0,3,2
1058,168,32,37023.0,2,0
1059,728,43,60056.0,2,3
1060,407,47,56237.0,4,2
1061,391,35,28835.0,2,0
1062,462,53,55370.0,3,0
1063,405,48,106520.0,4,0
1064,758,50,40697.0,1,1
1065,697,20,56302.0,2,1
1066,94,20,56860.0,2,1
1067,217,45,26360.0,4,1
1068,297,58,29057.0,1,0
1069,864,45,53432.0,1,0
1070,1025,34,28006.0,2,2
1071,845,42,87623.0,3,2
1072,873,57,60260.0,2,1
1073,834,64,22690.0,2,0
1074,976,45,68927.0,1,1
1075,679,29,33836.0,1,1
1076,922,47,51953.0,2,0
1077,358,47,44357.0,2,2
1078,379,45,67720.0,4,1
1079,209,52,39640.0,1,0
1080,147,34,29124.0,1,1
1081,902,22,54645.0,1,0
1082,1022,59,42064.0,1,0
1083,212,37,77397.0,1,1
1084,718,19,38296.0,1,1
1085,754,26,21384.0,2,1
1086,284,62,21950.0,1,1
1087,624,35,26531.0,3,0
1088,233,20,59209.0,2,0
1089,438,56,18049.0,3,1
1090,170,30,85917.0,3,0
1091,197,45,45030.0,1,1
1092,1158,38,42720.0,1,0
1093,694,56,75040.0,1,1
1094,111,42,34126.0,1,0
1095,676,66,60341.0,1,0
1096,407,28,80526.0,1,2
1097,753,18,66754.0,1,2
1098,286,28,50002.0,4,1
1099,74,37,85979.0,3,2
1100,70,35,61352.0,2,2
1101,371,37,56357.0,1,2
1102,448,32,22114.0,1,1
1103,1194,52,70068.0,1,1
1104,1163,18,66650.0,5,1
1105,261,28,62316.0,1,2
1106,651,58,18000.0,3,0
1107,273,37,59244.0,1,1
1108,535,38,59582.0,2,0
1109,915,27,46810.0,1,0
1110,797,41,29178.0,1,0
1111,1199,38,80239.0,1,1
1112,124,53,35696.0,1,0
1113,890,46,47336.0,1,1
1114,1109,27,36932.0,2,0
1115,1162,46,48526.0,1,2
1116,979,36,77616.0,3,3
1117,1007,53,47075.0,1,2
1118,974,55,101951.0,1,3
1119,212,18,35385.0,1,0
1120,1078,36,58912.0,1,2
1121,657,26,46372.0,1,0
1122,73,34,49202.0,3,2
1123,213,19,75484.0,1,2
1124,297,49,39722.0,2,0
1125,505,26,38885.0,1,1
1126,250,42,54465.0,2,2
1127,840,23,88266.0,1,2
1128,165,18,84984.0,1,1
1129,747,35,80662.0,1,1
1130,427,53,75656.0,1,0
1131,1048,52,39667.0,4,0
1132,553,36,48038.0,2,0
1133,1043,21,72895.0,5,1
1134,647,28,55759.0,1,0
1135,875,44,39377.0,2,1
1136,293,29,22055.0,1,0
1137,932,38,25621.0,1,0
1138,577,36,66919.0,1,1
1139,688,33,30991.0,1,0
1140,433,52,51320.0,2,2
1141,310,23,40680.0,2,2
1142,1091,34,57901.0,3,0
1143,569,54,32562.0,1,1
1144,165,22,80858.0,3,0
1145,474,56,88116.0,5,1
1146,13,40,28467.0,1,3
1147,581,35,31258.0,3,0
1148,450,59,82094.0,2,2
1149,91,18,29596.0,1,0
1150,1149,27,85309.0,2,1
1151,1001,26,71694.0,1,0
1152,497,33,22702.0,1,0
1153,451,18,40130.0,2,1
1154,219,50,77002.0,1,0
1155,782,40,50891.0,2,0
1156,282,46,46492.0,2,2
1157,506,50,26038.0,2,0
1158,988,39,28183.0,1,0
1159,926,38,59994.0,1,2
1160,1149,34,53580.0,3,0
1161,533,55,90362.0,4,0
1162,691,19,52207.0,2,0
1163,891,36,31272.0,2,0
1164,490,41,44116.0,1,1
1165,449,34,49304.0,3,3
1166,33,26,98013.0,5,1
1167,117,28,49914.0,2,2
1168,357,28,104735.0,2,1
1169,445,33,40986.0,2,0
1170,273,57,58078.0,2,2
1171,841,49,55985.0,1,0
1172,886,38,58730.0,1,2
1173,411,35,121272.0,1,3
1174,206,51,74965.0,4,0
1175,616,24,81629.0,3,2
1176,855,65,37086.0,1,0
1177,242,24,46442.0,1,2
1178,778,48,64523.0,4,0
1179,889,30,39247.0,1,0
1180,1041,23,43094.0,3,2
1181,992,24,49346.0,3,1
1182,1138,46,101889.0,2,0
1183,280,41,45678.0,3,1
1184,152,32,85735.0,2,0
1185,276,18,34919.0,2,1
1186,487,35,64138.0,4,0
1187,847,31,43338.0,3,1
1188,27,48,32994.0,1,1
1189,997,39,85283.0,4,1
1190,1139,32,42223.0,2,0
1191,1003,58,102089.0,2,2
1192,883,54,58429.0,1,1
1193,518,62,50784.0,1,2
1194,465,18,44472.0,1,1
1195,1056,51,56732.0,3,1
1196,1155,32,64051.0,1,1
1197,1091,41,45296.0,5,0
1198,1105,52,119281.0,1,1
1199,776,31,49118.0,2,0
1200,27,21,64781.0,4,1
1201,732,27,33979.0,2,0
1202,859,39,20777.0,1,0
1203,38,53,58876.0,2,3
1204,36,50,48571.0,2,1
1205,1155,44,62090.0,1,3
1206,1149,20,48684.0,1,3
1207,721,29,44549.0,2,0
1208,1036,18,36831.0,1,3
1209,29,30,53935.0,1,1
1210,226,40,19093.0,3,0
1211,1129,44,28695.0,3,3
1212,1127,45,33408.0,3,0
1213,1134,75,85517.0,2,0
1214,976,23,59099.0,2,1
1215,91,34,54035.0,1,0
1216,389,51,82870.0,1,3
1217,870,40,98377.0,1,2
1218,750,65,36582.0,2,0
1219,348,22,68521.0,1,1
1220,1077,50,91714.0,1,3
1221,579,40,29627.0,4,0
1222,76,57,68999.0,4,1
1223,886,30,103135.0,1,3
1224,750,25,65112.0,1,0
1225,897,40,79555.0,2,1
1226,15,53,25460.0,4,0
1227,1176,32,56993.0,5,2
1228,1035,40,48898.0,2,2
1229,894,18,55533.0,1,0
1230,641,40,52943.0,1,0
1231,980,59,63277.0,1,3
1232,1028,18,25900.0,3,0
1233,233,44,84630.0,1,2
1234,442,42,34539.0,1,1
1235,899,34,36084.0,1,0
1236,270,49,87282.0,3,3
1237,272,45,43108.0,1,2
1238,164,18,43901.0,5,1
1239,167,21,64902.0,1,0
1240,547,48,18080.0,1,0
1241,381,52,43256.0,3,2
1242,271,48,45196.0,2,0
1243,879,45,80562.0,1,0
1244,131,51,44592.0,1,2
1245,769,18,42519.0,3,0
1246,238,25,29856.0,1,1
1247,442,37,76288.0,5,1
1248,590,34,104388.0,5,1
1249,51,34,168357.0,1,3
1250,616,39,51922.0,1,0
1251,232,33,123838.0,3,1
1252,47,38,72336.0,1,1
1253,593,27,39287.0,1,0
1254,803,33,126874.0,2,2
1255,792,43,63672.0,3,1
1256,1141,38,54380.0,3,0
1257,402,33,37447.0,4,0
1258,1027,42,56157.0,1,1
1259,180,48,38782.0,4,0
1260,377,22,37332.0,1,1
1261,205,37,72758.0,1,2
1262,502,29,51370.0,2,0
1263,807,43,43487.0,2,1
1264,264,38,118777.0,1,1
1265,528,43,71164.0,1,0
1266,313,45,82411.0,1,2
1267,816,29,46110.0,3,0
1268,711,40,65702.0,1,1
1269,269,18,53630.0,3,1
1270,524,28,78771.0,3,0
1271,876,28,97718.0,1,0
1272,785,24,23827.0,3,2
1273,265,69,104467.0,1,0
1274,336,18,36326.0,2,2
1275,759,45,78645.0,1,1
1276,836,28,74780.0,4,0
1277,1165,30,64620.0,4,2
1278,553,57,31142.0,1,0
1279,68,37,57565.0,1,2
1280,391,18,67917.0,1,0
1281,476,49,40980.0,2,0
1282,1195,43,67064.0,1,1
1283,374,25,38632.0,3,0
1284,565,24,18000.0,1,1
1285,21,43,26246.0,3,0
1286,62,18,51550.0,1,0
1287,33,34,45951.0,1,1
1288,1196,18,49959.0,1,0
1289,51,34,63632.0,1,2
1290,772,40,90326.0,1,1
1291,1180,38,73609.0,1,1
1292,365,42,29725.0,1,0
1293,174,25,56295.0,5,2
1294,18,31,114115.0,2,2
1295,1101,48,42739.0,2,0
1296,372,35,41649.0,2,0
1297,1016,27,26726.0,1,0
1298,86,55,104517.0,4,2
1299,1104,33,54613.0,3,2
1300,301,33,29327.0,2,3
1301,937,26,46509.0,1,0
1302,632,44,47005.0,1,3
1303,348,42,96779.0,3,2
1304,74,32,26945.0,2,1
1305,487,58,52942.0,2,0
1306,708,55,38746.0,1,1
1307,1072,30,36660.0,1,1
1308,862,47,35741.0,2,3
1309,885,32,80387.0,1,0
1310,826,39,38407.0,3,0
1311,799,33,56165.0,4,2
1312,292,62,68111.0,1,3
1313,977,29,69370.0,1,2
1314,257,51,57050.0,4,1
1315,298,48,51735.0,4,1
1316,1046,48,69006.0,1,0
1317,773,29,49540.0,1,0
1318,958,53,44113.0,2,3
1319,1103,47,43946.0,2,2
1320,1067,42,41347.0,1,1
1321,119,41,35855.0,2,0
1322,1028,49,59048.0,1,1
1323,1031,34,28911.0,1,0
1324,1004,54,84426.0,3,0
1325,484,41,48092.0,1,1
1326,444,49,47969.0,2,1
1327,159,50,79950.0,1,3
1328,886,45,48620.0,2,0
1329,894,33,45186.0,1,1
1330,523,41,41343.0,1,0
1331,812,18,76571.0,2,3
1332,31,28,28081.0,1,0
1333,1117,38,93710.0,2,1
1334,34,41,45243.0,1,0
1335,451,34,46929.0,5,0
1336,996,51,64846.0,3,2
1337,544,43,22283.0,1,0
1338,1164,18,36051.0,3,0
1339,370,47,53152.0,2,1
1340,570,41,59924.0,3,0
1341,298,53,56178.0,1,2
1342,127,56,57599.0,5,3
1343,127,54,102698.0,1,2
1344,219,46,62873.0,3,1
1345,665,53,47065.0,4,1
1346,10,25,39127.0,1,1
1347,637,56,59922.0,1,1
1348,27,57,72206.0,1,0
1349,232,55,63467.0,3,0
1350,78,36,44991.0,1,1
1351,121,49,58273.0,1,1
1352,765,52,60514.0,1,1
1353,675,31,63246.0,1,0
1354,126,18,48956.0,5,0
1355,793,43,159210.0,2,1
1356,923,79,47176.0,1,1
1357,477,18,63618.0,1,2
1358,475,18,46411.0,4,1
1359,993,26,99564.0,1,1
1360,1096,36,43323.0,3,1
1361,710,31,50168.0,1,2
1362,706,36,36718.0,1,0
1363,925,44,26452.0,2,0
1364,1149,30,46627.0,1,3
1365,509,39,32577.0,1,0
1366,1167,58,71131.0,1,0
1367,1115,39,60440.0,3,1
1368,1019,18,121634.0,1,1
1369,437,31,49203.0,4,2
1370,717,37,75127.0,3,0
1371,924,38,27248.0,1,1
1372,901,53,49996.0,2,3
1373,35,46,44332.0,2,2
1374,576,18,113882.0,3,2
1375,815,33,81591.0,1,0
1376,965,38,36680.0,2,0
1377,272,47,91140.0,1,0
1378,829,18,30000.0,2,0
1379,763,59,94728.0,1,2
1380,945,44,34042.0,4,3
1381,1012,32,51804.0,4,0
1382,260,20,67916.0,1,2
1383,57,30,50083.0,2,0
1384,885,39,69677.0,2,1
1385,665,36,48268.0,1,0
1386,149,39,55472.0,1,1
1387,98,28,123276.0,1,0
1388,427,46,71094.0,2,0
1389,667,25,24532.0,1,0
1390,949,65,54465.0,1,1
1391,447,24,40179.0,1,2
1392,1064,24,59609.0,1,0
1393,1052,58,35080.0,1,2
1394,103,38,45736.0,2,0
1395,505,58,67734.0,1,3
1396,1068,49,28151.0,5,0
1397,235,18,42783.0,2,2
1398,128,47,97549.0,2,0
1399,178,39,23463.0,1,1
1400,498,37,47788.0,2,3
1401,6,18,45304.0,1,0
1402,103,39,81161.0,1,0
1403,444,49,36388.0,2,2
1404,978,62,25073.0,2,1
1405,221,24,40090.0,2,0
1406,869,44,43614.0,1,0
1407,905,35,46347.0,1,0
1408,952,18,55385.0,1,0
1409,425,33,53078.0,1,0
1410,743,38,40084.0,1,0
1411,1108,52,43808.0,4,1
1412,811,41,41176.0,1,0
1413,364,25,21584.0,2,0
1414,486,19,30027.0,4,1
1415,296,36,51209.0,1,2
1416,360,26,62928.0,1,0
1417,286,33,47052.0,3,2
1418,396,32,80926.0,1,0
1419,554,52,47045.0,1,1
1420,486,24,39743.0,3,1
1421,803,18,50613.0,4,1
1422,478,47,49795.0,1,0
1423,536,51,63787.0,4,0
1424,229,20,73247.0,3,0
1425,1108,28,60905.0,2,2
1426,747,35,39150.0,1,0
1427,784,18,28255.0,3,0
1428,78,23,31433.0,1,0
1429,607,49,38045.0,4,0
1430,207,39,30775.0,3,0
1431,14,51,123857.0,5,1
1432,676,56,46683.0,2,0
1433,499,42,37759.0,1,0
1434,154,40,46978.0,2,0
1435,808,30,76293.0,5,1
1436,1156,47,37217.0,1,0
1437,1175,55,57809.0,3,2
1438,415,34,91127.0,1,1
1439,548,60,66356.0,1,1
1440,57,44,65739.0,2,2
1441,139,45,88923.0,1,1
1442,163,46,25181.0,1,0
1443,863,46,53002.0,1,1
1444,162,40,58154.0,3,0
1445,375,49,69260.0,1,0
1446,427,36,76395.0,2,0
1447,714,18,24236.0,1,1
1448,828,49,64711.0,4,0
1449,396,18,79361.0,1,3
1450,1067,65,57480.0,1,1
1451,334,19,81107.0,1,0
1452,243,28,31266.0,1,1
1453,722,43,60508.0,2,0
1454,1027,27,46195.0,2,0
1455,931,24,55053.0,1,1
1456,419,22,36725.0,1,0
1457,1081,43,87792.0,1,1
1458,782,25,51722.0,1,0
1459,1184,47,62715.0,3,2
1460,725,44,45768.0,1,2
1461,892,18,79246.0,1,0
1462,372,21,84151.0,1,0
1463,265,46,97351.0,1,2
1464,455,33,64343.0,3,2
1465,800,33,37694.0,1,1
1466,836,39,52052.0,4,1
1467,1012,47,18000.0,3,0
1468,368,54,86458.0,1,1
1469,656,39,47634.0,5,2
1470,630,37,50715.0,1,0
1471,862,43,53443.0,4,2
1472,877,41,43806.0,2,0
1473,26,42,46814.0,1,1
1474,5,33,109265.0,4,2
1475,89,29,47281.0,4,0
1476,857,22,65927.0,2,2
1477,452,43,40013.0,1,2
1478,127,54,35611.0,1,1
1479,915,76,136855.0,1,2
1480,916,38,33307.0,1,0
1481,1141,34,73416.0,1,1
1482,1072,32,65406.0,2,0
1483,342,27,32435.0,2,3
1484,792,48,50745.0,2,0
1485,548,27,39297.0,2,0
1486,1185,62,48240.0,3,0
1487,1181,27,59579.0,4,2
1488,612,57,117014.0,1,1
1489,53,50,69460.0,3,0
1490,838,29,48793.0,1,0
1491,1086,25,66629.0,1,2
1492,203,34,50882.0,4,2
1493,771,34,83349.0,1,0
1494,1158,59,67393.0,4,1
1495,849,43,54304.0,1,0
1496,33,38,108730.0,2,2
1497,482,42,39230.0,1,3
1498,22,44,38100.0,1,0
1499,1023,32,28034.0,1,0
1500,567,51,81529.0,5,0
1501,467,40,21006.0,4,1
1502,457,18,26256.0,2,0
1503,191,49,108278.0,2,2
1504,753,42,40889.0,1,0
1505,924,38,63420.0,3,2
1506,1033,33,80051.0,1,1
1507,1185,38,50913.0,1,0
1508,788,40,30256.0,1,0
1509,781,41,42103.0,1,1
1510,358,29,69215.0,1,1
1511,1039,36,76673.0,2,0
1512,1019,38,39694.0,3,0
1513,524,28,49852.0,1,1
1514,354,45,82065.0,1,2
1515,306,28,55075.0,1,3
1516,611,36,100022.0,1,1
1517,589,40,26868.0,1,0
1518,647,32,69177.0,1,2
1519,403,22,87337.0,2,0
1520,496,26,107664.0,1,0
1521,75,41,42257.0,1,0
1522,1099,32,51840.0,1,0
1523,192,31,29636.0,1,0
1524,1111,27,51880.0,1,1
1525,209,56,49952.0,2,0
1526,944,39,47747.0,1,0
1527,29,46,28158.0,2,1
1528,313,40,84585.0,1,1
1529,233,43,29620.0,1,2
1530,839,61,54055.0,1,1
1531,225,25,49870.0,2,0
1532,701,18,30606.0,2,0
1533,961,47,26706.0,3,1
1534,291,31,33529.0,1,1
1535,183,42,90753.0,3,0
1536,271,53,48026.0,2,1
1537,1144,49,52513.0,5,1
1538,877,36,33332.0,4,0
1539,581,43,49079.0,4,3
1540,904,33,53086.0,1,0
1541,863,44,45813.0,3,1
1542,280,35,43725.0,2,1
1543,812,22,109684.0,2,2
1544,511,46,52501.0,1,0
1545,676,58,91794.0,4,2
1546,248,45,68768.0,2,1
1547,780,51,75145.0,1,0
1548,1155,40,64987.0,2,1
1549,1083,56,44949.0,5,0
1550,764,27,54977.0,1,2
1551,805,43,24552.0,5,0
1552,117,47,22938.0,1,2
1553,1014,42,54134.0,2,2
1554,235,41,40380.0,2,0
1555,594,25,40601.0,1,0
1556,20,23,57417.0,2,0
1557,347,32,45121.0,1,0
1558,50,37,23480.0,2,0
1559,372,50,44340.0,3,0
1560,1024,24,20702.0,3,1
1561,1056,27,69534.0,1,2
1562,874,54,33533.0,1,0
1563,794,29,62169.0,2,3
1564,513,53,71812.0,1,2
1565,47,33,50189.0,1,0
1566,97,38,41286.0,1,2
1567,181,18,45807.0,5,0
1568,71,45,39804.0,2,0
1569,1187,42,71647.0,1,1
1570,968,20,40003.0,1,0
1571,541,30,21999.0,1,0
1572,420,20,75281.0,4,2
1573,717,55,65250.0,1,3
1574,477,44,47856.0,2,0
1575,96,31,23343.0,2,1
1576,1199,62,32557.0,1,2
1577,55,40,37264.0,2,0
1578,875,56,84368.0,1,0
1579,674,18,84888.0,1,1
1580,98,30,47155.0,1,0
1581,324,40,42389.0,3,2
1582,127,38,76034.0,2,0
1583,621,59,137671.0,2,2
1584,726,42,140400.0,1,0
1585,3,31,96549.0,4,0
1586,972,25,41896.0,2,0
1587,95,24,32458.0,2,0
1588,168,37,33857.0,1,2
1589,473,57,41195.0,1,1
1590,514,41,26872.0,3,0
1591,1106,31,84966.0,2,1
1592,785,44,42683.0,1,3
1593,726,46,57366.0,4,1
1594,547,18,58488.0,2,0
1595,623,20,68775.0,1,1
1596,1177,44,60471.0,1,3
1597,506,41,75625.0,1,0
1598,710,41,65768.0,1,0
1599,709,60,68759.0,1,0
1600,1075,47,52156.0,5,0
1601,971,19,28250.0,2,0
1602,1085,57,69546.0,1,1
1603,715,28,64265.0,5,0
1604,686,33,24684.0,3,0
1605,605,28,54349.0,1,1
1606,258,34,74048.0,1,1
1607,852,55,71804.0,1,2
1608,135,18,33545.0,4,0
1609,543,18,19800.0,1,0
1610,693,37,49387.0,1,0
1611,1026,34,52621.0,3,0
1612,789,45,60569.0,1,2
1613,581,18,50252.0,1,1
1614,686,46,21564.0,3,1
1615,1083,49,66177.0,1,0
1616,53,44,59554.0,1,0
1617,693,34,119206.0,3,2
1618,315,34,32393.0,5,1
1619,700,51,75153.0,2,1
1620,1153,67,44895.0,5,1
1621,667,50,29448.0,1,1
1622,842,48,30366.0,1,1
1623,126,42,38328.0,2,2
1624,917,21,40797.0,1,1
1625,873,63,38251.0,1,0
1626,231,18,43597.0,1,1
1627,367,28,47014.0,1,0
1628,278,54,47447.0,1,2
1629,70,61,19603.0,1,1
1630,34,30,32255.0,2,0
1631,265,38,26526.0,1,0
1632,1142,49,67879.0,1,1
1633,454,37,41517.0,3,0
1634,109,22,35474.0,1,1
1635,782,43,53678.0,3,3
1636,422,48,37431.0,2,1
1637,416,39,26864.0,2,0
1638,68,42,60005.0,4,1
1639,409,43,42546.0,1,0
1640,1189,18,29851.0,2,2
1641,156,27,18000.0,1,0
1642,84,48,23781.0,3,0
1643,208,57,46950.0,3,0
1644,753,39,52391.0,3,2
1645,271,32,51327.0,1,0
1646,401,25,133440.0,5,2
1647,398,33,57785.0,2,2
1648,457,33,40628.0,1,0
1649,171,33,88005.0,5,2
1650,162,29,56398.0,1,2
1651,896,44,49915.0,1,0
1652,614,42,65277.0,4,0
1653,287,18,48989.0,2,1
1654,55,18,42292.0,2,1
1655,914,29,63349.0,1,2
1656,1186,48,53828.0,2,0
1657,268,54,66797.0,1,1
1658,678,18,22536.0,1,1
1659,200,31,40811.0,5,0
1660,819,18,25018.0,2,1
1661,87,33,29212.0,2,3
1662,608,41,30733.0,1,0
1663,725,37,63483.0,1,0
1664,451,23,18000.0,3,0
1665,169,65,61647.0,2,2
1666,184,31,18573.0,4,0
1667,49,48,65365.0,1,3
1668,321,43,87283.0,3,1
1669,681,18,60601.0,1,0
1670,565,51,59775.0,5,1
1671,61,31,48891.0,5,1
1672,420,39,29001.0,1,0
1673,118,24,50636.0,2,0
1674,40,57,43033.0,1,0
1675,967,39,81881.0,1,3
1676,138,45,66873.0,1,1
1677,117,62,74602.0,2,0
1678,852,31,78655.0,2,0
1679,546,48,32546.0,2,0
1680,554,58,50109.0,1,1
1681,574,18,62678.0,3,0
1682,1034,36,79946.0,1,1
1683,821,20,28857.0,1,1
1684,347,38,43135.0,1,1
1685,896,18,28559.0,3,0
1686,27,25,26012.0,3,0
1687,989,42,34981.0,1,0
1688,1159,28,83669.0,1,3
1689,993,49,23790.0,2,0
1690,3,52,68887.0,1,1
1691,721,22,34425.0,1,0
1692,871,35,32370.0,1,0
1693,790,28,61614.0,1,0
1694,657,42,117690.0,4,0
1695,673,48,44665.0,1,0
1696,59,49,47168.0,1,0
1697,953,51,23725.0,1,0
1698,59,33,43947.0,2,2
1699,1043,43,52257.0,2,1
1700,484,25,81347.0,3,0
1701,876,50,33756.0,2,1
1702,1131,26,38537.0,1,1
1703,983,36,86013.0,1,1
1704,367,39,48623.0,1,0
1705,427,24,18560.0,1,0
1706,259,36,62658.0,4,1
1707,460,45,63771.0,1,3
1708,113,47,64258.0,1,1
1709,591,38,34212.0,2,1
1710,871,34,47057.0,1,0
1711,490,61,82102.0,1,0
1712,127,18,53890.0,1,0
1713,1153,52,23216.0,1,2
1714,105,18,18000.0,3,2
1715,1086,46,52117.0,1,1
1716,1091,39,27497.0,2,0
1717,1039,46,28982.0,1,0
1718,24,25,41980.0,1,0
1719,915,42,72870.0,2,3
1720,170,48,23521.0,3,0
1721,1007,19,50672.0,2,0
1722,580,48,28650.0,1,0
1723,526,32,25827.0,3,0
1724,74,45,77836.0,5,2
1725,334,32,46548.0,2,2
1726,1199,18,31803.0,1,1
1727,726,36,42266.0,2,0
1728,61,46,28739.0,1,3
1729,549,39,28877.0,1,0
1730,287,41,74392.0,1,2
1731,528,40,77138.0,1,2
1732,823,53,116889.0,1,1
1733,185,62,29301.0,2,1
1734,66,30,42448.0,3,1
1735,1123,39,29453.0,1,0
1736,686,52,133669.0,3,3
1737,301,53,77941.0,1,0
1738,957,27,19990.0,2,0
1739,1026,43,36278.0,2,0
1740,559,34,60655.0,1,2
1741,55,53,38563.0,5,1
1742,551,57,58523.0,3,1
1743,599,39,44673.0,1,1
1744,439,57,41044.0,1,0
1745,925,27,33083.0,3,0
1746,533,29,42674.0,1,0
1747,28,28,57456.0,4,0
1748,998,23,21120.0,3,3
1749,35,47,48190.0,3,1
1750,19,36,52731.0,5,1
1751,1063,20,37964.0,1,1
1752,998,44,97837.0,1,2
1753,493,38,57303.0,1,0
1754,411,19,41563.0,1,1
1755,382,50,39159.0,1,1
1756,682,35,27884.0,1,1
1757,753,37,32415.0,4,2
1758,597,40,56290.0,1,0
1759,1043,30,37599.0,3,0
1760,583,55,39534.0,2,1
1761,763,42,51604.0,3,1
1762,641,30,39279.0,1,3
1763,527,51,24092.0,1,1
1764,1102,62,21176.0,1,0
1765,961,18,38435.0,2,0
1766,1086,45,85657.0,1,3
1767,57,22,41266.0,1,0
1768,388,31,51010.0,1,1
1769,603,26,79521.0,2,0
1770,95,44,41877.0,4,1
1771,227,51,84609.0,1,1
1772,809,51,46119.0,1,2
1773,663,18,30855.0,4,0
1774,1161,43,40845.0,2,1
1775,1023,59,67062.0,1,1
1776,1125,19,52493.0,1,2
1777,238,23,40111.0,1,3
1778,688,50,48278.0,3,1
1779,1016,57,88313.0,5,0
1780,1169,33,89675.0,3,1
1781,453,18,52608.0,1,2
1782,339,18,138210.0,1,0
1783,1156,32,43973.0,2,2
1784,1126,47,68352.0,5,3
1785,657,34,86423.0,1,2
1786,751,28,37126.0,1,0
1787,816,80,49866.0,1,0
