id,passenger_id,flight_id,fare_class,purchase_channel,ticket_price,ancillaries_spend
734,3483,622,0,2,166.08,23.62
735,1119,212,1,1,266.45,12.91
736,1837,685,0,2,303.43,0.0
737,2174,550,1,1,152.81,17.45
738,1432,676,0,1,241.82,54.09
739,2284,546,0,1,337.1,20.45
740,642,113,0,2,267.69,31.57
741,416,383,0,0,784.51,10.11
742,3337,683,0,1,380.45,42.82
743,2795,697,0,1,388.08,14.14
744,3864,449,1,0,245.53,82.68
745,3770,630,0,1,262.07,0.0
746,3943,388,0,3,510.72,60.8
747,3463,239,0,2,215.92,44.72
748,2062,519,1,0,311.07,11.96
749,2128,1074,2,2,751.68,64.4
750,556,127,0,1,346.35,39.76
751,91,216,1,0,980.52,16.7
752,2365,186,0,1,400.07,34.64
753,1954,303,0,1,425.66,25.01
754,1648,457,2,2,800.09,102.16
755,955,646,1,3,988.06,24.07
756,1032,856,0,0,233.35,90.48
757,1546,248,0,0,686.44,6.83
758,893,986,0,2,145.01,46.7
759,233,830,0,1,152.11,12.46
760,736,119,2,0,333.3,50.09
761,3487,92,2,2,511.27,2.69
762,3411,1047,0,2,359.34,53.64
763,3696,999,0,1,193.25,18.92
764,817,1013,0,0,634.84,74.54
765,389,987,2,0,666.89,77.61
766,3393,328,1,3,509.69,27.85
767,413,272,0,3,178.3,98.59
768,2029,204,1,0,499.27,43.24
769,1648,457,1,2,487.23,7.96
770,3991,1176,1,2,263.88,18.77
771,4106,363,0,0,276.17,37.38
772,2265,635,1,2,1047.98,28.8
773,3800,535,2,0,439.03,18.26
774,1259,180,1,2,561.2,17.27
775,1837,685,0,0,396.65,27.79
776,1985,1065,1,2,282.33,9.26
777,595,681,1,0,472.74,17.9
778,2897,691,2,0,1605.62,38.08
779,157,377,0,1,420.2,75.21
780,3352,748,1,1,511.44,109.36
781,3559,384,1,3,1151.68,22.83
782,2597,552,0,1,323.82,18.31
783,4036,203,0,0,274.49,44.95
784,1730,287,1,2,938.18,25.96
785,732,100,0,2,374.65,34.04
786,3929,415,0,0,330.54,29.93
787,2115,826,0,0,304.88,13.23
788,4128,330,0,1,55.2,29.64
789,1866,992,1,2,551.97,25.18
790,2304,154,0,0,735.95,15.51
791,774,195,0,2,145.78,19.66
792,2615,127,0,2,378.78,52.94
793,2033,723,0,0,165.02,84.6
794,2185,811,1,2,440.49,0.0
795,2272,68,0,0,489.88,87.36
796,3978,249,0,0,140.82,3.17
797,3091,740,2,0,472.35,29.97
798,2466,694,0,2,147.98,35.53
799,3676,960,0,0,583.48,65.6
800,1822,239,0,0,140.92,8.11
801,509,340,0,1,749.33,18.83
802,2107,384,2,1,1782.57,9.0
803,3927,1127,0,0,307.63,32.74
804,2393,897,2,3,930.58,112.5
805,1675,967,0,2,131.1,8.74
806,2819,859,1,1,929.46,37.5
807,4103,149,1,1,398.08,79.75
808,1953,74,0,0,182.23,15.02
809,1147,581,1,2,976.11,38.47
810,3556,1148,0,0,273.08,44.9
811,627,888,1,0,438.51,32.54
812,3146,763,0,2,390.9,13.15
813,1551,805,0,0,379.37,3.8
814,2238,770,1,3,595.04,55.32
815,2642,670,2,1,869.81,17.69
816,613,1097,0,0,295.84,27.73
817,4134,578,0,3,219.85,53.61
818,2087,885,0,0,340.85,1.78
819,2772,477,0,0,639.25,22.22
820,2082,558,1,2,274.57,12.95
821,1861,439,0,0,193.34,79.75
822,203,533,1,1,492.71,75.08
823,351,732,2,2,528.81,22.86
824,3734,376,0,1,150.87,0.0
825,4182,1116,0,2,317.54,9.78
826,2785,569,0,2,284.57,19.59
827,2480,380,1,2,308.31,62.28
828,4087,402,1,1,1282.73,19.45
829,1049,699,1,2,451.41,8.67
830,1852,660,0,1,189.33,14.59
831,1278,553,2,0,463.68,20.23
832,4036,203,0,0,218.94,23.57
833,704,534,2,2,947.97,64.12
834,2200,701,0,3,205.62,12.79
835,1878,1065,1,3,404.62,25.07
836,348,302,0,2,210.72,30.56
837,2216,311,0,1,755.46,21.88
838,2866,79,0,0,251.33,18.91
839,2511,7,1,2,471.14,83.8
840,590,383,2,2,1720.07,23.25
841,2438,1151,0,3,353.77,36.9
842,4150,378,1,0,598.12,40.11
843,912,207,0,0,321.41,21.89
844,2685,724,1,2,211.9,99.78
845,2587,259,1,0,963.59,33.6
846,1758,597,0,0,694.99,9.0
847,586,642,1,2,497.17,16.18
848,3213,171,1,2,401.47,63.85
849,562,922,0,2,387.41,25.13
850,3815,137,1,0,277.41,66.74
851,244,485,0,3,661.22,3.52
852,3977,523,0,0,283.45,9.78
853,1140,433,0,1,248.78,108.7
854,1631,265,0,0,303.84,32.09
855,1398,128,0,0,169.14,8.03
856,3788,564,1,0,598.52,4.24
857,990,385,1,0,221.7,2.82
858,840,261,0,3,321.83,0.47
859,3599,370,1,0,464.41,8.37
860,1663,725,1,2,390.98,41.28
861,3362,693,1,3,257.74,24.44
862,2961,665,0,0,132.36,14.56
863,1619,700,0,3,401.11,51.99
864,1561,1056,0,1,178.49,33.51
865,2496,1057,1,0,1276.72,48.8
866,154,1024,0,3,189.22,19.52
867,3212,610,0,0,307.6,13.22
868,1708,113,0,1,274.86,11.16
869,2260,201,0,1,587.64,40.77
870,2339,1052,0,2,783.4,11.16
871,4106,363,1,0,567.69,10.75
872,3287,723,0,0,199.57,31.69
873,945,247,1,0,455.28,29.37
874,3502,907,2,3,651.69,21.23
875,2709,305,0,1,89.74,23.35
876,3898,531,0,0,296.92,37.13
877,4167,245,0,1,180.04,41.04
878,1570,968,2,0,869.66,24.69
879,1203,38,1,2,104.45,63.66
880,953,1150,0,3,463.32,23.59
881,2538,1046,1,1,279.74,40.2
882,1777,238,0,1,198.16,85.34
883,2511,7,0,2,332.43,6.0
884,3190,644,1,0,1271.49,23.06
885,2668,532,1,3,1050.57,60.75
886,1901,617,0,0,293.15,53.56
887,3522,568,0,2,191.2,13.45
888,2481,257,0,2,200.18,2.08
889,1080,147,1,0,676.73,6.21
890,3187,803,0,2,63.92,47.25
891,3101,1033,1,0,1200.97,41.47
892,364,492,1,2,308.16,22.52
893,3388,556,1,2,484.39,8.32
894,1151,1001,2,2,866.6,9.58
895,1140,433,1,1,253.79,65.41
896,27,1114,0,1,647.39,25.06
897,1735,1123,2,2,302.42,45.07
898,2410,5,0,0,248.91,29.35
899,3655,359,1,0,232.67,17.83
900,2808,425,0,2,503.89,19.44
901,3281,539,2,2,310.24,33.2
902,3435,325,0,1,115.66,80.76
903,3266,736,2,0,392.78,8.69
904,468,391,1,3,566.0,22.13
905,847,708,1,3,555.93,45.9
906,3558,1094,0,2,204.56,18.46
907,2174,550,1,0,198.69,28.52
908,1753,493,1,2,358.92,24.58
909,74,822,2,2,444.09,50.31
910,3362,693,1,0,222.49,59.43
911,3679,619,1,3,348.08,32.66
912,3526,874,1,0,328.46,14.27
913,608,398,0,2,200.55,30.2
914,829,708,0,2,308.9,59.99
915,1329,894,0,3,125.42,59.67
916,3639,1059,0,0,201.3,10.58
917,1651,896,1,0,145.92,58.07
918,3006,1016,0,0,155.67,23.9
919,2006,1009,1,0,370.48,19.79
920,1020,746,2,1,381.96,24.89
921,3458,273,1,2,623.75,11.37
922,788,760,2,0,490.35,23.24
923,1277,1165,0,3,391.0,32.07
924,1169,445,0,0,143.69,0.0
925,3935,332,0,0,153.59,43.35
926,122,535,2,2,344.26,23.37
927,3900,45,1,0,527.06,24.76
928,1304,74,2,3,351.16,18.22
929,2728,844,1,0,553.85,38.67
930,1215,91,0,1,346.59,12.67
931,4062,289,0,3,87.19,20.57
932,2261,1083,0,0,587.93,34.24
933,3815,137,1,2,374.27,41.15
934,2005,222,2,1,445.06,22.0
935,3184,388,1,0,730.28,14.7
936,2313,947,2,2,1772.88,20.96
937,4137,379,2,0,868.47,30.88
938,2339,1052,1,0,1281.4,50.31
939,160,1109,0,0,486.89,15.07
940,324,867,1,1,583.21,39.09
941,2325,701,0,1,260.08,37.28
942,2322,349,2,2,583.67,60.29
943,618,1009,0,2,320.33,13.01
944,2852,599,1,2,228.7,23.82
945,2517,1098,1,0,397.43,53.5
946,1246,238,1,0,320.98,54.94
947,3168,295,1,0,275.06,27.67
948,141,710,1,0,370.61,50.32
949,2851,440,1,2,923.45,27.08
950,2453,261,0,0,406.05,4.28
951,3812,547,0,2,334.81,39.91
952,583,5,0,2,225.21,41.93
953,2809,712,2,0,706.45,76.3
954,3250,120,1,2,527.9,23.9
955,1387,98,0,0,379.95,6.25
956,4144,43,0,1,422.24,24.08
957,3596,838,0,2,174.36,47.85
958,2270,336,1,0,645.5,25.46
959,3235,645,0,1,117.37,19.05
960,1430,207,0,3,312.43,35.85
961,664,119,1,0,259.69,33.81
962,3769,458,0,2,748.16,82.28
963,1697,953,0,1,335.9,29.58
964,1556,20,2,1,832.07,43.5
965,216,279,1,1,547.7,2.45
966,2390,346,1,1,166.99,43.41
967,2771,528,0,1,619.28,25.38
968,1889,416,0,3,384.91,9.57
969,120,219,1,3,199.04,20.88
970,2700,821,1,1,269.26,73.19
971,2021,342,1,0,548.69,39.35
972,243,341,0,0,334.47,51.88
973,1451,334,0,0,123.48,6.81
974,3052,1024,0,0,180.31,9.11
975,1719,915,0,1,244.47,126.38
976,1789,866,1,0,424.23,36.93
977,1309,885,1,0,617.99,60.56
978,4078,127,0,2,287.58,11.44
979,3300,170,0,3,328.27,13.77
980,2850,642,0,2,303.97,69.94
981,1028,768,1,2,228.09,32.57
982,1607,852,2,0,914.86,11.73
983,592,22,1,2,171.06,13.67
984,1448,828,0,0,271.16,22.34
985,3522,568,0,2,198.32,6.19
986,1911,338,1,3,1126.99,51.86
987,3289,695,0,0,358.42,1.15
988,2711,740,1,2,240.82,24.38
989,3608,1022,2,2,426.12,73.41
990,1555,594,0,2,334.28,50.12
991,1262,502,2,2,1760.07,65.62
992,1578,875,1,3,312.64,46.11
993,3894,246,0,3,391.99,14.1
994,3661,447,1,0,210.27,8.11
995,3009,155,2,1,888.88,38.84
996,2878,184,1,0,330.42,31.95
997,773,39,1,2,287.1,26.27
998,2195,581,0,0,615.12,50.13
999,99,892,1,0,375.34,56.3
1000,616,37,1,2,484.55,21.7
1001,2740,374,0,0,201.69,17.33
1002,3670,79,1,2,502.62,15.04
1003,680,56,0,1,431.04,11.84
1004,3808,467,1,0,218.42,65.61
1005,3985,439,0,1,191.77,12.99
1006,2158,314,0,2,263.07,49.1
1007,2591,934,1,1,1009.21,52.06
1008,1202,859,1,2,979.58,23.06
1009,1050,197,0,1,288.52,21.03
1010,219,61,0,0,328.22,16.34
1011,1732,823,1,1,216.32,57.34
1012,2257,796,0,0,336.46,31.05
1013,3133,613,1,2,322.66,20.52
1014,1838,161,1,1,522.61,71.51
1015,1108,535,2,2,318.6,102.42
1016,2207,460,1,0,276.07,69.3
1017,3918,915,0,3,389.62,35.1
1018,716,28,1,3,229.51,27.02
1019,457,50,1,1,225.3,6.02
1020,3541,423,0,2,424.85,5.66
1021,3210,642,1,0,448.96,15.53
1022,2136,407,0,0,181.89,24.82
1023,2580,1018,0,3,135.17,21.72
1024,986,1030,0,2,655.75,25.2
1025,625,774,0,0,152.38,28.19
1026,3867,678,0,2,219.63,18.77
1027,4152,967,1,0,217.6,28.13
1028,1432,676,0,1,335.0,63.15
1029,2586,1136,0,0,255.42,40.22
1030,2687,581,2,1,1327.15,66.34
1031,3742,1080,0,0,105.35,21.52
1032,108,413,0,0,341.23,13.36
1033,3057,521,1,0,254.45,63.84
1034,3927,1127,1,3,296.46,10.24
1035,1083,212,0,0,199.87,37.17
1036,4090,1144,0,0,629.28,69.1
1037,2103,632,0,1,338.28,6.61
1038,4092,734,0,3,301.8,16.68
1039,1883,247,0,0,412.19,78.86
1040,253,820,0,0,161.03,57.32
1041,3262,517,0,0,348.35,63.08
1042,2478,1111,0,1,216.21,46.59
1043,2946,624,0,0,216.72,5.73
1044,2582,1083,1,0,972.51,24.48
1045,818,587,1,2,360.89,6.67
1046,964,762,1,1,377.65,56.9
1047,1053,48,0,2,165.99,64.58
1048,3569,1041,0,3,165.98,14.94
1049,3660,320,0,2,310.53,42.49
1050,425,534,0,0,410.27,46.38
1051,136,450,0,0,198.43,85.35
1052,764,1015,0,0,162.68,15.87
1053,3677,457,0,0,341.57,67.63
1054,2635,1011,1,1,515.82,24.93
1055,1433,499,0,0,319.7,32.15
1056,2350,496,0,1,153.55,30.04
1057,2822,720,0,1,123.98,111.43
1058,2455,712,0,0,290.08,44.11
1059,214,924,2,3,422.74,20.71
1060,303,1016,1,0,225.85,42.36
1061,3237,546,0,1,371.33,52.94
1062,3332,936,0,3,202.32,20.22
1063,275,619,1,2,184.87,33.94
1064,1912,832,0,0,292.1,19.56
1065,1532,701,0,1,301.19,11.81
1066,1538,877,2,0,358.34,28.24
1067,2830,1111,0,1,229.11,6.49
1068,2092,8,0,0,366.51,61.0
1069,2964,1099,0,2,392.26,30.19
1070,174,555,0,0,508.52,26.23
1071,396,566,1,0,318.86,8.87
1072,2439,89,0,0,172.18,46.61
1073,1135,875,0,3,166.55,14.86
1074,792,1062,0,1,326.68,42.99
1075,2937,434,0,1,172.65,59.93
1076,3617,705,0,3,171.65,6.41
1077,1601,971,0,2,660.35,28.95
1078,191,176,0,0,148.26,86.29
1079,624,157,0,2,215.78,39.48
1080,1706,259,0,0,663.84,9.6
1081,917,827,0,1,349.97,74.85
1082,603,860,0,1,169.52,8.93
1083,650,1051,2,0,312.5,13.44
1084,943,1057,1,0,1166.1,16.89
1085,3401,545,0,1,393.37,33.32
1086,2911,521,0,0,154.68,28.22
1087,235,1043,1,1,899.93,25.63
1088,905,652,0,3,204.36,75.31
1089,963,1014,0,1,303.78,33.08
1090,3344,948,0,0,210.31,31.92
1091,2316,280,0,2,306.67,34.19
1092,2242,1055,0,1,638.27,18.83
1093,122,535,0,0,126.54,54.55
1094,848,1182,0,1,257.76,14.53
1095,2932,587,0,1,203.76,9.22
1096,4038,666,1,0,205.59,51.22
1097,3793,973,1,1,181.26,7.1
1098,892,558,0,3,237.48,93.23
1099,601,116,0,1,190.19,51.25
1100,2664,605,1,0,146.23,15.3
1101,2486,438,0,1,174.32,11.44
1102,159,101,1,2,236.0,88.25
1103,2835,1125,0,3,255.44,10.98
1104,831,1025,0,0,384.6,6.18
1105,3265,762,0,0,131.07,22.07
1106,787,287,0,3,666.86,13.72
1107,1247,442,0,2,165.56,121.41
1108,1799,32,0,0,253.94,32.2
1109,1285,21,0,2,45.0,20.44
1110,1904,894,0,0,45.0,31.86
1111,1591,1106,0,0,270.35,43.53
1112,1607,852,0,0,388.78,9.42
1113,414,29,0,2,140.76,27.17
1114,2579,1103,0,0,682.93,89.73
1115,1415,296,0,0,199.42,8.99
1116,736,119,2,1,262.4,21.85
1117,590,383,1,1,1154.6,75.43
1118,2087,885,0,0,434.94,14.55
1119,2962,345,0,0,288.87,34.73
1120,3988,69,1,2,300.27,135.78
1121,2399,583,0,1,763.17,111.82
1122,3736,895,0,2,121.33,21.52
1123,1534,291,0,0,208.05,26.72
1124,3672,301,1,1,393.41,25.01
1125,697,846,0,0,196.37,55.53
1126,2612,935,0,0,221.27,118.32
1127,928,663,0,0,177.58,4.31
1128,353,869,0,1,374.34,16.28
1129,3994,383,0,2,718.38,38.65
1130,2187,1147,1,2,589.23,27.86
1131,2078,1092,0,1,774.12,27.31
1132,267,1046,1,0,269.91,89.73
1133,2004,1033,0,2,734.79,18.75
1134,2546,794,1,1,1261.47,16.35
1135,1492,203,0,0,192.79,60.91
1136,2114,867,0,2,343.64,3.0
1137,635,19,0,0,188.95,59.7
1138,175,913,2,2,597.54,102.74
1139,2197,844,0,2,344.22,40.45
1140,806,360,0,1,585.94,28.2
1141,2401,267,2,1,323.7,16.76
1142,1614,686,0,2,353.42,15.45
1143,4007,126,0,0,778.48,39.05
1144,1388,427,1,3,206.4,87.32
1145,1188,27,0,0,177.36,34.21
1146,844,236,0,3,201.96,19.28
1147,3841,481,0,3,211.04,33.21
1148,3505,679,2,0,1578.76,22.28
1149,3475,673,0,3,393.88,13.14
1150,2903,18,0,3,238.88,18.89
1151,2162,565,0,2,184.01,23.29
1152,586,642,0,3,379.72,31.01
1153,2815,11,0,2,164.29,41.23
1154,3133,613,2,2,431.08,20.47
1155,706,436,0,2,165.38,42.03
1156,1292,365,2,1,842.57,76.73
1157,997,919,0,0,288.49,53.67
1158,1651,896,2,0,269.83,136.67
1159,1372,901,0,0,409.93,26.17
1160,1033,286,0,0,221.41,5.19
1161,215,148,0,3,259.15,9.98
1162,3119,1056,0,3,182.87,17.39
1163,1695,673,2,0,824.96,47.1
1164,791,606,1,0,347.22,45.3
1165,60,978,0,2,115.57,32.01
1166,3028,372,0,3,130.12,32.06
1167,739,921,2,0,326.41,49.06
1168,1393,1052,0,2,704.29,46.67
1169,4145,982,1,0,223.0,36.16
1170,3720,832,1,0,511.42,18.95
1171,1387,98,0,0,324.61,59.36
1172,4161,534,0,0,347.57,28.37
1173,3365,456,1,3,496.88,15.66
1174,1094,111,0,0,328.38,33.81
1175,2009,137,0,2,241.28,15.93
1176,2390,346,0,1,174.26,24.39
1177,1460,725,0,2,221.82,34.28
1178,227,1196,0,1,693.02,31.46
1179,2340,337,2,1,279.28,22.08
1180,963,1014,0,0,356.8,33.38
1181,92,546,0,2,351.91,74.63
1182,2947,134,1,0,314.14,3.23
1183,1137,932,0,0,658.0,15.4
1184,1704,367,0,0,141.26,42.51
1185,3151,1051,0,3,63.51,70.7
1186,3798,662,0,2,350.47,35.82
1187,490,1085,0,0,308.77,67.32
1188,1913,3,0,1,130.48,22.79
1189,23,888,0,3,235.42,39.27
1190,423,581,1,0,966.15,15.53
1191,1725,334,2,3,451.91,74.06
1192,2564,310,0,3,284.31,21.54
1193,3059,955,0,3,175.99,67.57
1194,832,382,0,2,70.07,21.03
1195,430,1111,0,3,284.13,44.23
1196,3144,595,1,1,791.63,30.99
1197,2862,307,0,0,237.8,45.3
1198,3177,186,0,0,316.44,40.27
1199,671,317,0,0,201.28,67.02
1200,1819,444,1,0,449.82,53.06
1201,1043,471,2,1,750.57,52.0
1202,244,485,1,3,1077.89,28.27
1203,2221,735,0,2,336.07,6.79
1204,3213,171,0,1,300.7,0.2
1205,3488,549,2,2,447.6,79.91
1206,3847,578,0,1,170.2,49.54
1207,3864,449,0,2,121.59,13.6
1208,199,12,2,2,647.67,34.69
1209,1138,577,0,1,232.22,21.78
1210,3877,1125,1,3,392.73,22.62
1211,2819,859,0,2,684.12,16.07
1212,2512,253,0,0,170.9,55.22
1213,3884,720,0,0,160.71,22.6
1214,1229,894,0,3,175.64,64.01
1215,3415,23,0,3,320.08,16.52
1216,4143,856,1,0,261.08,32.89
1217,4061,1026,0,0,268.26,27.09
1218,2202,256,1,2,246.57,32.87
1219,1993,468,2,0,898.03,77.79
1220,604,210,2,2,394.33,43.12
1221,1996,124,0,0,256.19,31.21
1222,3406,92,0,3,296.04,74.59
1223,3779,624,1,0,248.77,7.72
1224,589,351,0,3,264.66,20.01
1225,2300,1058,0,3,148.84,71.03
1226,2131,341,0,0,261.94,3.87
1227,88,133,0,3,124.65,49.49
1228,2356,628,0,2,199.65,25.66
1229,1307,1072,1,0,225.0,77.48
1230,134,334,0,3,124.52,58.15
1231,3185,567,0,1,592.04,24.43
1232,74,822,0,0,164.17,54.0
1233,349,1112,1,3,1004.68,23.43
1234,3553,249,1,0,214.07,50.0
1235,4153,567,1,2,1057.8,29.91
1236,3474,369,0,0,156.38,41.95
1237,4146,140,0,0,190.41,30.77
1238,1842,676,2,1,754.86,23.74
1239,2958,853,2,2,169.78,28.65
1240,3060,933,0,0,171.75,37.35
1241,1448,828,0,2,336.81,13.42
1242,1537,1144,1,3,1060.92,12.93
1243,4175,122,0,0,402.06,24.73
1244,2455,712,1,1,412.52,21.29
1245,1885,737,2,1,654.49,49.58
1246,2969,154,0,0,756.47,12.24
1247,1117,1007,0,0,183.53,10.95
1248,49,128,1,2,263.71,44.19
1249,386,605,1,1,188.49,7.73
1250,1578,875,0,1,214.69,28.64
1251,638,385,0,0,121.26,14.41
1252,3725,183,0,1,134.22,107.5
1253,1672,420,1,2,404.69,34.49
1254,1584,726,1,3,214.34,27.36
1255,287,997,2,2,779.33,24.39
1256,2182,203,0,1,223.98,0.0
1257,39,79,0,0,380.41,31.14
1258,224,537,0,2,157.53,19.82
1259,73,510,1,2,317.28,66.73
1260,114,231,0,2,190.16,27.83
1261,2269,456,1,2,613.5,98.38
1262,1635,782,0,1,266.31,27.98
1263,1905,1164,0,1,208.13,23.13
1264,21,606,0,3,235.4,1.65
1265,3894,246,0,2,307.0,11.8
1266,3289,695,0,0,306.69,1.34
1267,1895,12,1,0,513.29,5.18
1268,763,557,1,0,258.4,9.54
1269,2923,1118,2,0,408.94,22.85
1270,1385,665,0,0,231.92,25.3
1271,3786,407,2,0,356.93,56.31
1272,2412,938,2,0,603.12,15.32
1273,1240,547,0,0,283.44,13.5
1274,1907,973,0,0,151.9,22.87
1275,3041,611,2,0,390.66,32.18
1276,1764,1102,0,2,158.17,21.18
1277,3892,451,1,2,173.24,25.98
1278,2604,364,2,1,669.77,117.33
1279,2296,802,1,2,509.41,13.85
1280,3158,1117,0,1,297.06,42.05
1281,1734,66,1,0,585.98,76.68
1282,1180,1041,0,1,195.53,56.64
1283,464,993,2,1,887.52,27.16
1284,24,99,0,1,314.44,13.4
1285,3052,1024,1,1,358.39,43.52
1286,1490,838,2,2,398.15,13.87
1287,3839,622,0,0,244.36,62.23
1288,453,455,1,0,910.44,43.46
1289,1928,446,1,2,394.15,22.82
1290,197,103,0,1,99.4,12.49
1291,290,1099,0,0,467.57,29.51
1292,1556,20,0,1,345.59,10.14
1293,3980,425,0,0,702.72,42.11
1294,3467,201,0,1,638.5,11.74
1295,2451,170,0,3,369.64,14.68
1296,1972,938,0,3,305.46,20.74
1297,2746,860,0,0,161.72,0.0
1298,2666,806,0,2,303.38,32.0
1299,3493,678,1,0,350.92,24.36
1300,1860,303,1,1,577.8,54.67
1301,3677,457,0,2,272.4,42.85
1302,4118,353,0,2,426.76,6.05
1303,128,465,0,0,357.42,27.91
1304,987,336,0,3,318.02,30.08
1305,894,1091,1,2,558.78,16.96
1306,331,161,1,0,486.92,138.14
1307,3941,270,2,0,1629.04,39.61
1308,2537,1162,0,1,352.53,75.55
1309,911,192,1,0,1009.13,15.05
1310,593,816,0,2,221.47,13.41
1311,1187,847,1,1,159.85,16.03
1312,3514,985,0,3,127.32,27.59
1313,3606,1128,2,3,961.96,160.19
1314,3811,928,2,3,479.83,32.17
1315,1470,630,0,0,330.72,12.57
1316,350,1097,2,0,524.39,57.56
1317,3877,1125,0,0,230.54,129.58
1318,1280,391,1,0,570.54,57.83
1319,2516,635,0,2,773.02,12.81
1320,3272,1064,0,2,617.34,45.15
1321,437,194,0,3,361.97,30.82
1322,2255,1088,0,0,782.3,33.56
1323,1204,36,2,0,481.05,23.35
1324,2220,403,0,0,249.11,67.94
1325,2429,677,0,3,179.44,22.39
1326,1562,874,1,2,317.32,75.56
1327,2334,1187,2,2,705.93,24.44
1328,3323,60,2,1,1770.09,38.79
1329,3500,931,1,1,255.96,55.85
1330,1927,819,2,0,341.12,112.11
1331,1916,889,2,0,1325.36,57.41
1332,3889,366,0,1,192.67,35.27
1333,1568,71,0,0,121.5,115.06
1334,4113,815,0,0,194.87,0.0
1335,2435,455,0,1,612.98,25.21
1336,2595,940,2,2,1440.57,23.47
1337,3878,589,1,0,266.6,36.96
1338,4004,385,0,1,98.15,37.8
1339,1928,446,0,3,254.55,27.31
1340,1543,812,0,1,719.9,26.13
1341,3643,543,1,0,287.11,69.92
1342,3514,985,1,0,289.64,24.59
1343,2686,327,1,0,292.65,49.93
1344,1507,1185,1,3,653.95,53.72
1345,639,872,1,0,440.36,32.04
1346,983,123,0,2,422.02,14.77
1347,341,353,2,1,1020.29,22.06
1348,3913,960,0,2,607.13,33.24
1349,3058,206,2,2,763.21,79.9
1350,2755,948,0,0,234.04,21.4
1351,69,584,1,0,278.6,6.21
1352,1593,726,0,1,74.51,9.8
1353,973,791,1,2,611.53,41.11
1354,1778,688,1,0,169.63,39.86
1355,1180,1041,0,0,197.31,23.76
1356,1955,595,0,0,600.77,78.75
1357,2349,405,1,0,530.41,41.65
1358,913,838,2,2,419.6,41.24
1359,959,858,0,0,97.75,69.56
1360,2487,782,0,1,236.4,29.69
1361,3213,171,0,3,354.73,7.41
1362,1431,14,0,1,107.8,44.04
1363,3816,965,2,0,790.16,21.66
1364,2814,976,1,0,528.51,37.04
1365,2156,648,2,0,947.44,14.79
1366,3631,976,0,2,314.87,71.77
1367,2697,643,0,2,383.48,34.98
1368,31,166,0,1,225.98,65.51
1369,3530,380,0,2,152.12,18.52
1370,2993,836,0,3,132.9,42.76
1371,651,998,0,0,49.9,63.0
1372,3258,856,1,1,292.85,61.85
1373,2387,1122,0,0,394.9,22.29
1374,510,47,0,0,359.0,14.8
1375,760,596,0,1,131.12,10.68
1376,1802,627,0,3,311.44,40.46
1377,3872,1022,1,0,292.67,36.32
1378,1341,298,0,2,712.05,26.36
1379,1023,505,1,2,527.34,8.36
1380,123,468,0,0,387.49,19.66
1381,4128,330,0,3,134.22,17.76
1382,4123,280,0,2,312.57,31.15
1383,2825,83,2,0,1912.94,27.47
1384,51,612,0,0,260.09,14.29
1385,3779,624,2,0,457.9,29.68
1386,3352,748,0,0,308.08,40.36
1387,3757,743,1,2,349.76,22.59
1388,2476,1126,1,0,289.69,33.07
1389,4196,82,1,3,224.16,23.32
1390,2528,210,0,2,204.78,8.32
1391,139,401,1,0,244.97,38.36
1392,3701,817,0,1,212.03,6.9
1393,780,501,0,0,45.0,36.93
1394,375,833,1,3,357.07,31.34
1395,3914,74,0,1,132.55,27.99
1396,1768,388,1,0,749.05,74.46
1397,3953,71,0,0,154.17,7.27
1398,182,1079,1,1,142.16,10.48
1399,235,1043,0,2,533.71,24.13
1400,3882,1138,1,2,558.26,23.39
1401,1250,616,0,2,422.76,3.24
1402,1540,904,0,0,385.18,27.75
1403,3122,367,0,3,83.97,9.61
1404,1114,1109,2,3,1513.24,33.22
1405,1061,391,0,3,357.29,13.49
1406,548,335,2,1,489.95,11.78
1407,919,622,0,0,264.43,12.84
1408,3003,123,0,2,332.71,81.68
1409,817,1013,2,0,1405.2,43.22
1410,645,1083,1,0,988.34,6.22
1411,3018,763,2,1,877.4,32.67
1412,2168,83,0,0,765.64,17.83
1413,702,996,0,2,243.28,41.85
1414,1513,524,1,3,430.38,73.02
1415,3446,384,0,0,731.32,59.85
1416,2155,247,0,1,295.88,23.2
1417,3716,582,0,0,319.77,63.47
1418,2707,727,1,2,284.17,15.19
1419,961,189,0,1,147.85,37.82
1420,3636,131,0,1,281.86,36.24
1421,185,714,0,2,160.22,32.93
1422,1708,113,0,0,248.22,35.09
1423,85,628,0,2,170.67,47.68
1424,1389,667,0,1,208.13,100.2
1425,1378,829,1,0,312.0,81.74
1426,2444,851,0,0,232.6,33.76
1427,1599,709,0,1,243.98,7.42
1428,376,1018,0,0,115.08,31.67
1429,1122,73,0,0,187.8,51.47
1430,155,799,1,2,292.37,20.92
1431,688,695,0,0,240.95,5.58
1432,278,1103,0,0,624.23,8.33
1433,3559,384,0,1,681.49,46.71
1434,1383,57,0,1,179.38,22.52
1435,975,857,1,3,1092.1,12.2
1436,1004,1120,0,0,323.16,33.11
1437,2659,114,0,0,230.11,58.1
1438,1200,27,0,0,138.63,38.19
1439,2556,406,2,1,427.64,26.71
1440,2934,1164,0,0,115.6,16.56
1441,3412,1060,1,3,277.26,10.65
1442,2571,958,0,0,323.57,29.59
1443,2297,432,0,0,360.06,13.14
1444,2865,406,1,1,254.71,25.31
1445,716,28,1,0,225.8,12.83
1446,4072,260,2,3,639.46,36.24
