id,origin_airport_id,destination_airport_id,distance,departure_hour,airline_code,is_delayed
845,2,10,481.5,14,2,0
846,6,15,672.3,13,0,0
847,2,10,421.9,11,2,1
848,2,15,1690.5,13,2,1
849,16,2,3331.1,10,1,1
850,4,14,217.8,18,5,0
851,1,18,1475.4,8,4,0
852,6,5,1819.4,9,4,0
853,18,4,216.7,18,1,1
854,6,3,743.3,7,3,0
855,2,1,456.0,15,3,0
856,6,1,650.5,5,2,0
857,15,4,2962.3,9,3,1
858,14,15,532.3,17,3,0
859,11,17,3046.0,21,4,1
860,11,6,640.0,5,1,0
861,13,14,573.4,17,3,0
862,13,4,1226.3,18,1,1
863,9,18,489.0,11,1,0
864,4,10,3758.0,15,3,1
865,18,16,1455.0,23,1,0
866,8,13,1034.8,4,0,0
867,7,1,1782.3,8,0,1
868,14,12,482.1,15,5,1
869,12,4,1494.4,19,0,1
870,3,14,1085.4,8,4,1
871,9,15,1092.9,7,0,1
872,11,1,1322.7,12,1,0
873,18,5,1364.2,13,0,1
874,14,10,471.3,16,0,0
875,16,15,545.8,6,4,1
876,4,15,1561.0,12,1,0
877,15,4,443.9,17,3,1
878,12,13,3801.7,4,2,1
879,11,3,1555.7,17,4,1
880,18,13,581.2,14,1,1
881,4,5,1508.6,15,0,1
882,17,16,526.3,9,1,0
883,4,6,1892.5,17,0,1
884,18,10,503.9,13,0,0
885,4,12,1604.4,8,3,0
886,15,14,593.0,8,0,0
887,16,14,559.7,19,0,1
888,12,7,920.1,20,1,0
889,5,12,2748.5,5,3,1
890,1,3,3359.5,8,2,1
891,18,3,692.6,12,1,0
892,11,3,831.2,15,0,0
893,14,13,1631.6,20,4,0
894,12,4,375.7,6,5,0
895,10,14,486.1,7,4,0
896,18,6,410.9,7,1,0
897,13,18,1416.7,9,4,1
898,12,14,656.6,4,4,0
899,9,18,425.1,12,5,1
900,3,7,647.0,1,4,0
901,3,16,1766.9,19,1,0
902,11,12,1173.6,7,5,0
903,12,8,476.2,11,2,1
904,10,11,1627.9,6,2,1
905,12,8,539.5,10,3,0
906,10,18,655.1,9,5,0
907,7,12,1067.5,2,0,0
908,14,10,697.0,20,4,0
909,13,10,1158.3,8,1,0
910,11,8,1469.4,14,3,0
911,9,17,726.2,3,5,1
912,14,15,528.5,18,2,0
913,15,5,921.2,13,4,0
914,17,11,567.2,8,4,0
915,13,18,1313.0,23,1,1
916,18,15,1616.6,23,0,0
917,6,8,1217.0,9,0,0
918,2,15,1100.9,13,4,0
919,4,17,844.3,13,4,1
920,7,16,729.0,14,3,0
921,3,5,424.6,18,0,1
922,18,2,1687.7,16,5,0
923,13,18,3400.0,20,5,1
924,8,6,441.9,23,1,0
925,6,18,1172.7,18,2,0
926,12,10,287.8,2,3,1
927,2,18,1162.4,5,4,1
928,11,4,638.9,10,5,0
929,4,10,516.9,10,0,1
930,4,5,523.3,7,5,0
931,13,14,521.1,20,1,0
932,9,3,3196.9,19,5,1
933,8,1,449.7,12,1,1
934,15,14,2965.4,23,1,1
935,5,15,527.6,5,3,1
936,18,9,720.5,15,3,0
937,2,18,1646.1,12,0,1
938,7,16,1108.1,17,0,0
939,6,4,1539.6,14,3,1
940,5,1,3018.4,7,3,1
941,3,18,1273.2,12,0,1
942,6,9,696.1,7,4,0
943,2,1,2920.1,20,3,1
944,14,2,673.7,23,2,1
945,5,10,3310.6,5,3,1
946,15,10,1253.4,17,3,1
947,4,5,3588.3,10,3,1
948,2,6,737.1,8,3,0
949,7,4,804.8,6,5,0
950,9,17,2808.7,13,2,1
951,13,14,780.8,8,0,0
952,17,9,1478.1,15,1,1
953,16,3,1687.4,15,0,1
954,1,16,497.4,14,3,1
955,5,3,411.4,20,1,0
956,7,5,282.9,13,0,0
957,9,4,659.3,4,1,1
958,9,8,1579.0,12,5,0
959,4,14,1389.8,18,1,1
960,7,6,2780.5,18,1,1
961,5,9,1279.0,15,0,1
962,12,11,1506.4,16,0,1
963,1,8,527.9,18,0,0
964,15,2,1468.9,17,0,0
965,2,4,1452.1,5,3,1
966,10,4,578.8,4,1,0
967,3,7,591.5,15,1,0
968,5,14,1499.3,10,3,1
969,18,5,626.6,7,0,0
970,16,9,552.9,12,4,0
971,3,14,3128.2,9,0,1
972,10,17,520.8,9,3,0
973,8,10,407.5,13,4,0
974,4,3,558.9,12,2,0
975,10,1,621.9,17,4,0
976,11,5,1404.7,9,0,1
977,2,12,357.8,13,4,0
978,1,15,581.2,10,3,0
979,2,3,525.4,20,1,0
980,11,18,521.5,1,4,0
981,5,7,509.7,13,3,1
982,12,16,435.7,20,1,0
983,11,17,760.1,15,1,1
984,4,15,1492.5,12,4,1
985,16,18,544.7,13,1,0
986,17,8,525.5,18,2,0
987,9,11,1191.5,11,2,1
988,6,2,3383.5,20,4,1
989,17,18,588.1,9,1,0
990,14,11,1940.1,9,2,1
991,7,9,2468.8,13,1,1
992,16,3,1579.0,14,2,0
993,4,5,1659.5,14,5,1
994,6,9,1215.5,11,5,1
995,17,15,1532.7,19,0,0
996,8,1,1236.7,9,5,1
997,1,11,1518.2,2,5,1
998,2,8,691.4,20,3,0
999,17,15,481.1,9,1,0
1000,3,1,504.7,9,4,0
1001,14,16,1469.7,18,2,1
1002,10,11,831.9,8,4,0
1003,13,18,1442.6,18,3,0
1004,4,5,1289.2,22,0,1
1005,12,11,1571.8,21,2,1
1006,16,8,1151.3,10,4,1
1007,7,10,688.5,15,2,0
1008,5,6,1300.9,8,2,0
1009,12,14,1332.8,13,4,1
1010,18,14,442.4,4,2,0
1011,14,9,1534.4,15,1,1
1012,1,11,1414.1,6,4,1
1013,16,12,2614.9,11,2,1
1014,11,1,1234.5,16,0,0
1015,10,13,621.9,4,3,0
1016,12,8,410.3,9,3,0
1017,12,17,446.2,16,3,0
1018,5,4,469.0,7,2,1
1019,6,14,3363.3,10,1,1
1020,18,11,705.2,15,5,0
1021,15,6,413.4,10,1,0
1022,5,3,849.2,7,3,1
1023,12,17,1365.5,13,3,1
1024,12,8,633.6,16,1,1
1025,4,3,1337.6,21,1,0
1026,7,10,1198.4,14,3,0
1027,14,1,1373.4,11,3,1
1028,15,7,1527.5,4,0,1
1029,5,4,778.7,13,0,0
1030,9,15,2981.9,14,2,0
1031,17,6,3279.3,14,0,1
1032,13,1,1259.7,23,3,1
1033,15,10,3597.3,20,2,1
1034,14,18,547.6,12,0,0
1035,5,14,496.9,9,5,0
1036,18,7,2530.2,4,5,0
1037,6,17,648.5,18,2,1
1038,4,13,3549.3,18,4,1
1039,3,5,395.1,4,2,0
1040,9,1,361.7,16,5,1
1041,9,12,513.7,12,2,0
1042,18,16,576.1,1,2,1
1043,2,4,2719.4,9,3,1
1044,18,12,3156.2,17,1,1
1045,12,8,1560.6,19,1,1
1046,6,3,364.6,20,1,0
1047,7,5,1562.6,6,2,1
1048,5,16,1032.1,16,2,0
1049,9,10,1188.3,9,2,1
1050,9,6,1521.4,16,3,1
1051,5,12,373.7,10,0,0
1052,7,17,3832.0,10,2,1
1053,16,18,1913.6,17,0,0
1054,18,2,1097.1,11,5,1
1055,5,12,3748.9,4,2,1
1056,7,13,650.9,2,3,0
1057,4,9,3886.0,17,4,1
1058,18,14,450.5,19,5,0
1059,9,7,548.0,4,3,1
1060,9,13,584.1,16,3,1
1061,16,5,1142.5,9,5,1
1062,5,4,1596.4,19,3,1
1063,18,17,314.4,4,3,1
1064,11,14,3070.3,3,3,1
1065,11,12,608.9,14,4,0
1066,5,12,1498.8,10,4,1
1067,14,13,1330.8,11,3,1
1068,18,12,513.4,16,1,0
1069,7,1,411.2,5,2,1
1070,17,18,1180.5,6,1,1
1071,10,11,1383.4,10,2,0
1072,4,13,574.3,5,4,1
1073,16,6,596.5,11,2,0
1074,9,5,1258.2,3,1,1
1075,10,1,1401.6,6,1,0
1076,12,11,1563.5,15,2,1
1077,13,17,1473.7,17,3,1
1078,6,14,3633.2,11,5,1
1079,17,14,480.5,7,0,1
1080,3,2,558.0,12,0,0
1081,16,17,1800.1,19,3,0
1082,13,12,329.0,5,0,1
1083,11,7,2830.3,15,1,1
1084,2,4,1665.4,10,1,1
1085,15,3,961.7,11,3,0
1086,3,8,856.0,8,0,0
1087,6,13,605.6,18,5,1
1088,17,18,3513.4,11,1,1
1089,10,1,1636.2,21,3,0
1090,10,14,606.6,11,2,0
1091,11,10,1598.7,12,0,0
1092,8,15,3901.6,6,1,1
1093,1,8,782.0,17,0,0
1094,18,3,590.7,20,4,0
1095,18,6,2693.4,13,1,0
1096,14,2,332.7,1,3,1
1097,11,6,876.7,3,1,1
1098,15,2,1163.3,5,0,1
1099,11,17,1651.7,16,2,1
1100,3,15,466.5,18,1,1
1101,3,9,3239.2,20,3,1
1102,2,7,568.7,15,1,0
1103,18,9,2992.2,12,5,1
1104,9,2,367.1,19,4,1
1105,11,9,514.7,4,0,0
1106,11,18,1425.0,6,1,0
1107,14,1,1254.3,13,1,0
1108,16,18,437.1,18,4,1
1109,11,12,2643.5,4,2,1
1110,8,3,1438.2,6,2,1
1111,13,7,1284.9,10,4,0
1112,5,12,3052.4,23,4,1
1113,13,6,540.5,9,1,0
1114,4,13,3326.8,10,0,1
1115,12,13,1097.3,11,4,1
1116,1,5,1505.6,4,4,1
1117,13,6,1411.3,17,0,0
1118,16,2,562.1,12,0,0
1119,7,12,515.5,11,1,0
1120,5,1,1177.0,19,4,1
1121,14,15,407.3,8,1,0
1122,8,9,1394.9,10,2,1
1123,16,6,404.9,4,0,1
1124,5,8,1138.8,20,1,1
1125,13,7,620.9,5,1,0
1126,9,2,817.1,13,5,0
1127,15,17,606.3,3,3,0
1128,4,1,1488.0,10,0,1
1129,3,9,584.6,4,2,0
1130,2,14,3934.3,19,0,1
1131,9,17,637.8,17,4,0
1132,10,9,1247.2,11,4,0
1133,1,2,795.9,16,4,0
1134,17,9,3107.4,20,1,1
1135,14,12,586.0,9,0,0
1136,9,10,1133.0,15,0,1
1137,13,5,366.3,15,3,0
1138,13,2,1522.3,16,4,0
1139,16,18,557.6,6,0,0
1140,15,14,485.0,15,1,0
1141,2,16,1341.6,7,0,1
1142,15,18,511.8,15,2,0
1143,6,1,546.5,9,3,0
1144,8,15,3305.0,14,1,1
1145,7,1,423.3,5,4,0
1146,16,10,1356.1,9,0,0
1147,16,15,1447.9,16,4,0
1148,8,7,749.6,6,0,0
1149,5,1,847.4,5,2,0
1150,4,14,1943.7,7,3,1
1151,14,18,1165.8,7,2,0
1152,10,7,532.2,16,5,0
1153,9,3,1537.8,20,0,1
1154,13,9,527.5,6,4,1
1155,2,9,1073.1,15,1,0
1156,7,6,401.4,17,3,0
1157,6,18,1678.7,15,0,1
1158,6,13,1335.5,14,0,0
1159,16,1,3440.9,19,0,1
1160,4,7,715.1,16,4,0
1161,14,4,586.3,14,1,0
1162,4,13,1328.4,9,0,0
1163,15,17,421.6,4,4,1
1164,16,8,270.1,8,2,0
1165,13,1,1592.1,6,4,1
1166,3,14,889.2,5,0,1
1167,16,6,473.1,13,0,0
1168,13,14,559.1,18,1,0
1169,11,2,637.9,4,5,0
1170,16,18,1492.2,14,0,0
1171,16,17,1616.8,9,0,1
1172,3,5,642.7,1,5,1
1173,13,3,3234.7,15,0,1
1174,7,1,510.6,22,4,0
1175,10,2,3006.1,9,5,1
1176,16,5,584.0,11,3,1
1177,4,7,3121.1,17,1,1
1178,18,1,1572.1,19,1,0
1179,12,11,791.1,4,3,0
1180,12,14,539.7,20,2,0
1181,10,11,1643.7,7,1,1
1182,17,4,1081.7,5,1,1
1183,13,9,1380.9,11,4,1
1184,10,17,564.8,11,4,0
1185,8,4,1783.3,3,2,0
1186,15,9,488.6,12,2,0
1187,17,18,1170.6,8,0,1
1188,13,12,3303.6,16,1,1
1189,6,13,1425.2,15,0,0
1190,16,13,498.8,7,4,0
1191,2,9,1146.6,14,4,0
1192,11,12,1116.8,23,0,0
1193,2,1,641.0,8,1,1
1194,11,12,698.5,11,0,0
1195,10,2,484.7,0,1,1
1196,9,18,3667.9,10,3,1
1197,18,5,744.7,7,3,1
1198,1,8,1685.5,2,1,0
1199,8,6,3105.5,12,1,1
1200,8,9,452.4,7,3,1
