id,ticket_id,claim_type,claim_amount,resolved_days,fraud_flag
940,5230,0,223.15,11,0
941,5594,0,35.32,11,0
942,904,3,104.61,9,0
943,2681,0,106.03,6,0
944,419,2,174.09,2,0
945,4827,0,31.03,3,0
946,3155,3,777.57,10,0
947,2916,0,102.99,7,0
948,1561,0,228.01,7,1
949,5484,0,87.65,11,0
950,4875,0,78.72,8,0
951,4730,3,394.58,10,0
952,1238,0,448.04,8,0
953,5136,1,78.74,8,0
954,2869,0,237.7,1,0
955,4748,0,233.78,5,0
956,924,1,48.19,7,0
957,3168,0,457.96,7,0
958,3463,1,294.88,7,0
959,4961,0,173.81,2,0
960,3145,0,55.02,9,0
961,5278,0,136.12,5,0
962,446,1,65.34,11,0
963,5527,2,160.86,6,0
964,5035,0,202.11,11,0
965,1018,3,174.26,7,0
966,3475,3,349.1,10,0
967,2229,2,78.25,9,0
968,3819,0,57.86,2,0
969,696,1,201.58,11,0
970,4803,1,58.98,1,1
971,2118,0,649.18,8,0
972,857,2,84.84,5,0
973,2284,3,93.66,9,0
974,742,0,178.83,6,0
975,2189,2,96.52,10,0
976,4029,3,298.79,10,0
977,2165,1,721.11,5,0
978,1554,0,69.77,6,0
979,2574,1,78.53,17,1
980,4576,1,40.86,9,0
981,1498,2,147.99,3,1
982,2205,2,291.85,7,0
983,1622,0,257.81,13,0
984,4124,0,246.87,12,0
985,4554,0,247.15,11,0
986,1073,1,156.37,2,0
987,2878,1,220.07,4,0
988,520,0,30.0,8,0
989,3430,1,352.78,7,0
990,4211,0,40.88,14,0
991,26,2,175.25,9,0
992,1006,3,182.17,8,1
993,5026,3,163.48,15,0
994,4753,0,342.43,4,0
995,3219,0,79.69,7,0
996,4513,1,36.69,11,0
997,1044,0,115.27,8,0
998,4746,0,176.1,5,0
999,4222,0,133.76,7,0
1000,3176,1,439.61,7,0
1001,1160,3,212.61,13,0
1002,1808,2,67.03,6,0
1003,1745,2,133.77,8,0
1004,1254,0,36.32,6,0
1005,4564,2,198.34,9,1
1006,152,0,359.85,8,0
1007,2276,1,33.22,4,0
1008,3401,2,175.05,3,0
1009,2898,2,129.44,8,0
1010,2416,0,91.89,12,0
1011,3550,2,182.9,8,0
1012,3591,0,177.58,6,0
1013,4088,0,80.99,2,0
1014,1689,1,624.38,4,0
1015,2438,0,84.89,6,0
1016,1817,1,105.82,10,0
1017,262,1,94.11,10,0
1018,4016,1,186.77,10,0
1019,2071,0,83.23,7,0
1020,4541,3,34.95,13,0
1021,2834,0,104.46,10,0
1022,2560,2,129.57,8,0
1023,22,2,323.69,4,0
1024,1289,2,109.32,11,0
1025,2241,0,30.0,9,0
1026,564,1,401.96,6,0
1027,946,0,64.37,15,0
1028,1813,0,77.5,9,0
1029,4213,0,62.09,4,0
1030,827,2,104.65,10,0
1031,2919,1,217.19,1,0
1032,5261,0,573.09,7,0
1033,1502,0,204.63,12,0
1034,2223,0,167.78,3,0
1035,4402,0,99.22,5,1
1036,2567,0,307.04,7,0
1037,663,2,115.36,8,0
1038,4404,0,66.13,10,0
1039,5171,0,98.36,5,0
1040,5380,1,194.1,4,0
1041,737,0,337.37,9,0
1042,5484,2,44.88,11,0
1043,1083,1,231.36,5,0
1044,2983,1,77.64,5,0
1045,3523,3,185.85,15,1
1046,3058,0,212.13,10,0
1047,2893,1,258.17,7,0
1048,5218,1,207.44,5,0
1049,2436,1,150.6,6,0
1050,2982,0,30.0,6,0
1051,2891,0,70.13,5,0
1052,1646,0,56.54,7,0
1053,558,1,177.78,13,1
1054,3063,0,114.74,6,0
1055,437,0,125.18,4,0
1056,3023,1,170.94,15,0
1057,333,0,89.26,13,0
1058,369,2,41.9,8,0
1059,5415,0,61.46,10,0
1060,5401,1,668.32,3,1
1061,5489,0,119.77,4,0
1062,1901,0,94.58,11,0
1063,4147,0,300.1,2,0
1064,2427,1,103.4,7,0
1065,807,0,30.0,6,0
1066,1014,0,450.32,4,0
1067,2924,3,200.34,6,0
1068,2008,3,383.98,8,0
1069,5144,0,51.88,9,0
1070,2128,0,414.65,4,1
1071,3074,1,170.4,6,0
1072,2581,0,44.55,8,0
1073,2000,0,220.94,6,0
1074,3918,1,323.12,4,0
1075,1275,0,38.44,5,0
1076,5571,0,114.75,8,0
1077,690,2,359.7,10,0
1078,512,0,350.48,3,0
1079,2149,3,462.46,11,0
1080,447,0,46.09,3,1
1081,3497,1,383.04,13,0
1082,3790,0,65.63,4,0
1083,1306,3,96.84,15,0
1084,4940,0,178.99,13,0
1085,3810,0,144.23,12,0
1086,4834,0,322.41,8,1
1087,3462,0,195.21,12,0
1088,4580,0,145.63,6,0
1089,5545,0,58.44,11,0
1090,1987,0,546.3,6,0
1091,4503,0,60.29,5,1
1092,2840,0,540.3,2,0
1093,3451,0,96.83,7,0
1094,2108,1,330.79,8,0
1095,5224,0,94.96,2,0
1096,3180,0,54.92,6,0
1097,2695,3,230.15,17,1
1098,2145,2,110.94,4,0
1099,3713,3,346.07,10,0
1100,1295,3,52.78,10,0
1101,3174,0,67.6,8,0
1102,4296,0,115.58,8,0
1103,1741,0,48.83,6,0
1104,2520,0,77.15,9,0
1105,1185,2,186.35,1,0
1106,4905,2,151.11,8,0
1107,1871,0,32.62,8,0
1108,1739,0,85.92,7,1
1109,5359,0,60.39,7,0
1110,12,0,227.3,6,0
1111,496,3,126.82,8,0
1112,2048,2,193.97,1,0
1113,3137,1,73.95,8,0
1114,3838,0,264.34,8,0
1115,723,0,103.56,9,0
1116,5585,0,132.53,4,1
1117,1283,3,92.78,6,0
1118,5305,2,39.52,5,0
1119,4890,0,84.05,5,0
1120,5098,1,63.39,10,1
1121,387,0,76.59,6,0
1122,652,0,69.84,5,0
1123,3315,0,310.22,5,0
1124,5126,2,46.44,6,0
1125,5096,0,81.41,3,1
1126,556,3,121.97,11,0
1127,262,0,392.61,4,0
1128,189,0,47.0,8,0
1129,720,3,273.03,10,0
1130,5483,1,69.0,5,0
1131,2810,1,30.0,7,0
1132,4471,2,195.25,8,0
1133,5400,0,78.65,9,0
1134,4319,0,481.24,7,0
1135,2845,1,108.79,3,0
1136,4733,1,228.55,9,0
1137,4966,0,304.66,6,0
1138,2356,0,119.25,11,0
1139,4871,2,295.34,6,0
1140,4233,0,273.65,3,0
1141,5436,3,515.83,11,0
1142,2699,0,200.91,8,0
1143,161,2,814.4,6,0
1144,2200,1,108.99,9,0
1145,1457,0,32.26,10,0
1146,4269,2,118.82,9,0
1147,5035,2,84.62,6,0
1148,308,2,149.58,7,1
1149,1965,0,75.06,6,0
1150,216,2,32.23,3,1
1151,5540,0,245.98,11,0
1152,3780,0,207.35,5,0
1153,120,0,88.9,8,0
1154,1224,0,83.33,7,0
1155,520,0,137.89,3,0
1156,3949,0,45.97,7,0
1157,5143,0,267.35,6,0
1158,163,2,111.78,9,0
1159,1869,2,64.81,7,0
1160,691,0,421.02,1,0
1161,1768,0,53.83,4,0
1162,2125,1,45.18,3,0
1163,3824,0,205.7,5,0
1164,3510,0,252.1,4,0
1165,2031,0,65.26,10,0
1166,1635,1,30.0,3,0
1167,2154,0,30.0,9,0
1168,4080,1,368.33,5,0
1169,4512,0,202.5,16,0
1170,1764,0,150.96,10,0
1171,4623,1,136.2,5,0
1172,4612,1,119.97,5,0
1173,2151,0,63.34,2,0
1174,184,0,98.04,1,0
1175,2545,3,165.61,10,0
1176,1381,1,232.91,9,0
1177,4351,2,142.05,6,0
1178,176,1,247.25,9,0
1179,5382,0,109.9,7,0
1180,581,0,96.84,4,0
1181,5509,2,291.16,7,0
1182,1517,0,85.1,9,0
1183,1556,2,82.52,12,0
1184,2000,2,183.41,8,0
1185,4104,0,51.51,6,0
1186,2390,0,276.65,7,0
1187,427,2,168.49,5,0
1188,4988,0,133.93,1,0
1189,5514,2,102.22,5,0
1190,1346,0,188.48,7,1
1191,424,3,74.24,6,0
1192,275,3,168.74,8,0
1193,1323,0,57.06,10,0
1194,791,1,30.0,13,0
1195,4525,0,134.65,7,0
1196,1161,0,254.64,11,0
1197,1263,2,59.98,5,0
1198,4746,0,55.5,7,0
1199,3726,0,110.81,7,0
1200,2531,3,124.85,15,0
1201,4807,1,150.12,8,0
1202,864,1,156.71,9,0
1203,4841,1,75.23,6,0
1204,3725,0,110.71,6,0
1205,4046,0,58.56,3,0
1206,3673,0,166.59,8,0
1207,3602,0,477.19,8,0
1208,248,1,81.66,11,0
1209,436,2,480.64,6,0
1210,3679,3,143.78,10,0
1211,3183,2,99.47,5,0
1212,2212,0,148.92,12,0
1213,5320,2,62.74,6,0
1214,3142,1,172.73,8,1
1215,2970,1,149.18,13,0
1216,1242,0,101.09,9,0
1217,3963,0,1118.69,3,0
1218,1711,1,52.34,9,0
1219,146,2,122.98,8,0
1220,157,2,65.85,11,0
1221,4641,2,136.21,10,0
1222,4126,3,72.39,10,0
1223,5250,2,47.5,3,0
1224,2522,1,1338.96,10,0
1225,2763,0,151.46,6,0
1226,3552,2,118.42,9,0
1227,1221,0,94.0,8,0
1228,528,0,333.8,5,0
1229,511,3,50.89,8,0
1230,2303,0,59.63,8,0
1231,3623,0,431.3,4,0
1232,4489,0,601.42,8,0
1233,1082,0,49.17,9,0
1234,1639,0,375.74,7,0
1235,4404,1,111.32,9,0
1236,2893,0,59.64,5,0
1237,983,1,30.0,3,0
1238,3319,0,160.99,8,0
1239,5189,0,41.95,5,0
1240,584,3,179.48,9,0
1241,3850,2,406.93,8,0
1242,3073,0,524.03,2,0
1243,5260,0,116.35,10,0
1244,2536,2,200.08,2,0
1245,266,0,196.73,14,0
1246,4659,1,229.67,7,0
1247,2138,1,664.65,5,0
1248,1487,0,30.0,12,0
1249,4692,0,90.73,3,0
1250,4527,0,35.35,9,0
1251,3188,2,412.79,12,0
1252,4756,0,213.73,2,0
1253,2907,1,30.0,3,0
1254,4075,0,43.47,3,0
1255,137,1,93.44,7,0
1256,2480,0,236.36,8,0
1257,1440,0,225.95,5,0
1258,2672,2,637.28,7,0
1259,2178,2,70.73,3,0
1260,4258,2,1455.01,7,0
1261,1814,0,138.89,13,0
1262,2553,3,94.22,6,0
1263,3068,0,92.24,10,0
1264,4507,1,170.19,12,0
1265,2375,2,280.75,8,0
1266,1986,0,1038.9,8,1
1267,4208,3,117.42,13,0
1268,3856,1,107.88,3,0
1269,1544,2,426.35,3,0
1270,4242,1,34.78,10,1
1271,1081,1,174.21,8,0
1272,1932,1,145.78,8,0
1273,5155,0,367.2,3,0
1274,2074,0,179.64,10,0
1275,4509,3,333.44,12,0
1276,3152,1,60.98,16,0
1277,5432,1,129.34,1,0
1278,5456,0,56.17,3,0
1279,3622,2,177.49,10,0
1280,2967,2,244.78,5,0
1281,3418,2,118.34,7,0
1282,3014,0,123.79,9,0
1283,2202,1,777.89,7,0
1284,582,3,297.52,10,0
1285,1895,0,30.0,8,0
1286,2501,0,650.14,18,0
1287,2106,3,159.03,14,0
1288,2062,0,153.17,9,0
1289,368,2,95.69,5,0
1290,4646,1,130.12,10,0
1291,3847,0,117.51,7,0
1292,4653,1,96.02,9,0
1293,413,0,98.34,8,0
1294,1701,0,233.11,9,0
1295,1439,0,191.69,4,0
1296,2153,1,426.67,11,0
1297,4318,2,104.97,12,0
1298,1499,0,182.42,1,0
1299,1364,1,160.82,1,0
1300,3095,0,711.22,10,0
1301,85,0,173.39,11,0
1302,33,2,140.59,7,0
1303,4211,1,264.09,9,0
1304,462,0,139.83,6,0
1305,4857,1,218.09,1,0
1306,501,0,149.8,4,0
1307,4710,3,197.23,7,1
1308,2904,2,99.94,13,1
1309,86,3,398.51,10,0
1310,3507,0,30.0,8,0
1311,277,0,65.91,8,0
1312,2731,2,61.01,5,0
1313,1377,0,59.58,6,0
1314,1215,0,63.34,7,0
1315,3663,3,1615.13,12,0
1316,4723,2,126.68,10,0
1317,2574,1,30.0,9,1
1318,2670,1,76.8,8,0
1319,972,1,135.06,7,0
1320,4479,0,88.74,8,0
1321,3594,1,72.41,7,0
1322,1635,3,75.58,8,0
1323,1503,0,170.29,10,0
1324,2959,3,82.28,11,0
1325,1463,0,366.79,8,0
1326,4985,1,360.76,5,0
1327,1237,0,79.98,5,0
1328,101,0,179.2,8,0
1329,2552,0,110.79,8,0
1330,1061,0,119.13,5,0
1331,4762,2,455.28,9,0
1332,2467,3,173.27,7,0
1333,4301,1,113.16,11,0
1334,1242,3,235.37,14,0
1335,4706,1,42.71,8,0
1336,2982,0,186.01,4,0
1337,4281,0,113.49,6,0
1338,5431,0,215.77,9,0
1339,2874,2,79.03,4,0
1340,1227,0,30.0,5,0
1341,1163,0,53.19,6,0
1342,4599,0,227.41,4,0
1343,2271,2,76.59,5,0
1344,1061,1,96.55,4,0
1345,5400,0,68.64,7,0
1346,3259,1,320.96,9,0
1347,4352,0,436.6,14,0
1348,4882,3,39.23,12,0
1349,3801,0,30.0,10,0
1350,2874,1,140.35,3,0
1351,5022,2,742.23,4,0
1352,2402,3,86.34,9,1
1353,709,0,185.43,8,0
1354,3468,3,508.46,11,1
1355,428,1,50.55,9,0
1356,3247,0,104.3,9,0
1357,5025,0,218.79,7,0
1358,1943,0,76.19,8,1
1359,5160,3,229.31,2,0
1360,3988,2,46.72,6,0
1361,919,0,357.85,2,0
1362,2141,0,300.51,3,0
1363,2721,3,38.08,10,0
1364,1945,2,47.37,14,1
1365,4232,2,249.48,9,0
1366,2210,2,1801.03,12,0
1367,3747,2,388.29,7,0
1368,5405,1,62.7,8,0
1369,1174,0,247.02,14,0
1370,249,0,192.28,15,0
1371,4354,1,278.35,5,0
1372,5526,1,467.83,6,0
1373,1121,0,233.41,12,0
1374,2370,0,151.11,7,0
1375,1981,2,52.04,2,0
1376,4517,1,32.04,6,0
1377,5549,2,58.71,6,0
1378,3758,0,122.41,8,0
1379,1984,3,311.64,11,0
1380,3257,0,84.93,9,0
1381,760,0,170.36,9,0
1382,4911,1,178.77,7,0
1383,5514,0,232.14,2,0
1384,1417,1,86.28,7,0
1385,5317,2,184.12,1,0
1386,4815,2,216.65,5,0
1387,2844,0,115.38,8,0
1388,5066,0,80.54,7,0
1389,4094,2,65.72,10,0
1390,3099,1,69.41,8,0
1391,1698,0,88.65,7,0
1392,935,3,196.96,8,1
1393,572,1,86.34,9,0
1394,2579,0,159.79,4,0
1395,3515,0,101.38,5,0
1396,1722,1,155.51,8,0
1397,4879,0,227.22,9,0
1398,4109,0,165.58,11,0
1399,2203,0,211.09,13,0
1400,3526,0,171.95,9,0
